Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att.1,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Rk_per_90,GA_per_90,GA90_per_90,SoTA_per_90,Saves_per_90,Save%_per_90,W_per_90,D_per_90,L_per_90,CS_per_90,CS%_per_90,PKatt_per_90,PKA_per_90,PKsv_per_90,PKm_per_90,Save%.1_per_90,FK_per_90,CK_per_90,OG_per_90,PSxG_per_90,PSxG/SoT_per_90,PSxG+/-_per_90,/90_per_90,Cmp_per_90,Att_per_90,Cmp%_per_90,Att (GK)_per_90,Thr_per_90,Launch%_per_90,AvgLen_per_90,Att.1_per_90,Launch%.1_per_90,AvgLen.1_per_90,Opp_per_90,Stp_per_90,Stp%_per_90,#OPA_per_90,#OPA/90_per_90,AvgDist_per_90
29,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,21,2001,33,33,2969,33.0,32,0.97,123,91,76.4,16,10,7,15,45.5,5,3,2,0,40.0,0,2,2,35.7,0.26,5.7,0.17,101,344,29.4,1059,121,26.5,29.6,123,51.2,44.5,388,25,6.4,28,0.85,12.7,0.8790838666217582,0.9700235769619401,0.029403839676658806,3.728528123947457,2.7585045469855167,2.315931289996632,0.48501178848097004,0.30313236780060626,0.21219265746042437,0.4546985517009094,1.3792522734927584,0.15156618390030313,0.09093971034018188,0.060626473560121255,0.0,1.212529471202425,0.0,0.060626473560121255,0.060626473560121255,1.0821825530481646,0.007881441562815764,0.1727854496463456,0.005153250252610307,3.061636914786123,10.427753452340855,0.8912091613337824,32.101717750084205,3.6679016503873356,0.8033007746716067,0.8972718086897946,3.728528123947457,1.5520377231391043,1.3489390367126979,11.761535870663524,0.7578309195015157,0.19400471539238803,0.8487706298416975,0.02576625126305153,0.38497810710676994
30,Oliver Christensen,dk DEN,GK,Fiorentina,it Serie A,24,1999,4,4,360,4.0,9,2.25,19,10,63.2,1,1,2,0,0.0,2,2,0,0,0.0,0,0,0,4.0,0.11,-5.0,-1.26,23,61,37.7,170,15,31.8,31.0,20,35.0,33.7,32,1,3.1,9,2.25,19.5,7.5,2.25,0.5625,4.75,2.5,15.800000000000002,0.25,0.25,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0275,-1.25,-0.315,5.75,15.25,9.425,42.5,3.75,7.95,7.75,5.0,8.75,8.425,8.0,0.25,0.775,2.25,0.5625,4.875
31,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,36,1987,35,35,3150,35.0,68,1.94,159,93,61.6,6,8,21,3,8.6,10,7,1,2,12.5,1,7,3,51.7,0.28,-13.3,-0.38,172,540,31.9,982,143,42.3,36.9,252,49.6,41.2,545,23,4.2,22,0.63,11.8,0.8857142857142858,1.942857142857143,0.055428571428571424,4.542857142857143,2.6571428571428575,1.76,0.17142857142857143,0.22857142857142856,0.6000000000000001,0.08571428571428572,0.24571428571428572,0.2857142857142857,0.2,0.02857142857142857,0.05714285714285714,0.3571428571428571,0.02857142857142857,0.2,0.08571428571428572,1.4771428571428573,0.008,-0.38000000000000006,-0.010857142857142857,4.914285714285715,15.428571428571429,0.9114285714285714,28.05714285714286,4.085714285714285,1.2085714285714284,1.0542857142857143,7.2,1.4171428571428573,1.177142857142857,15.571428571428571,0.6571428571428571,0.12,0.6285714285714286,0.018000000000000002,0.3371428571428572
33,Benoît Costil,fr FRA,GK,Salernitana,it Serie A,36,1987,13,13,1170,13.0,29,2.23,66,38,60.6,2,3,8,1,7.7,3,3,0,0,0.0,0,2,1,23.6,0.32,-4.4,-0.34,71,228,31.1,323,45,48.0,37.0,104,70.2,51.1,212,2,0.9,19,1.46,18.2,2.5384615384615383,2.230769230769231,0.17153846153846153,5.076923076923077,2.9230769230769234,4.661538461538461,0.15384615384615385,0.23076923076923078,0.6153846153846154,0.07692307692307693,0.5923076923076923,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.0,0.15384615384615385,0.07692307692307693,1.8153846153846156,0.02461538461538462,-0.3384615384615385,-0.02615384615384616,5.461538461538462,17.53846153846154,2.3923076923076922,24.846153846153847,3.4615384615384617,3.6923076923076925,2.846153846153846,8.0,5.4,3.9307692307692306,16.307692307692307,0.15384615384615385,0.06923076923076923,1.4615384615384617,0.1123076923076923,1.4
34,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,24,1999,3,2,181,2.0,0,0.0,4,4,100.0,2,0,0,2,100.0,0,0,0,0,,0,0,0,0.3,0.07,0.3,0.13,12,36,33.3,70,10,41.4,37.2,10,70.0,55.4,24,0,0.0,2,0.99,23.0,16.906077348066297,0.0,0.0,1.9889502762430937,1.9889502762430937,49.72375690607735,0.9944751381215469,0.0,0.0,0.9944751381215469,49.72375690607735,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.14917127071823205,0.03480662983425415,0.14917127071823205,0.06464088397790055,5.966850828729282,17.900552486187845,16.558011049723756,34.806629834254146,4.972375690607735,20.585635359116022,18.497237569060776,4.972375690607735,34.806629834254146,27.546961325966848,11.933701657458563,0.0,0.0,0.9944751381215469,0.4922651933701657,11.436464088397791
35,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,31,1992,4,4,332,3.7,0,0.0,15,15,100.0,3,1,0,3,75.0,0,0,0,0,,0,0,0,3.1,0.22,3.1,0.85,10,19,52.6,105,25,16.2,26.7,18,11.1,27.8,47,2,4.3,5,1.36,15.3,9.487951807228916,0.0,0.0,4.066265060240964,4.066265060240964,27.108433734939762,0.8132530120481928,0.27108433734939763,0.0,0.8132530120481928,20.33132530120482,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.8403614457831325,0.059638554216867465,0.8403614457831325,0.23042168674698796,2.710843373493976,5.150602409638554,14.259036144578314,28.463855421686745,6.7771084337349405,4.391566265060241,7.2379518072289155,4.879518072289157,3.009036144578313,7.5361445783132535,12.740963855421688,0.5421686746987953,1.1656626506024095,1.355421686746988,0.3686746987951807,4.147590361445783
36,Alessio Cragno,it ITA,GK,Sassuolo,it Serie A,29,1994,3,3,270,3.0,7,2.33,14,8,57.1,1,1,1,0,0.0,1,1,0,0,0.0,1,1,1,5.1,0.3,-0.9,-0.28,17,45,37.8,78,11,50.0,37.8,22,27.3,30.5,37,3,8.1,8,2.67,18.6,12.0,2.3333333333333335,0.7766666666666666,4.666666666666667,2.666666666666667,19.033333333333335,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.0,0.33333333333333337,0.33333333333333337,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,1.7,0.1,-0.30000000000000004,-0.09333333333333334,5.666666666666666,15.0,12.599999999999998,25.999999999999996,3.666666666666667,16.666666666666664,12.599999999999998,7.333333333333334,9.1,10.166666666666666,12.333333333333334,1.0,2.6999999999999997,2.666666666666667,0.8899999999999999,6.2
39,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,25,1998,31,31,2790,31.0,52,1.68,158,106,71.5,10,9,12,3,9.7,10,7,2,1,22.2,0,10,2,49.3,0.26,-0.7,-0.02,169,450,37.6,1151,92,30.8,32.4,187,51.3,44.3,484,28,5.8,50,1.61,15.0,1.2580645161290323,1.6774193548387097,0.054193548387096765,5.096774193548387,3.4193548387096775,2.306451612903226,0.3225806451612903,0.2903225806451613,0.3870967741935484,0.0967741935483871,0.3129032258064516,0.3225806451612903,0.22580645161290322,0.06451612903225806,0.03225806451612903,0.7161290322580646,0.0,0.3225806451612903,0.06451612903225806,1.5903225806451613,0.00838709677419355,-0.02258064516129032,-0.0006451612903225806,5.451612903225807,14.516129032258064,1.2129032258064516,37.12903225806451,2.967741935483871,0.9935483870967743,1.0451612903225806,6.032258064516129,1.6548387096774193,1.4290322580645158,15.612903225806452,0.9032258064516129,0.1870967741935484,1.6129032258064515,0.05193548387096775,0.4838709677419355
40,Rémy Descamps,fr FRA,GK,Nantes,fr Ligue 1,27,1996,6,6,540,6.0,11,1.83,37,26,73.0,2,2,2,1,16.7,2,1,0,1,0.0,0,0,0,12.5,0.35,1.5,0.26,51,125,40.8,141,28,51.1,40.3,71,74.6,49.8,116,8,6.9,0,0.0,7.8,6.666666666666666,1.8333333333333335,0.30500000000000005,6.166666666666667,4.333333333333333,12.166666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.16666666666666669,2.783333333333333,0.33333333333333337,0.16666666666666669,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,2.083333333333333,0.058333333333333334,0.25,0.043333333333333335,8.5,20.833333333333332,6.8,23.5,4.666666666666667,8.516666666666667,6.716666666666667,11.833333333333332,12.433333333333332,8.299999999999999,19.333333333333332,1.3333333333333335,1.1500000000000001,0.0,0.0,1.3
41,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,29,1994,33,33,2970,33.0,43,1.3,153,111,72.5,7,11,15,7,21.2,3,1,1,1,50.0,0,5,2,47.0,0.3,6.0,0.18,155,454,34.1,719,135,46.9,37.1,222,52.7,39.1,470,32,6.8,24,0.73,12.5,1.2424242424242424,1.3030303030303032,0.0393939393939394,4.636363636363637,3.3636363636363633,2.196969696969697,0.2121212121212121,0.33333333333333337,0.4545454545454546,0.2121212121212121,0.6424242424242423,0.09090909090909091,0.030303030303030304,0.030303030303030304,0.030303030303030304,1.5151515151515151,0.0,0.15151515151515152,0.06060606060606061,1.4242424242424243,0.00909090909090909,0.18181818181818182,0.005454545454545454,4.696969696969697,13.757575757575758,1.0333333333333332,21.78787878787879,4.090909090909091,1.4212121212121211,1.1242424242424243,6.727272727272727,1.5969696969696972,1.184848484848485,14.242424242424242,0.9696969696969697,0.20606060606060608,0.7272727272727273,0.02212121212121212,0.3787878787878788
43,Michele Di Gregorio,it ITA,GK,Monza,it Serie A,26,1997,33,33,2872,31.9,35,1.1,159,122,79.9,11,11,11,12,36.4,5,3,2,0,40.0,1,5,0,45.4,0.26,10.4,0.33,179,430,41.6,1126,201,27.8,30.6,223,52.5,44.2,469,19,4.1,18,0.56,11.5,1.347493036211699,1.0967966573816157,0.0344707520891365,4.9825905292479105,3.823119777158774,2.5038300835654597,0.3447075208913649,0.3447075208913649,0.3447075208913649,0.3760445682451254,1.14066852367688,0.15668523676880222,0.09401114206128135,0.06267409470752089,0.0,1.2534818941504178,0.031337047353760444,0.15668523676880222,0.0,1.422701949860724,0.008147632311977716,0.32590529247910865,0.010341225626740948,5.60933147632312,13.474930362116991,1.3036211699164346,35.28551532033426,6.298746518105849,0.8711699164345404,0.9589136490250696,6.988161559888579,1.6451949860724235,1.3850974930362119,14.697075208913649,0.5954038997214485,0.1284818941504178,0.564066852367688,0.01754874651810585,0.3603760445682451
44,Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,30,1993,30,30,2700,30.0,54,1.8,188,134,74.5,4,8,18,5,16.7,8,6,1,1,14.3,0,5,1,57.1,0.28,4.1,0.14,206,558,36.9,1065,129,42.8,36.7,176,58.0,44.5,439,39,8.9,46,1.53,14.4,1.4666666666666666,1.8,0.06,6.266666666666667,4.466666666666667,2.4833333333333334,0.13333333333333333,0.26666666666666666,0.6000000000000001,0.16666666666666669,0.5566666666666666,0.26666666666666666,0.2,0.03333333333333333,0.03333333333333333,0.4766666666666667,0.0,0.16666666666666669,0.03333333333333333,1.9033333333333333,0.009333333333333334,0.13666666666666666,0.004666666666666667,6.866666666666666,18.6,1.23,35.5,4.3,1.4266666666666665,1.2233333333333334,5.866666666666666,1.9333333333333331,1.4833333333333334,14.633333333333333,1.3,0.2966666666666667,1.5333333333333334,0.051000000000000004,0.48
46,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,29,1993,37,37,3330,37.0,47,1.27,150,104,69.3,8,14,15,13,35.1,2,1,1,0,50.0,1,5,2,46.9,0.31,1.9,0.05,168,598,28.1,928,171,47.1,39.4,267,60.3,48.4,529,23,4.3,38,1.03,14.6,1.2432432432432432,1.2702702702702704,0.03432432432432432,4.0540540540540535,2.8108108108108105,1.872972972972973,0.2162162162162162,0.3783783783783784,0.40540540540540543,0.3513513513513513,0.9486486486486486,0.05405405405405405,0.027027027027027025,0.027027027027027025,0.0,1.3513513513513513,0.027027027027027025,0.13513513513513514,0.05405405405405405,1.2675675675675675,0.008378378378378378,0.05135135135135135,0.0013513513513513514,4.54054054054054,16.16216216216216,0.7594594594594596,25.08108108108108,4.621621621621622,1.272972972972973,1.0648648648648649,7.216216216216216,1.6297297297297297,1.308108108108108,14.297297297297298,0.6216216216216216,0.11621621621621621,1.027027027027027,0.027837837837837838,0.3945945945945946
47,Yehvann Diouf,sn SEN,GK,Reims,fr Ligue 1,23,1999,34,34,3060,34.0,47,1.38,137,90,70.1,13,8,13,8,23.5,7,6,1,0,14.3,1,4,1,42.7,0.27,-3.3,-0.1,124,353,35.1,1135,179,25.2,30.1,157,42.7,36.9,522,38,7.3,46,1.35,14.2,1.3823529411764706,1.3823529411764706,0.04058823529411765,4.029411764705882,2.6470588235294117,2.0617647058823527,0.38235294117647056,0.23529411764705882,0.38235294117647056,0.23529411764705882,0.6911764705882353,0.2058823529411765,0.1764705882352941,0.029411764705882353,0.0,0.4205882352941177,0.029411764705882353,0.11764705882352941,0.029411764705882353,1.2558823529411767,0.007941176470588236,-0.09705882352941175,-0.0029411764705882357,3.647058823529412,10.382352941176471,1.0323529411764707,33.38235294117647,5.264705882352941,0.7411764705882353,0.8852941176470589,4.617647058823529,1.2558823529411767,1.0852941176470587,15.352941176470589,1.1176470588235294,0.21470588235294116,1.3529411764705883,0.03970588235294118,0.41764705882352937
48,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,31,1992,13,13,1170,13.0,25,1.92,68,44,66.2,2,2,9,2,15.4,2,2,0,0,0.0,0,3,1,22.4,0.3,-1.6,-0.12,52,148,35.1,314,70,32.5,32.7,79,58.2,45.9,152,11,7.2,15,1.15,15.4,3.6923076923076925,1.9230769230769231,0.14769230769230768,5.230769230769231,3.3846153846153846,5.092307692307693,0.15384615384615385,0.15384615384615385,0.6923076923076923,0.15384615384615385,1.1846153846153846,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.0,0.23076923076923078,0.07692307692307693,1.7230769230769232,0.023076923076923078,-0.12307692307692308,-0.00923076923076923,4.0,11.384615384615383,2.7,24.153846153846153,5.384615384615385,2.5,2.5153846153846158,6.076923076923077,4.476923076923077,3.5307692307692307,11.692307692307693,0.8461538461538461,0.5538461538461539,1.1538461538461537,0.08846153846153845,1.1846153846153846
50,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,24,1999,25,25,2169,24.1,20,0.83,110,89,84.5,18,6,1,10,40.0,4,3,1,0,25.0,0,2,0,30.4,0.25,10.4,0.43,36,94,38.3,641,113,11.4,24.2,131,16.0,23.0,294,15,5.1,23,0.95,13.2,2.074688796680498,0.8298755186721992,0.03443983402489626,4.564315352697095,3.6929460580912865,3.5062240663900415,0.7468879668049793,0.24896265560165975,0.04149377593360996,0.4149377593360996,1.6597510373443984,0.16597510373443983,0.12448132780082988,0.04149377593360996,0.0,1.037344398340249,0.0,0.08298755186721991,0.0,1.2614107883817427,0.01037344398340249,0.4315352697095436,0.01784232365145228,1.4937759336099585,3.900414937759336,1.5892116182572613,26.597510373443985,4.6887966804979255,0.47302904564315357,1.004149377593361,5.435684647302905,0.6639004149377593,0.9543568464730291,12.199170124481327,0.6224066390041494,0.21161825726141079,0.9543568464730291,0.03941908713692946,0.5477178423236515
51,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,34,1989,23,22,1985,22.1,42,1.9,130,87,70.8,9,4,9,5,22.7,5,4,1,0,20.0,0,5,0,42.2,0.29,0.2,0.01,56,165,33.9,480,143,15.6,25.4,169,53.3,39.1,296,20,6.8,22,1.0,12.9,2.3123425692695214,1.9042821158690177,0.08614609571788412,5.894206549118388,3.9445843828715366,3.2100755667506293,0.4080604534005038,0.181360201511335,0.4080604534005038,0.22670025188916876,1.029219143576826,0.22670025188916876,0.181360201511335,0.04534005037783375,0.0,0.906801007556675,0.0,0.22670025188916876,0.0,1.9133501259445844,0.013148614609571787,0.00906801007556675,0.00045340050377833753,2.53904282115869,7.481108312342569,1.5370277078085641,21.7632241813602,6.483627204030227,0.7073047858942066,1.1516372795969774,7.662468513853905,2.416624685138539,1.7727959697733,13.42065491183879,0.906801007556675,0.3083123425692695,0.9974811083123425,0.04534005037783375,0.5848866498740555
52,Ederson,br BRA,GK,Manchester City,eng Premier League,29,1993,33,33,2785,30.9,27,0.87,82,56,70.7,24,6,3,10,30.3,3,3,0,0,0.0,0,2,1,27.2,0.3,1.2,0.04,114,246,46.3,1120,137,18.3,27.2,114,36.0,36.3,247,25,10.1,50,1.62,17.3,1.6804308797127467,0.8725314183123879,0.028114901256732494,2.649910233393178,1.8096947935368044,2.2847396768402155,0.7755834829443446,0.19389587073608616,0.09694793536804308,0.32315978456014366,0.9791741472172352,0.09694793536804308,0.09694793536804308,0.0,0.0,0.0,0.0,0.06463195691202873,0.03231597845601437,0.8789946140035907,0.00969479353680431,0.03877917414721724,0.0012926391382405745,3.6840215439856374,7.949730700179533,1.496229802513465,36.193895870736085,4.427289048473968,0.5913824057450628,0.8789946140035907,3.6840215439856374,1.163375224416517,1.1730700179533213,7.982046678635548,0.8078994614003591,0.32639138240574506,1.6157989228007181,0.05235188509874327,0.5590664272890485
54,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,38,1985,10,7,721,8.0,21,2.62,53,33,66.0,3,1,3,1,14.3,3,3,0,0,0.0,0,3,1,19.8,0.33,-0.2,-0.02,50,123,40.7,182,44,50.0,39.0,56,57.1,45.1,114,8,7.0,1,0.12,7.6,6.740638002773925,2.621359223300971,0.3270457697642164,6.615811373092926,4.119278779472954,8.238557558945908,0.37447988904299584,0.12482662968099861,0.37447988904299584,0.12482662968099861,1.7850208044382803,0.37447988904299584,0.37447988904299584,0.0,0.0,0.0,0.0,0.37447988904299584,0.12482662968099861,2.4715672676837728,0.04119278779472955,-0.024965325936199722,-0.0024965325936199723,6.2413314840499305,15.35367545076283,5.080443828016644,22.718446601941746,5.492371705963939,6.2413314840499305,4.8682385575589455,6.990291262135922,7.127600554785021,5.629680998613038,14.230235783633843,0.9986130374479889,0.8737864077669902,0.12482662968099861,0.014979195561719833,0.9486823855755895
55,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,28,1995,38,38,3420,38.0,54,1.42,173,119,71.7,8,14,16,7,18.4,6,5,1,0,16.7,1,7,1,51.0,0.26,-2.0,-0.05,152,489,31.1,893,159,42.6,34.9,248,44.0,35.2,522,20,3.8,20,0.53,11.0,1.4473684210526314,1.4210526315789473,0.03736842105263157,4.552631578947368,3.131578947368421,1.886842105263158,0.2105263157894737,0.368421052631579,0.4210526315789474,0.1842105263157895,0.4842105263157894,0.15789473684210525,0.13157894736842105,0.026315789473684213,0.0,0.4394736842105263,0.026315789473684213,0.1842105263157895,0.026315789473684213,1.3421052631578947,0.006842105263157896,-0.052631578947368425,-0.0013157894736842105,4.0,12.868421052631579,0.8184210526315789,23.5,4.184210526315789,1.1210526315789473,0.9184210526315788,6.526315789473684,1.1578947368421053,0.9263157894736842,13.736842105263158,0.5263157894736842,0.1,0.5263157894736842,0.013947368421052632,0.2894736842105263
56,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,32,1991,7,6,551,6.1,9,1.47,20,11,60.0,0,2,4,1,16.7,1,1,0,0,0.0,0,2,0,6.1,0.26,-2.9,-0.47,47,113,41.6,174,19,56.3,42.5,22,68.2,49.7,69,1,1.4,15,2.45,24.8,9.147005444646098,1.47005444646098,0.24010889292196005,3.266787658802178,1.7967332123411979,9.800362976406534,0.0,0.32667876588021777,0.6533575317604355,0.16333938294010888,2.7277676950998186,0.16333938294010888,0.16333938294010888,0.0,0.0,0.0,0.0,0.32667876588021777,0.0,0.9963702359346642,0.042468239564428314,-0.47368421052631576,-0.07676950998185117,7.676950998185118,18.457350272232304,6.79491833030853,28.421052631578945,3.103448275862069,9.19600725952813,6.941923774954628,3.5934664246823957,11.139745916515427,8.117967332123413,11.270417422867512,0.16333938294010888,0.22867513611615245,2.4500907441016335,0.4001814882032668,4.050816696914701
57,Raúl Fernández,es ESP,GK,Granada,es La Liga,35,1988,4,4,280,3.1,11,3.54,17,7,35.3,1,0,3,0,0.0,1,0,0,1,,0,1,1,7.8,0.46,-2.2,-0.71,14,47,29.8,88,10,37.5,35.7,17,82.4,62.1,36,4,11.1,11,3.54,17.3,18.321428571428573,3.5357142857142856,1.137857142857143,5.464285714285714,2.25,11.34642857142857,0.3214285714285714,0.0,0.9642857142857143,0.0,0.0,0.3214285714285714,0.0,0.0,0.3214285714285714,,0.0,0.3214285714285714,0.3214285714285714,2.507142857142857,0.14785714285714285,-0.7071428571428572,-0.2282142857142857,4.5,15.107142857142856,9.57857142857143,28.285714285714285,3.214285714285714,12.053571428571429,11.475,5.464285714285714,26.485714285714288,19.960714285714285,11.57142857142857,1.2857142857142856,3.5678571428571426,3.5357142857142856,1.137857142857143,5.560714285714286
58,Fernando,es ESP,GK,Almería,es La Liga,33,1990,4,4,360,4.0,10,2.5,23,13,56.5,1,1,2,0,0.0,0,0,0,0,,0,1,0,8.5,0.37,-1.5,-0.36,22,67,32.8,133,28,39.8,35.6,26,53.8,44.0,72,4,5.6,7,1.75,14.5,14.500000000000002,2.5,0.625,5.75,3.2499999999999996,14.125,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,2.125,0.09250000000000001,-0.375,-0.09,5.5,16.75,8.2,33.25,7.0,9.95,8.9,6.499999999999999,13.45,11.0,18.0,1.0,1.4,1.75,0.4375,3.6250000000000004
59,André Ferreira,pt POR,GK,Granada,es La Liga,27,1996,15,14,1340,14.9,29,1.95,77,49,66.2,0,5,9,0,0.0,3,3,0,0,0.0,0,2,1,27.8,0.33,-0.2,-0.01,73,186,39.2,388,88,31.4,32.2,110,58.2,44.3,195,6,3.1,13,0.87,12.6,3.962686567164179,1.947761194029851,0.13097014925373135,5.171641791044776,3.2910447761194033,4.446268656716418,0.0,0.33582089552238803,0.6044776119402985,0.0,0.0,0.20149253731343283,0.20149253731343283,0.0,0.0,0.0,0.0,0.13432835820895522,0.06716417910447761,1.8671641791044777,0.022164179104477613,-0.013432835820895522,-0.0006716417910447762,4.902985074626866,12.492537313432836,2.6328358208955227,26.059701492537314,5.91044776119403,2.108955223880597,2.1626865671641795,7.388059701492537,3.908955223880597,2.975373134328358,13.097014925373134,0.40298507462686567,0.20820895522388058,0.8731343283582089,0.05843283582089552,0.8462686567164178
60,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,33,1990,4,4,360,4.0,8,2.0,26,18,69.2,0,2,2,0,0.0,0,0,0,0,,0,4,0,7.3,0.28,-0.7,-0.18,27,96,28.1,72,9,68.1,44.9,54,87.0,56.6,77,4,5.2,1,0.25,7.6,15.0,2.0,0.5,6.499999999999999,4.5,17.3,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.825,0.07,-0.175,-0.045,6.75,24.0,7.025,18.0,2.25,17.025,11.225,13.5,21.75,14.15,19.25,1.0,1.3,0.25,0.0625,1.9000000000000001
61,Mark Flekken,nl NED,GK,Brentford,eng Premier League,30,1993,37,37,3285,36.5,63,1.73,176,113,65.3,10,9,18,7,18.9,2,2,0,0,0.0,0,6,0,55.4,0.31,-7.6,-0.21,242,647,37.4,1288,131,36.6,34.5,289,60.9,46.7,568,44,7.7,37,1.01,12.6,1.6712328767123288,1.726027397260274,0.0473972602739726,4.821917808219178,3.0958904109589036,1.7890410958904108,0.273972602739726,0.24657534246575344,0.4931506849315069,0.1917808219178082,0.5178082191780822,0.05479452054794521,0.05479452054794521,0.0,0.0,0.0,0.0,0.1643835616438356,0.0,1.517808219178082,0.008493150684931507,-0.20821917808219179,-0.005753424657534247,6.630136986301371,17.726027397260275,1.0246575342465754,35.28767123287671,3.589041095890411,1.0027397260273974,0.9452054794520549,7.917808219178082,1.6684931506849314,1.2794520547945207,15.561643835616438,1.2054794520547945,0.21095890410958906,1.0136986301369864,0.027671232876712328,0.34520547945205476
62,Wes Foderingham,eng ENG,GK,Sheffield Utd,eng Premier League,32,1991,30,29,2649,29.4,79,2.68,204,130,63.7,3,4,22,1,3.4,6,5,0,1,0.0,0,8,5,70.4,0.33,-3.6,-0.12,205,618,33.2,783,101,54.5,40.2,262,72.9,52.1,468,28,6.0,42,1.43,14.7,2.1064552661381652,2.684031710079275,0.09105322763306908,6.930917327293319,4.416761041902605,2.1642129105322763,0.10192525481313704,0.13590033975084936,0.7474518686296716,0.03397508493771234,0.11551528878822197,0.20385050962627407,0.16987542468856173,0.0,0.03397508493771234,0.0,0.0,0.2718006795016987,0.16987542468856173,2.391845979614949,0.011211778029445073,-0.12231030577576445,-0.0040770101925254815,6.9648924122310305,20.99660249150623,1.12797281993205,26.602491506228766,3.4314835787089466,1.8516421291053227,1.3657984144960365,8.901472253680634,2.47678369195923,1.7701019252548134,15.900339750849376,0.9513023782559455,0.20385050962627407,1.4269535673839184,0.048584371460928644,0.49943374858437145
64,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,31,1992,38,38,3420,38.0,46,1.21,168,121,75.6,25,6,7,12,31.6,7,5,1,1,16.7,0,8,0,51.0,0.28,5.0,0.13,155,420,36.9,1140,178,25.6,30.0,246,52.0,44.8,534,41,7.7,33,0.87,13.2,1.6842105263157896,1.2105263157894737,0.031842105263157894,4.421052631578948,3.1842105263157894,1.9894736842105263,0.6578947368421052,0.15789473684210525,0.1842105263157895,0.3157894736842105,0.831578947368421,0.1842105263157895,0.13157894736842105,0.026315789473684213,0.026315789473684213,0.4394736842105263,0.0,0.2105263157894737,0.0,1.3421052631578947,0.00736842105263158,0.13157894736842105,0.003421052631578948,4.078947368421052,11.052631578947368,0.9710526315789473,30.0,4.684210526315789,0.6736842105263158,0.7894736842105263,6.473684210526316,1.368421052631579,1.1789473684210525,14.05263157894737,1.0789473684210527,0.20263157894736844,0.868421052631579,0.022894736842105263,0.34736842105263155
66,David Gil,es ESP,GK,Cádiz,es La Liga,29,1994,5,4,372,4.1,8,1.94,24,17,66.7,0,3,1,1,25.0,0,0,0,0,,0,0,1,5.3,0.26,-1.7,-0.4,51,125,40.8,104,8,76.9,49.3,48,93.8,63.5,91,7,7.7,0,0.0,7.0,15.967741935483872,1.935483870967742,0.46935483870967737,5.806451612903226,4.112903225806452,16.13709677419355,0.0,0.7258064516129032,0.24193548387096775,0.24193548387096775,6.048387096774193,0.0,0.0,0.0,0.0,,0.0,0.0,0.24193548387096775,1.282258064516129,0.06290322580645161,-0.4112903225806452,-0.0967741935483871,12.338709677419354,30.241935483870964,9.870967741935482,25.161290322580644,1.935483870967742,18.60483870967742,11.927419354838708,11.612903225806452,22.693548387096772,15.36290322580645,22.016129032258064,1.6935483870967742,1.8629032258064515,0.0,0.0,1.6935483870967742
