Player,Squad,Age,MainPos,Min,90s,NP_Gls_per90,npxG_per90,Shots_per90,Shot_OnTarget_pct,Conv_rate,xG_per_shot_np,Finishing_vs_xG_np_per90,xGxA_per90,GA_per90,KeyPasses_per90,PPA_per90,PrgPass_per90,PrgCarries_per90,Touches_Att3rd_per90,Touches_Box_per90,Dribble_Success_pct,Dribble_Att_per90,Fouls_Drawn_per90,Recoveries_per90,Aerial_Win_pct,OnField_xGD_per90,Availability_Min_pct
Duván Zapata,Torino,32.0,FW,2992,32.0,0.40625,0.340625,3.5549999999999997,39.2,0.16,0.11,0.06562499999999999,0.3875,0.53125,0.8121657754010695,0.3910427807486631,1.5641711229946524,2.2259358288770055,19.31149732620321,5.89572192513369,49.55,3.3389037433155084,2.015374331550802,2.5568181818181817,51.45,0.19,43.75
Dušan Vlahović,Juventus,23.0,FW,2307,25.6,0.546875,0.51953125,4.14,33.0,0.13,0.13,0.027343749999999972,0.7109375000000001,0.78125,1.131339401820546,0.5461638491547465,1.7945383615084525,1.4044213263979195,15.99479843953186,5.929778933680104,41.9,1.6775032509752927,1.3263979193758126,2.3407022106631987,41.1,0.57,67.5
Eddie Nketiah,Arsenal,24.0,FW,1082,12.0,0.4166666666666667,0.375,3.16,31.6,0.13,0.12,0.041666666666666664,0.43333333333333335,0.5833333333333334,0.7486136783733826,0.4158964879852126,1.6635859519408505,1.8299445471349352,17.2181146025878,6.238447319778189,26.7,2.4953789279112755,2.3290203327171906,1.9963031423290205,46.0,1.0,31.6
Edon Zhegrova,Lille,24.0,FW,2288,25.4,0.2362204724409449,0.2440944881889764,3.23,35.4,0.07,0.08,-0.007874015748031503,0.5511811023622047,0.4724409448818898,1.8094405594405591,2.0847902097902096,3.5402097902097904,4.3269230769230775,33.12062937062937,4.523601398601398,51.7,6.844405594405595,1.2194055944055944,3.9729020979020975,35.3,0.39,74.8
El Bilal Touré,Atalanta,21.0,FW,394,4.4,0.45454545454545453,0.2727272727272727,2.74,33.3,0.17,0.1,0.18181818181818182,0.409090909090909,0.45454545454545453,1.598984771573604,1.1421319796954317,2.512690355329949,3.654822335025381,26.725888324873097,4.7969543147208125,21.4,3.197969543147208,1.8274111675126905,1.8274111675126905,50.0,0.9,11.5
Eldor Shomurodov,Cagliari,28.0,FW,936,10.4,0.28846153846153844,0.3365384615384615,2.02,33.3,0.14,0.19,-0.04807692307692307,0.44230769230769224,0.5769230769230769,0.9615384615384616,0.4807692307692308,1.7307692307692308,1.1538461538461535,16.73076923076923,4.423076923076923,35.7,2.6923076923076925,1.0576923076923077,3.653846153846154,32.3,-0.29,27.4
Eli Junior Kroupi,Lorient,17.0,FW,1084,12.0,0.4166666666666667,0.2916666666666667,1.83,54.5,0.23,0.16,0.125,0.3833333333333333,0.6666666666666666,0.9132841328413284,0.5811808118081181,0.9963099630996308,0.8302583025830258,14.44649446494465,4.234317343173432,60.0,1.6605166051660516,0.6642066420664207,2.9059040590405902,27.6,-0.52,35.4
Elijah Adebayo,Luton Town,25.0,FW,1419,15.8,0.6329113924050632,0.37341772151898733,1.97,45.2,0.32,0.19,0.2594936708860759,0.3987341772151899,0.6329113924050632,0.8879492600422833,0.2536997885835095,1.4587737843551796,1.014799154334038,15.412262156448202,5.200845665961945,26.9,4.249471458773784,1.014799154334038,2.156448202959831,50.0,-0.4,41.5
Elye Wahi,Montpellier,20.0,FW,1706,0.2,40.0,0.0,1.57,50.8,0.14,0.18,40.0,0.5,60.0,0.0527549824150058,0.0,0.0527549824150058,0.0527549824150058,0.3165298944900352,0.0527549824150058,69.3,0.0527549824150058,0.0527549824150058,0.0527549824150058,64.45,2.56,27.9
Elysée Logbo,Le Havre,19.0,FW,248,2.8,0.0,0.10714285714285715,1.45,0.0,0.0,0.08,-0.10714285714285715,0.17857142857142858,0.0,1.0887096774193548,0.0,0.7258064516129032,0.3629032258064516,12.701612903225808,4.354838709677419,80.0,1.814516129032258,0.0,3.991935483870968,30.8,-0.68,8.1
Emanuel Emegha,Strasbourg,20.0,FW,2078,23.1,0.3463203463203463,0.4372294372294372,2.04,42.6,0.17,0.21,-0.09090909090909088,0.48917748917748916,0.3896103896103896,0.3897978825794032,0.0866217516843118,0.4764196342637151,1.039461020211742,10.048123195380173,3.8113570741097207,29.4,1.4725697786333012,1.039461020211742,1.7757459095283927,33.3,-0.11,67.9
Emmanuel Sabbi,Le Havre,25.0,FW,1584,17.6,0.17045454545454544,0.14204545454545453,1.65,34.5,0.1,0.09,0.028409090909090908,0.2954545454545454,0.3409090909090909,0.5681818181818181,0.5113636363636364,2.0454545454545454,2.1590909090909087,15.454545454545451,3.465909090909091,33.3,3.409090909090909,2.1022727272727275,3.920454545454546,26.7,-0.23,51.8
Enes Ünal,Getafe,26.0,FW,468,1.6,1.25,0.0625,3.4749999999999996,17.4,0.045,0.1,1.1874999999999998,0.3125,3.125,0.5769230769230769,0.0,0.1923076923076923,0.3846153846153846,4.8076923076923075,1.1538461538461535,34.1,0.7692307692307693,0.9615384615384616,0.9615384615384616,30.450000000000003,-0.33,6.85
Eren Dinkçi,Heidenheim,21.0,FW,2650,29.4,0.3401360544217687,0.14625850340136054,1.66,42.9,0.2,0.09,0.19387755102040818,0.272108843537415,0.5102040816326531,1.2226415094339622,1.120754716981132,3.022641509433962,2.8867924528301887,15.89433962264151,2.581132075471698,43.2,3.2264150943396226,0.7471698113207548,5.264150943396227,31.4,-0.52,86.6
Erik Botheim,Salernitana,23.0,FW,316,3.5,0.0,0.028571428571428574,0.28,0.0,0.0,0.11,-0.028571428571428574,0.05714285714285715,0.0,0.0,0.2848101265822785,1.4240506329113924,0.8544303797468354,7.689873417721519,1.9936708860759491,25.0,1.139240506329114,3.132911392405063,1.9936708860759491,10.5,-0.75,9.2
Erling Haaland,Manchester City,23.0,FW,2552,28.4,0.7042253521126761,0.8063380281690141,3.99,44.2,0.18,0.2,-0.10211267605633799,1.1056338028169015,1.1267605633802817,1.0227272727272727,0.3879310344827586,0.9169278996865204,1.2343260188087777,14.036050156739812,6.4537617554858935,40.0,1.0579937304075235,1.093260188087774,1.6575235109717867,48.1,1.18,74.6
Ermedin Demirović,Augsburg,25.0,FW,2873,31.9,0.3761755485893417,0.322884012539185,2.41,41.6,0.16,0.13,0.05329153605015672,0.5391849529780565,0.7523510971786834,1.0337626174730248,0.5325443786982248,1.8795683954054996,0.8771319178558997,14.660633484162895,5.137486947441698,44.6,2.0361990950226243,1.0964148973198746,3.3518969718064744,36.4,-0.29,93.9
Ernest Nuamah,Lyon,19.0,FW,1838,20.4,0.14705882352941177,0.19607843137254904,2.11,46.5,0.07,0.09,-0.04901960784313726,0.45098039215686275,0.2450980392156863,1.4200217627856366,1.5179542981501633,3.623503808487486,5.14145810663765,27.470076169749728,5.28835690968444,41.8,5.973884657236126,1.6648531011969532,4.211099020674647,28.6,-0.07,60.1
Evan Ferguson,Brighton,18.0,FW,1367,15.2,0.39473684210526316,0.3026315789473684,2.17,60.6,0.18,0.14,0.09210526315789476,0.35526315789473684,0.39473684210526316,0.3950256035113387,0.2633504023408924,0.9875640087783468,0.8558888076079005,12.179956108266277,2.96269202633504,43.8,1.05340160936357,1.6459400146305778,1.6459400146305778,41.9,0.02,40.0
Evann Guessand,Nice,22.0,FW,1553,17.3,0.23121387283236994,0.39306358381502887,2.67,43.5,0.09,0.15,-0.16184971098265893,0.5433526011560693,0.3468208092485549,0.8692852543464263,0.6954282034771411,1.9703799098518997,2.31809401159047,16.5164198325821,5.96909207984546,37.5,3.708950418544752,2.7237604636188024,3.245331616226658,48.0,0.28,50.8
Ezequiel Ávila,Osasuna,29.0,FW,1162,9.6,0.20833333333333334,0.20833333333333334,2.765,27.75,0.075,0.08,0.0,0.48958333333333337,0.5208333333333334,1.6265060240963856,1.3941480206540449,3.0206540447504304,1.0843373493975903,19.59552495697074,2.168674698795181,38.9,1.3941480206540449,1.5490533562822717,2.865748709122203,38.849999999999994,0.04,17.0
Facundo Buonanotte,Brighton,18.0,FW,1364,15.2,0.19736842105263158,0.15789473684210525,1.39,38.1,0.14,0.11,0.03947368421052632,0.23684210526315788,0.2631578947368421,1.187683284457478,0.9237536656891496,2.771260997067449,1.5175953079178883,18.277126099706745,2.309384164222874,34.6,3.43108504398827,2.705278592375367,4.354838709677419,27.3,0.14,39.9
Facundo Pellistri,Manchester Utd,21.0,FW,1404,1.9,1.0526315789473684,0.3684210526315789,1.665,42.65,0.06,0.18,0.6842105263157895,0.5789473684210527,2.1052631578947367,0.0641025641025641,0.1282051282051282,0.3846153846153846,0.3846153846153846,3.7179487179487176,0.8333333333333333,44.2,0.7051282051282052,0.3846153846153846,0.7051282051282052,44.5,-0.27,20.5
Fares Chaïbi,Toulouse,20.0,FW,1970,0.6,3.3333333333333335,0.0,0.94,35.0,0.05,0.08,3.3333333333333335,0.33333333333333337,11.666666666666668,0.0913705583756345,0.0913705583756345,0.2284263959390862,0.0913705583756345,1.0507614213197969,0.0,17.5,0.0913705583756345,0.0,0.1370558375634517,57.6,-2.79,32.2
Faride Alidou,Köln,22.0,FW,1282,14.2,0.28169014084507044,0.21126760563380284,2.32,33.3,0.12,0.09,0.07042253521126761,0.2605633802816902,0.28169014084507044,0.982839313572543,0.4914196567862715,2.3166926677067083,3.580343213728549,17.059282371294852,3.580343213728549,34.3,4.914196567862715,1.6146645865834637,4.001560062402496,39.1,-0.67,41.9
Faris Pemi Moumbagna,Marseille,23.0,FW,547,6.1,0.49180327868852464,0.27868852459016397,2.63,31.3,0.19,0.11,0.21311475409836067,0.3278688524590164,0.6557377049180328,0.6581352833638026,0.6581352833638026,2.6325411334552102,0.9872029250457038,14.478976234003657,6.087751371115174,14.3,1.1517367458866543,1.809872029250457,2.797074954296161,30.4,0.5,17.9
Farés Ghedjemis,Frosinone,20.0,FW,182,2.0,0.0,0.05,1.48,66.7,0.0,0.04,-0.05,0.1,0.0,0.989010989010989,0.989010989010989,0.989010989010989,3.4615384615384617,21.75824175824176,5.43956043956044,28.6,3.4615384615384617,0.0,4.945054945054945,33.3,-0.23,5.3
Federico Bonazzoli,Hellas Verona,26.0,FW,1016,11.3,0.2654867256637168,0.2566371681415929,2.39,48.1,0.11,0.11,0.0088495575221239,0.30088495575221236,0.35398230088495575,0.7086614173228346,0.6200787401574803,2.3031496062992125,1.1515748031496065,15.76771653543307,3.6318897637795273,50.0,1.062992125984252,1.7716535433070866,2.7460629921259843,35.3,-0.21,29.7
Federico Chiesa,Juventus,25.0,FW,2197,24.4,0.3278688524590164,0.22950819672131148,3.03,33.8,0.11,0.08,0.09836065573770494,0.49180327868852464,0.45081967213114754,2.212107419208011,1.843422849340009,2.867546654528903,4.547109695038689,26.340464269458355,5.325443786982248,36.8,3.891670459717797,1.6385980883022302,2.539827036868457,0.0,0.62,64.2
Felipe Anderson,Lazio,30.0,FW,2770,30.8,0.16233766233766234,0.14285714285714288,1.4,25.6,0.12,0.1,0.01948051948051947,0.29545454545454547,0.35714285714285715,1.364620938628159,1.624548736462094,4.093862815884477,3.509025270758123,24.10830324909747,3.0216606498194944,40.2,3.476534296028881,1.1696750902527075,4.516245487364621,48.4,0.11,81.0
Ferrán Torres,Barcelona,23.0,FW,1211,13.5,0.5185185185185185,0.4074074074074074,2.82,39.5,0.18,0.15,0.1111111111111111,0.5481481481481482,0.6666666666666666,1.9322873658133777,1.6350123864574733,3.2700247729149465,2.2295623451692816,22.9644921552436,4.161849710982659,41.7,1.7836498761354251,1.1890999174236168,2.972749793559042,26.7,1.16,35.4
Florian Thauvin,Udinese,30.0,FW,1710,19.0,0.21052631578947367,0.20526315789473684,2.47,29.8,0.09,0.08,0.005263157894736847,0.46315789473684216,0.42105263157894735,2.0,2.0526315789473686,3.631578947368421,3.789473684210526,20.26315789473684,4.315789473684211,38.9,4.7368421052631575,1.368421052631579,3.368421052631579,27.8,-0.39,50.0
Folarin Balogun,Monaco,22.0,FW,1692,18.8,0.3723404255319149,0.45212765957446804,3.35,41.3,0.11,0.14,-0.07978723404255318,0.6861702127659575,0.6382978723404255,1.3829787234042552,0.5851063829787234,1.595744680851064,1.8617021276595744,18.351063829787233,7.446808510638298,26.8,2.1808510638297873,1.8617021276595744,2.5531914893617023,19.5,0.24,55.3
Francesco Caputo,Empoli,35.0,FW,1268,14.1,0.14184397163120568,0.1843971631205674,1.56,40.9,0.09,0.12,-0.04255319148936171,0.29787234042553196,0.2127659574468085,0.7097791798107255,0.2129337539432176,1.277602523659306,0.4968454258675079,9.369085173501578,3.4779179810725553,50.0,0.7097791798107255,0.9936908517350158,1.3485804416403786,34.3,-0.65,37.1
Frank Magri,Toulouse,23.0,FW,1438,16.0,0.3125,0.19375,2.57,34.1,0.12,0.07,0.11875,0.2625,0.4375,0.8762169680111266,0.8136300417246176,2.127955493741307,1.94019471488178,16.39777468706537,3.9429763560500697,35.1,2.3157162726008345,1.439499304589708,3.9429763560500697,39.3,-0.14,47.0
Fraser Hornby,Darmstadt 98,23.0,FW,217,2.4,0.0,0.2916666666666667,4.15,20.0,0.0,0.07,-0.2916666666666667,0.5,0.0,1.6589861751152073,0.8294930875576036,0.8294930875576036,2.903225806451613,21.152073732718893,7.465437788018433,25.0,1.6589861751152073,0.4147465437788018,3.3179723502304146,45.8,-0.44,7.1
Fábio Silva,Wolves,21.0,FW,264,2.9,0.0,0.3448275862068966,2.39,42.9,0.0,0.15,-0.3448275862068966,0.37931034482758624,0.0,1.3636363636363638,0.0,3.409090909090909,1.7045454545454546,15.0,4.090909090909091,25.0,2.7272727272727275,1.3636363636363638,5.113636363636363,28.6,-1.38,7.7
Gabriel Jesus,Arsenal,26.0,FW,1478,16.4,0.24390243902439027,0.38414634146341464,3.35,34.5,0.07,0.12,-0.1402439024390244,0.5792682926829269,0.5487804878048781,1.7658998646820028,1.1569688768606226,2.557510148849797,2.313937753721245,28.741542625169146,8.464140730717187,46.7,4.566982408660352,1.9485791610284169,3.592692828146143,28.3,1.21,43.2
Gabriel Martinelli,Arsenal,22.0,FW,2019,22.4,0.26785714285714285,0.3035714285714286,2.59,34.5,0.1,0.12,-0.035714285714285705,0.5357142857142857,0.44642857142857145,2.050520059435364,1.4710252600297178,2.8974739970282313,5.661218424962852,37.62258543833581,8.7369985141159,35.1,5.081723625557206,1.0698365527488856,4.234769687964339,36.6,1.3,59.0
Gabriel Strefezza,Lecce,26.0,FW,1112,12.4,0.0,0.13709677419354838,2.19,18.5,0.0,0.06,-0.13709677419354838,0.30645161290322576,0.08064516129032258,1.618705035971223,1.618705035971223,4.370503597122302,2.7517985611510793,22.58093525179856,1.6996402877697845,42.9,2.83273381294964,2.994604316546763,4.127697841726619,22.2,-0.57,32.5
Gaetano Castrovilli,Fiorentina,26.0,FW,367,4.1,0.24390243902439027,0.07317073170731708,1.23,40.0,0.2,0.07,0.17073170731707318,0.09756097560975611,0.7317073170731708,1.7166212534059946,0.7356948228882834,2.9427792915531334,3.433242506811989,18.147138964577657,2.697547683923706,21.4,3.433242506811989,1.2261580381471389,4.168937329700272,60.0,0.4,10.7
Gaetano Oristanio,Cagliari,20.0,FW,1104,12.3,0.16260162601626016,0.14634146341463414,1.87,21.7,0.09,0.08,0.01626016260162601,0.2276422764227642,0.24390243902439024,1.2228260869565215,0.8967391304347825,2.119565217391304,2.0380434782608696,16.630434782608695,2.934782608695652,53.3,4.891304347826087,2.282608695652174,5.46195652173913,43.6,-0.42,32.3
Gaëtan Laborde,Nice,29.0,FW,1906,21.2,0.18867924528301888,0.28773584905660377,2.93,35.5,0.06,0.1,-0.0990566037735849,0.4669811320754717,0.33018867924528306,1.2749213011542495,1.2277019937040925,2.1720881427072403,1.5582371458551942,17.801678908709338,4.769150052465897,34.0,2.3609653725078696,0.3777544596012592,2.974816369359916,50.0,0.39,62.3
George Pușcaș,Genoa,27.0,FW,191,2.1,0.0,1.0,5.18,45.5,0.0,0.19,-1.0,1.0476190476190477,0.0,0.4712041884816754,0.4712041884816754,1.413612565445026,2.356020942408377,21.67539267015707,8.010471204188482,33.3,1.413612565445026,0.0,4.2408376963350785,60.0,0.85,5.6
Georges Mikautadze,Metz,22.0,FW,1747,19.4,0.5154639175257733,0.3711340206185567,2.83,43.6,0.18,0.13,0.1443298969072165,0.5412371134020619,0.8762886597938145,1.081854607899256,0.6697195191757298,2.6273611906124787,2.678878076702919,15.661133371493989,4.018317115054379,42.9,5.048654836863195,1.3394390383514596,3.554665140240412,23.3,-0.64,57.1
Gerard Moreno,Villarreal,31.0,FW,2215,24.6,0.3252032520325203,0.29674796747967475,2.44,30.0,0.13,0.12,0.028455284552845534,0.58130081300813,0.6504065040650406,2.1534988713318284,1.747178329571106,6.297968397291196,1.9503386004514671,22.67268623024831,5.07900677200903,51.2,3.4130925507900676,1.544018058690745,3.5349887133182847,49.1,-0.08,64.8
Giacomo Raspadori,Napoli,23.0,FW,1584,17.6,0.28409090909090906,0.2556818181818182,3.41,40.0,0.08,0.07,0.028409090909090908,0.5056818181818181,0.45454545454545453,2.0454545454545454,0.8522727272727273,3.068181818181818,1.6477272727272727,25.511363636363637,5.113636363636363,46.7,1.7045454545454546,1.0795454545454544,3.011363636363636,28.0,0.65,46.3
Gianluca Lapadula,Cagliari,33.0,FW,1205,13.4,0.14925373134328357,0.3059701492537313,2.54,29.4,0.06,0.12,-0.15671641791044774,0.4104477611940298,0.29850746268656714,1.4190871369294604,0.2240663900414937,0.2987551867219917,0.5975103734439834,10.8298755186722,5.004149377593361,44.4,0.6721991701244814,1.3443983402489628,2.016597510373444,40.4,-0.31,35.2
Gianluca Scamacca,Atalanta,24.0,FW,1453,16.1,0.7453416149068323,0.40372670807453415,3.72,43.3,0.2,0.11,0.3416149068322981,0.49689440993788814,1.1180124223602483,2.0440467997247076,0.8671713695801789,2.5395732966276667,1.3626978664831384,21.059876118375776,5.760495526496903,48.4,1.9201651754989677,1.734342739160358,1.9821059876118376,38.2,0.58,42.5
Gift Orban,Lyon,21.0,FW,474,5.3,0.18867924528301888,0.2075471698113208,1.52,25.0,0.13,0.14,-0.018867924528301903,0.24528301886792456,0.18867924528301888,0.0,0.3797468354430379,1.139240506329114,1.5189873417721518,15.189873417721518,4.746835443037975,38.5,2.468354430379747,1.8987341772151896,2.6582278481012658,16.7,0.13,15.5
Gio Reyna,Nott'ham Forest,20.0,FW,515,2.6,0.0,0.11538461538461538,2.24,32.5,0.0,0.06,-0.11538461538461538,0.2692307692307692,0.3846153846153846,1.2233009708737863,0.3495145631067961,2.0970873786407767,0.5242718446601942,14.679611650485436,2.0970873786407767,52.7,1.2233009708737863,0.3495145631067961,2.4466019417475726,44.099999999999994,0.63,8.05
Giovanni Simeone,Napoli,28.0,FW,800,8.9,0.11235955056179775,0.38202247191011235,3.94,34.3,0.03,0.1,-0.2696629213483146,0.47191011235955055,0.11235955056179775,1.0125,0.5625,1.4625,1.2375,17.8875,6.300000000000001,50.0,1.125,1.4625,2.3625,48.8,0.79,23.4
Giuliano Simeone,Alavés,20.0,FW,630,7.0,0.14285714285714285,0.2285714285714286,2.0,14.3,0.07,0.12,-0.08571428571428573,0.5142857142857142,0.42857142857142855,1.5714285714285714,1.7142857142857144,3.428571428571429,3.571428571428571,19.571428571428573,3.857142857142857,40.9,3.142857142857143,0.8571428571428572,5.285714285714286,16.7,0.7,18.4
Giuseppe Caso,Frosinone,24.0,FW,417,4.6,0.0,0.06521739130434782,1.51,57.1,0.0,0.04,-0.06521739130434782,0.10869565217391305,0.0,0.6474820143884893,1.7266187050359711,4.316546762589928,3.237410071942446,25.899280575539567,2.805755395683453,41.7,7.769784172661871,3.0215827338129495,2.805755395683453,0.0,-0.39,12.2
Gonçalo Guedes,Villarreal,26.0,FW,951,10.6,0.2830188679245283,0.21698113207547168,2.46,30.8,0.12,0.09,0.06603773584905662,0.32075471698113206,0.4716981132075472,1.7981072555205049,2.176656151419558,4.73186119873817,3.5962145110410098,23.470031545741325,3.9747634069400632,66.7,1.419558359621451,1.5141955835962144,2.744479495268139,16.7,-0.02,27.8
Gonçalo Paciência,Bochum,28.0,FW,650,7.2,0.41666666666666663,0.41666666666666663,5.26,31.6,0.08,0.08,0.0,0.5,0.5555555555555556,1.2461538461538462,0.9692307692307692,2.9076923076923076,1.2461538461538462,19.52307692307692,5.1230769230769235,44.4,3.7384615384615385,3.046153846153846,4.015384615384615,37.0,-0.25,21.2
Gonçalo Ramos,Paris S-G,22.0,FW,1419,15.8,0.6329113924050632,0.6455696202531644,3.42,37.0,0.19,0.19,-0.01265822784810122,0.7911392405063291,0.7594936708860759,0.9513742071881608,0.5708245243128964,1.839323467230444,0.6976744186046512,17.88583509513742,5.898520084566597,38.1,1.331923890063425,1.3953488372093024,2.7906976744186047,56.6,0.91,46.4
Gorka Guruzeta,Athletic Club,26.0,FW,2217,24.6,0.5691056910569106,0.43902439024390244,2.56,44.4,0.22,0.17,0.1300813008130081,0.5447154471544715,0.7723577235772358,1.0960757780784844,0.5683355886332883,2.232746955345061,0.7307171853856562,16.197564276048713,4.465493910690122,57.6,1.3396481732070369,0.9336941813261164,3.1664411366711773,43.5,0.59,64.8
Grejohn Kyei,Clermont Foot,27.0,FW,1026,11.4,0.08771929824561403,0.3596491228070175,2.63,23.3,0.03,0.14,-0.27192982456140347,0.5263157894736842,0.2631578947368421,1.0526315789473684,1.0526315789473684,2.631578947368421,1.0526315789473684,16.228070175438596,5.0,33.3,2.631578947368421,0.9649122807017544,1.7543859649122806,49.1,-0.18,33.5
Grégoire Defrel,Sassuolo,32.0,FW,757,8.4,0.11904761904761904,0.11904761904761904,1.43,25.0,0.08,0.08,0.0,0.25,0.35714285714285715,0.95112285336856,0.35667107001321,2.0211360634081905,0.8322324966974901,14.861294583883751,2.2589167767503304,30.8,1.5455746367239105,0.95112285336856,3.5667107001321003,22.2,-0.52,22.1
Gustav Isaksen,Lazio,22.0,FW,1074,11.9,0.25210084033613445,0.13445378151260504,1.93,39.1,0.13,0.07,0.1176470588235294,0.3025210084033613,0.3361344537815126,1.5921787709497206,0.9217877094972068,1.7597765363128492,3.016759776536313,21.201117318435756,4.273743016759776,34.9,3.6033519553072626,2.011173184357542,3.4357541899441344,36.4,0.02,31.4
Harry Kane,Bayern Munich,30.0,FW,2839,31.5,0.9841269841269841,0.8476190476190476,4.47,43.3,0.22,0.19,0.13650793650793652,1.1587301587301588,1.3968253968253967,0.9827404015498414,1.299753434307855,3.2335329341317363,1.1412469179288482,17.150405072208525,5.706234589644241,40.7,1.8703768932722789,1.2363508277562525,1.7435716801690735,46.9,1.66,92.8
Harry Wilson,Fulham,26.0,FW,1620,18.0,0.2222222222222222,0.18888888888888888,2.22,32.5,0.1,0.08,0.03333333333333334,0.33888888888888885,0.5555555555555556,1.2222222222222223,1.4444444444444446,3.333333333333333,2.2777777777777777,20.61111111111111,2.9444444444444446,44.1,1.8888888888888888,2.2222222222222223,4.333333333333333,45.5,-0.64,47.4
Harvey Barnes,Newcastle Utd,25.0,FW,802,8.9,0.5617977528089887,0.4044943820224719,3.03,44.4,0.19,0.13,0.15730337078651685,0.6179775280898876,0.898876404494382,1.458852867830424,1.9077306733167083,3.8154613466334166,5.049875311720698,22.443890274314217,6.733167082294265,28.0,2.8054862842892767,2.3566084788029924,4.825436408977556,33.3,1.07,23.5
Hugo Duro,Valencia,23.0,FW,2976,33.1,0.39274924471299094,0.3474320241691843,2.0,43.9,0.2,0.17,0.045317220543806644,0.3655589123867069,0.45317220543806647,0.4233870967741935,0.1209677419354838,1.028225806451613,0.8165322580645162,12.641129032258064,3.719758064516129,31.7,1.2399193548387095,2.872983870967742,2.4495967741935485,31.7,0.01,87.0
Hugo Ekitike,Paris S-G,21.0,FW,725,0.1,40.0,0.0,1.885,30.0,0.13,0.08,40.0,0.0,60.0,0.1241379310344827,0.1241379310344827,0.1241379310344827,0.0,1.2413793103448276,0.2482758620689654,46.2,0.0,0.0,0.0,34.1,1.09,11.85
Hwang Hee-chan,Wolves,27.0,FW,2119,23.5,0.46808510638297873,0.2936170212765958,1.87,38.6,0.25,0.16,0.17446808510638295,0.451063829787234,0.6382978723404256,0.7220386974988202,0.2973100519112789,1.5714959886739028,1.5714959886739028,14.61066540821142,4.374705049551675,52.2,2.930627654554035,1.3591316658801322,3.1854648419065597,13.7,-0.43,62.0
Hákon Arnar Haraldsson,Lille,20.0,FW,1284,14.3,0.13986013986013984,0.055944055944055944,0.84,50.0,0.17,0.06,0.0839160839160839,0.16783216783216784,0.13986013986013984,1.0514018691588785,0.7710280373831775,3.364485981308411,1.7523364485981308,16.822429906542055,2.663551401869159,41.7,2.5233644859813085,1.9626168224299063,3.364485981308411,11.1,0.04,42.0
Iago Aspas,Celta Vigo,35.0,FW,2707,30.1,0.19933554817275748,0.24916943521594684,2.46,31.1,0.08,0.1,-0.04983388704318937,0.6910299003322259,0.6312292358803986,2.992242334687847,1.828592537864795,5.352789065386036,2.7927595123753233,27.12966383450314,4.554857776135944,61.7,1.5626154414480975,1.9615810860731435,3.2914665681566313,18.9,0.06,79.2
Ibrahim Cissoko,Toulouse,20.0,FW,241,2.7,0.37037037037037035,0.2962962962962963,2.99,50.0,0.13,0.1,0.07407407407407406,0.5555555555555555,0.7407407407407407,2.240663900414938,3.3609958506224067,4.481327800829876,7.842323651452282,38.838174273858925,10.08298755186722,56.7,11.203319502074688,2.240663900414938,5.975103734439834,0.0,0.0,7.9
Ibrahim Salah,Rennes,21.0,FW,524,5.8,0.6896551724137931,0.5344827586206897,2.92,52.9,0.24,0.19,0.15517241379310343,0.7413793103448276,0.8620689655172414,0.8587786259541985,1.202290076335878,3.0916030534351147,2.5763358778625953,27.30916030534351,3.0916030534351147,37.9,4.980916030534352,1.717557251908397,6.526717557251908,36.4,0.71,17.1
Ibrahima Koné,Lorient,24.0,FW,309,0.4,0.0,0.0,0.65,50.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.2912621359223301,0.2912621359223301,61.2,-1.78,4.55
Ignatius Ganago,Nantes,24.0,FW,184,2.0,0.0,0.2,2.93,0.0,0.0,0.07,-0.2,0.45,0.0,1.9565217391304348,1.467391304347826,2.4456521739130435,3.423913043478261,24.945652173913043,4.891304347826087,0.0,0.4891304347826087,2.934782608695652,3.9130434782608696,45.5,0.17,6.0
Ihlas Bebou,Hoffenheim,29.0,FW,1636,18.2,0.38461538461538464,0.2692307692307693,2.09,36.8,0.18,0.13,0.11538461538461536,0.4340659340659341,0.6593406593406593,0.8251833740831296,0.8251833740831296,2.0904645476772616,2.3105134474327627,21.619804400978,4.180929095354523,41.3,3.465770171149144,1.155256723716381,3.3007334963325183,41.6,-0.37,53.5
Iliman Ndiaye,Marseille,23.0,FW,1618,18.0,0.16666666666666666,0.25,1.95,25.7,0.09,0.13,-0.08333333333333333,0.41111111111111115,0.3333333333333333,1.223733003708282,0.8343634116192831,3.4487021013597032,2.8368355995055623,22.86155747836835,4.060568603213844,55.7,4.3943139678615575,1.446229913473424,5.896168108776267,38.9,0.4,52.9
Isaac Romero,Sevilla,23.0,FW,1039,11.5,0.34782608695652173,0.6347826086956522,3.64,40.5,0.1,0.17,-0.28695652173913044,0.7217391304347827,0.6956521739130435,0.9528392685274302,0.7795957651588065,1.3859480269489894,2.685274302213667,17.49759384023099,5.457170356111646,41.9,2.685274302213667,1.4725697786333012,3.118383060635226,45.7,-0.24,30.4
Isaac Success,Udinese,27.0,FW,880,9.8,0.1020408163265306,0.19387755102040813,1.84,22.2,0.06,0.11,-0.09183673469387754,0.336734693877551,0.2040816326530612,1.125,0.409090909090909,1.7386363636363635,1.534090909090909,15.443181818181818,2.8636363636363633,50.0,4.090909090909091,3.477272727272727,2.4545454545454546,46.6,0.05,25.7
