Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MainPos,MP,Starts,Min,90s,CrdY,CrdR,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Blocks,Int,Tkl+Int,Clr,Err,Won,Lost_misc,Won%,Cmp,Att_passing,Cmp%,TotDist,PrgDist,PrgP,PrgP_passing,KP,1/3,PPA,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Carries,PrgC,PrgDist_possession,Ast,xAG,xA,A-xAG,Recov,Fls,Fld,Min%,Compl,Subs,PPM,onG,onGA,+/-,+/-90,Rk_per_90,CrdY_per_90,CrdR_per_90,Tkl_per_90,TklW_per_90,Def 3rd_per_90,Mid 3rd_per_90,Att 3rd_per_90,Tkl%_per_90,Blocks_per_90,Int_per_90,Tkl+Int_per_90,Clr_per_90,Err_per_90,Won_per_90,Lost_misc_per_90,Won%_per_90,Cmp_per_90,Att_passing_per_90,Cmp%_per_90,TotDist_per_90,PrgDist_per_90,PrgP_per_90,PrgP_passing_per_90,KP_per_90,1/3_per_90,PPA_per_90,Touches_per_90,Def Pen_per_90,Def 3rd_possession_per_90,Mid 3rd_possession_per_90,Carries_per_90,PrgC_per_90,PrgDist_possession_per_90,Ast_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Recov_per_90,Fls_per_90,Fld_per_90,Min%_per_90,Compl_per_90,Subs_per_90,PPM_per_90,onG_per_90,onGA_per_90,+/-_per_90,+/-90_per_90
2665,Emanuele Valeri,it ITA,DF,Frosinone,it Serie A,24.0,1998.0,DF,16,14,1178,13.1,3,0,19,16,10,5,4,47.6,14,9,28,22,0,9.0,9.0,50.0,341,560,60.9,5852,2970,41,41,23,32,13,702,42,174,275,285,38,1000,1,2.4,1.6,-1.4,62.0,12.0,8.0,34.4,12.0,2.0,0.75,11.0,22.0,-11.0,-0.84,203.60780984719864,0.22920203735144315,0.0,1.4516129032258065,1.2224108658743633,0.7640067911714771,0.38200339558573854,0.30560271646859083,3.6366723259762312,1.0696095076400678,0.6876061120543294,2.1392190152801356,1.6808149405772495,0.0,0.6876061120543294,0.6876061120543294,3.8200339558573853,26.05263157894737,42.78438030560272,4.652801358234295,447.0967741935484,226.9100169779287,3.132427843803056,3.132427843803056,1.7572156196943973,2.4448217317487266,0.9932088285229203,53.63327674023769,3.208828522920204,13.293718166383702,21.01018675721562,21.774193548387096,2.903225806451613,76.4006791171477,0.07640067911714771,0.18336162988115448,0.12224108658743633,-0.10696095076400679,4.7368421052631575,0.9168081494057726,0.6112054329371817,2.628183361629881,0.9168081494057726,0.15280135823429541,0.05730050933786079,0.8404074702886247,1.6808149405772495,-0.8404074702886247,-0.06417657045840407
816,Emerson,br BRA,DF,Tottenham,eng Premier League,24.0,1999.0,DF,22,11,1161,12.9,4,0,36,24,23,10,3,48.8,23,20,56,50,1,15.0,21.0,41.7,937,1038,90.3,13652,3714,57,57,3,42,7,1220,103,462,517,686,21,1292,0,0.4,0.9,-0.4,82.0,14.0,38.0,33.9,8.0,11.0,1.64,22.0,31.0,-9.0,-0.7,63.25581395348837,0.31007751937984496,0.0,2.7906976744186047,1.8604651162790697,1.7829457364341086,0.7751937984496124,0.23255813953488372,3.7829457364341086,1.7829457364341086,1.550387596899225,4.341085271317829,3.8759689922480622,0.07751937984496124,1.1627906976744184,1.6279069767441858,3.2325581395348837,72.63565891472868,80.46511627906976,7.0,1058.2945736434108,287.90697674418607,4.4186046511627906,4.4186046511627906,0.23255813953488372,3.2558139534883717,0.5426356589147286,94.57364341085272,7.984496124031008,35.81395348837209,40.07751937984496,53.178294573643406,1.6279069767441858,100.15503875968992,0.0,0.0310077519379845,0.06976744186046512,-0.0310077519379845,6.356589147286822,1.0852713178294573,2.945736434108527,2.627906976744186,0.6201550387596899,0.8527131782945736,0.12713178294573643,1.7054263565891472,2.4031007751937983,-0.6976744186046512,-0.05426356589147287
2025,Emerson Palmieri,it ITA,DF,West Ham,eng Premier League,28.0,1994.0,DF,36,35,3137,34.9,10,0,106,68,48,42,16,63.3,47,43,149,96,0,25.0,23.0,52.1,1421,1745,81.4,19356,7676,125,125,25,89,22,2168,168,679,988,1057,59,2790,2,2.4,2.1,-0.4,142.0,32.0,33.0,91.7,29.0,1.0,1.42,58.0,67.0,-9.0,-0.26,58.09690787376474,0.2868983104877271,0.0,3.0411220911699077,1.9509085113165443,1.3771118903410902,1.204972904048454,0.45903729678036337,1.8160663053873125,1.3484220592923175,1.2336627350972267,4.274784826267134,2.7542237806821803,0.0,0.7172457762193178,0.6598661141217724,1.4947401976410586,40.768249920306026,50.06375518010838,2.335352247370099,555.3203697800446,220.22314313037936,3.5862288810965888,3.5862288810965888,0.7172457762193178,2.5533949633407715,0.6311762830729997,62.19955371373924,4.819891616193816,19.480395282116675,28.34555307618744,30.325151418552757,1.69270003187759,80.04462862607586,0.05737966209754542,0.0688555945170545,0.0602486452024227,-0.011475932419509087,4.073956008925725,0.9180745935607267,0.9467644246094995,2.6308575071724576,0.8320051004144086,0.02868983104877271,0.04073956008925725,1.6640102008288171,1.9222186802677717,-0.2582084794389544,-0.007459356072680905
1152,Emil Holm,se SWE,DF,Atalanta,it Serie A,23.0,2000.0,DF,22,12,947,10.5,5,0,28,19,17,9,2,44.4,25,7,35,25,0,28.0,24.0,53.8,304,457,66.5,4675,1618,27,27,4,18,8,635,33,161,249,290,28,1000,1,0.8,1.0,0.2,57.0,14.0,21.0,27.7,2.0,10.0,1.86,23.0,12.0,11.0,1.05,109.48257655755016,0.47518479408658926,0.0,2.6610348468848994,1.8057022175290391,1.6156282998944034,0.8553326293558606,0.1900739176346357,4.2196409714889125,2.375923970432946,0.6652587117212249,3.3262935586061246,2.375923970432946,0.0,2.6610348468848994,2.2808870116156283,5.1129883843717,28.891235480464626,43.431890179514255,6.3199577613516364,444.29778247096095,153.76979936642027,2.5659978880675816,2.5659978880675816,0.3801478352692714,1.7106652587117213,0.7602956705385427,60.34846884899684,3.136219640971489,15.300950369588172,23.664202745512146,27.56071805702218,2.6610348468848994,95.03695881731784,0.09503695881731784,0.07602956705385429,0.09503695881731784,0.019007391763463572,5.417106652587117,1.3305174234424497,1.995776135163675,2.6325237592397044,0.1900739176346357,0.9503695881731785,0.17676874340021118,2.1858500527983105,1.1404435058078142,1.0454065469904963,0.09978880675818375
1381,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,28.0,1994.0,DF,17,8,913,10.1,2,0,21,14,10,7,4,48.0,8,9,30,21,0,13.0,15.0,46.4,488,580,84.1,7498,2971,29,29,9,26,13,661,48,279,241,358,12,720,0,1.0,0.8,-1.0,44.0,10.0,7.0,26.7,8.0,9.0,1.71,26.0,15.0,11.0,1.08,136.13362541073386,0.19715224534501644,0.0,2.0700985761226725,1.380065717415115,0.9857612267250822,0.6900328587075575,0.39430449069003287,4.731653888280394,0.7886089813800657,0.887185104052574,2.9572836801752467,2.0700985761226725,0.0,1.2814895947426068,1.4786418400876233,4.573932092004381,48.105147864184005,57.17415115005476,8.29025191675794,739.1237677984666,292.8696604600219,2.8587075575027385,2.8587075575027385,0.887185104052574,2.5629791894852136,1.2814895947426068,65.15881708652793,4.731653888280394,27.50273822562979,23.756845564074478,35.29025191675794,1.1829134720700984,70.97480832420592,0.0,0.09857612267250822,0.07886089813800658,-0.09857612267250822,4.337349397590362,0.9857612267250822,0.6900328587075575,2.6319824753559695,0.7886089813800657,0.887185104052574,0.16856516976998903,2.5629791894852136,1.4786418400876233,1.0843373493975905,0.10646221248630887
1301,Emir Karic,at AUT,DF,Darmstadt 98,de Bundesliga,26.0,1997.0,DF,27,18,1783,19.8,4,0,45,27,23,14,8,63.6,42,13,58,43,0,21.0,16.0,56.8,953,1210,78.8,15725,6219,115,115,21,89,27,1407,69,389,689,697,56,2268,0,1.3,1.9,-1.3,76.0,17.0,7.0,58.3,12.0,9.0,0.37,15.0,56.0,-41.0,-2.07,65.67021873247336,0.20190689848569826,0.0,2.2714526079641053,1.3628715647784633,1.1609646662927648,0.7066741446999439,0.4038137969713965,3.210319685922603,2.1200224340998317,0.6561974200785193,2.927650028042625,2.170499158721256,0.0,1.0600112170499159,0.807627593942793,2.8670779584969153,48.10431856421761,61.076836791923725,3.9775659001682557,793.7464946719014,313.9147504206394,5.804823331463825,5.804823331463825,1.0600112170499159,4.492428491306786,1.3628715647784633,71.02075154234437,3.4828939988782954,19.635445877734156,34.77846326416153,35.18227706113292,2.8266965787997758,114.48121144139091,0.0,0.06561974200785194,0.09590577678070668,-0.06561974200785194,3.836231071228267,0.8581043185642176,0.35333707234997197,2.942793045429052,0.6057206954570947,0.45429052159282113,0.018676388109927087,0.7571508693213684,2.8266965787997758,-2.0695457094784073,-0.10448681996634884
31,Emmanuel Agbadou,ci CIV,DF,Reims,fr Ligue 1,26.0,1997.0,DF,32,29,2596,28.8,1,0,65,41,38,23,4,68.8,47,55,120,116,1,45.0,32.0,58.4,1599,1838,87.0,32774,10984,179,179,12,172,5,2198,237,820,1233,1582,42,5460,1,1.5,1.6,-0.5,217.0,31.0,10.0,84.8,27.0,3.0,1.47,36.0,39.0,-3.0,-0.1,1.0747303543913713,0.03466872110939908,0.0,2.25346687211094,1.4214175654853622,1.3174114021571648,0.7973805855161787,0.13867488443759632,2.385208012326656,1.6294298921417565,1.906779661016949,4.160246533127889,4.021571648690292,0.03466872110939908,1.5600924499229583,1.1093990755007705,2.0246533127889057,55.43528505392912,63.7211093990755,3.0161787365177193,1136.2326656394453,380.8012326656395,6.205701078582434,6.205701078582434,0.41602465331278893,5.963020030816642,0.17334360554699538,76.20184899845917,8.216486902927581,28.428351309707242,42.74653312788906,54.84591679506934,1.456086286594761,189.29121725731898,0.03466872110939908,0.052003081664098616,0.05546995377503852,-0.01733436055469954,7.5231124807395995,1.0747303543913713,0.34668721109399075,2.9399075500770415,0.9360554699537751,0.10400616332819723,0.050963020030816646,1.2480739599383668,1.352080123266564,-0.10400616332819723,-0.0034668721109399076
1078,Emmanuel Gyasi,gh GHA,"DF,FW",Empoli,it Serie A,29.0,1994.0,DF,33,21,1879,20.9,8,0,34,17,18,13,3,46.9,30,5,39,27,1,17.0,37.0,31.5,412,550,74.9,5864,1972,41,41,10,22,14,739,49,187,351,398,15,639,2,1.5,1.0,0.5,90.0,40.0,21.0,54.9,13.0,12.0,0.97,17.0,25.0,-8.0,-0.38,51.633847791378386,0.3831825439063331,0.0,1.628525811601916,0.814262905800958,0.8621607237892496,0.6226716338477913,0.14369345396487493,2.246407663650878,1.4369345396487492,0.2394890899414582,1.8680149015433742,1.2932410856838743,0.04789781798829164,0.814262905800958,1.772219265566791,1.5087812666311868,19.733901011176158,26.343799893560405,3.5875465673230447,280.8728046833422,94.45449707291111,1.9638105375199575,1.9638105375199575,0.4789781798829164,1.0537519957424162,0.670569451836083,35.39648749334753,2.3469930814262905,8.956891963810538,16.812134113890366,19.063331559340075,0.7184672698243746,30.606705694518364,0.09579563597658328,0.07184672698243746,0.04789781798829164,0.02394890899414582,4.310803618946248,1.9159127195316656,1.0058541777541246,2.6295902075572113,0.6226716338477913,0.5747738158594997,0.046460883448642895,0.814262905800958,1.197445449707291,-0.3831825439063331,-0.018201170835550826
2562,Enzo Tchato,cm CMR,DF,Montpellier,fr Ligue 1,20.0,2002.0,DF,17,11,1125,12.5,2,0,26,17,18,4,4,44.0,20,11,37,25,0,10.0,11.0,47.6,478,639,74.8,8024,3281,46,46,7,45,15,741,39,222,332,462,26,1543,0,0.3,0.8,-0.3,42.0,15.0,5.0,36.8,8.0,6.0,1.41,16.0,18.0,-2.0,-0.16,204.96,0.16,0.0,2.08,1.36,1.44,0.32,0.32,3.52,1.6,0.88,2.9600000000000004,2.0,0.0,0.8,0.88,3.8080000000000003,38.239999999999995,51.12,5.984,641.92,262.48,3.68,3.68,0.5599999999999999,3.6,1.2000000000000002,59.279999999999994,3.1199999999999997,17.76,26.56,36.96,2.08,123.44000000000001,0.0,0.024,0.064,-0.024,3.3600000000000003,1.2000000000000002,0.4,2.9439999999999995,0.64,0.48,0.1128,1.28,1.44,-0.16,-0.012799999999999999
560,Eray Cömert,ch SUI,DF,Nantes,fr Ligue 1,25.0,1998.0,DF,25,23,1995,22.2,5,0,42,28,28,13,1,73.7,35,36,78,77,1,14.0,27.0,34.1,941,1064,88.4,18882,6076,57,57,4,57,4,1280,204,680,581,910,7,2354,0,0.2,0.4,-0.2,99.0,26.0,26.0,65.2,18.0,2.0,1.04,21.0,32.0,-11.0,-0.5,25.263157894736842,0.22556390977443608,0.0,1.894736842105263,1.263157894736842,1.263157894736842,0.5864661654135338,0.045112781954887216,3.324812030075188,1.5789473684210527,1.62406015037594,3.518796992481203,3.473684210526316,0.045112781954887216,0.631578947368421,1.218045112781955,1.5383458646616543,42.45112781954887,48.0,3.98796992481203,851.8195488721806,274.10526315789474,2.571428571428571,2.571428571428571,0.18045112781954886,2.571428571428571,0.18045112781954886,57.744360902255636,9.203007518796992,30.676691729323306,26.210526315789476,41.05263157894736,0.3157894736842105,106.19548872180451,0.0,0.009022556390977444,0.01804511278195489,-0.009022556390977444,4.466165413533835,1.1729323308270676,1.1729323308270676,2.941353383458647,0.81203007518797,0.09022556390977443,0.04691729323308271,0.9473684210526315,1.443609022556391,-0.4962406015037594,-0.022556390977443608
1651,Erhan Mašović,rs SRB,"DF,MF",Bochum,de Bundesliga,24.0,1998.0,DF,29,24,2219,24.7,7,0,64,40,37,22,5,52.9,32,25,89,75,2,35.0,53.0,39.8,570,732,77.9,10260,3003,47,47,4,43,5,1012,101,421,495,402,15,967,0,0.3,0.8,-0.3,117.0,22.0,15.0,72.5,21.0,5.0,1.0,25.0,53.0,-28.0,-1.14,66.96259576385759,0.28391167192429023,0.0,2.5957638575935107,1.6223524109959442,1.5006759801712484,0.8922938260477693,0.20279405137449302,2.1455610635421363,1.2978819287967553,1.0139702568724651,3.609734114465976,3.0419107706173953,0.08111762054979721,1.419558359621451,2.149616944569626,1.6142406489409642,23.1185218566922,29.689049121225775,3.1595313204146014,416.1333934204597,121.7981072555205,1.9062640829202344,1.9062640829202344,0.16223524109959442,1.74402884182064,0.20279405137449302,41.04551599819739,4.096439837764758,17.075259125732313,20.07661108607481,16.30464173050924,0.6083821541234791,39.22036953582695,0.0,0.01216764308246958,0.03244704821991888,-0.01216764308246958,4.745380802163137,0.8922938260477693,0.6083821541234791,2.940513744930149,0.8517350157728707,0.20279405137449302,0.040558810274898605,1.0139702568724651,2.149616944569626,-1.135646687697161,-0.0462370437133844
185,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,29.0,1994.0,DF,10,9,839,9.3,4,0,5,3,4,1,0,100.0,8,9,14,38,2,15.0,7.0,68.2,337,385,87.5,6283,2551,18,18,0,12,1,459,79,282,175,243,3,816,0,0.0,0.0,0.0,51.0,6.0,5.0,24.5,8.0,1.0,2.0,24.0,18.0,6.0,0.64,19.845053635280095,0.42908224076281287,0.0,0.5363528009535161,0.3218116805721096,0.42908224076281287,0.10727056019070322,0.0,10.727056019070321,0.8581644815256257,0.965435041716329,1.5017878426698452,4.076281287246722,0.21454112038140644,1.6090584028605484,0.7508939213349226,7.31585220500596,36.150178784266984,41.29916567342074,9.386174016686532,673.9809296781883,273.64719904648393,1.930870083432658,1.930870083432658,0.0,1.2872467222884385,0.10727056019070322,49.23718712753278,8.474374255065554,30.25029797377831,18.772348033373063,26.06674612634088,0.3218116805721096,87.53277711561383,0.0,0.0,0.0,0.0,5.470798569725864,0.6436233611442193,0.5363528009535161,2.628128724672229,0.8581644815256257,0.10727056019070322,0.21454112038140644,2.574493444576877,1.930870083432658,0.6436233611442193,0.06865315852205006
711,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,29.0,1994.0,DF,19,14,1367,2.2,1,0,2,1,2,0,0,100.0,3,2,4,12,0,3.0,5.0,53.45,125,141,89.95,2070,1037,3,3,0,3,0,164,38,106,57,97,0,119,0,0.0,0.0,0.0,7.0,0.0,1.0,22.0,1.0,3.0,1.685,1.0,8.0,-7.0,-0.985,46.810534016093634,0.06583760058522312,0.0,0.13167520117044623,0.06583760058522312,0.13167520117044623,0.0,0.0,6.583760058522311,0.19751280175566935,0.13167520117044623,0.26335040234089246,0.7900512070226774,0.0,0.19751280175566935,0.32918800292611555,3.519019751280176,8.22970007315289,9.28310168251646,5.92209217264082,136.28383321141186,68.27359180687637,0.19751280175566935,0.19751280175566935,0.0,0.19751280175566935,0.0,10.79736649597659,2.5018288222384784,6.97878566203365,3.7527432333577178,6.386247256766642,0.0,7.83467446964155,0.0,0.0,0.0,0.0,0.46086320409656184,0.0,0.06583760058522312,1.4484272128749085,0.06583760058522312,0.19751280175566935,0.11093635698610095,0.06583760058522312,0.5267008046817849,-0.46086320409656184,-0.06485003657644477
940,Eric García,es ESP,DF,Girona,es La Liga,22.0,2001.0,DF,32,30,2694,29.3,5,0,55,37,34,18,3,69.4,36,30,85,79,2,49.0,37.0,78.5,2064,2306,92.65,37231,14739,221,221,10,223,17,2567,180,972,1378,1604,45,4670,0,0.5,1.1,-0.5,128.0,24.0,26.0,39.4,26.0,0.0,2.5149999999999997,70.0,40.0,30.0,2.88,31.403118040089087,0.16703786191536749,0.0,1.8374164810690423,1.2360801781737194,1.135857461024499,0.6013363028953229,0.10022271714922049,2.318485523385301,1.2026726057906458,1.0022271714922049,2.839643652561247,2.6391982182628064,0.06681514476614699,1.6369710467706013,1.2360801781737194,2.6224944320712695,68.9532293986637,77.03786191536749,3.0952115812917596,1243.7973273942093,492.3942093541202,7.383073496659242,7.383073496659242,0.33407572383073497,7.449888641425391,0.5679287305122495,85.75723830734967,6.01336302895323,32.47216035634744,46.03563474387528,53.58574610244989,1.5033407572383075,156.01336302895322,0.0,0.016703786191536747,0.036748329621380846,-0.016703786191536747,4.276169265033407,0.8017817371937639,0.8685968819599108,1.3162583518930957,0.8685968819599108,0.0,0.08402004454342983,2.338530066815145,1.3363028953229399,1.0022271714922049,0.09621380846325167
2129,Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,30.0,1993.0,DF,29,28,2521,28.0,1,0,35,23,22,13,0,45.0,40,43,78,170,3,113.0,51.0,68.9,1192,1432,83.2,22546,7516,61,61,4,76,5,1768,303,1001,661,922,11,3160,0,1.0,0.8,-1.0,131.0,4.0,11.0,73.7,28.0,1.0,1.21,44.0,46.0,-2.0,-0.07,76.00555335184451,0.03570011900039667,0.0,1.2495041650138834,0.8211027370091233,0.7854026180087268,0.46410154700515666,0.0,1.6065053550178503,1.4280047600158665,1.5351051170170567,2.78460928203094,6.069020230067434,0.10710035700119,4.034113447044823,1.82070606902023,2.459738199127331,42.55454184847283,51.12257040856803,2.9702499008330028,804.8948829829432,268.32209440698136,2.177707259024197,2.177707259024197,0.14280047600158668,2.713209044030147,0.17850059500198331,63.11781039270131,10.81713605712019,35.735819119397064,23.597778659262197,32.915509718365726,0.3927013090043634,112.81237604125346,0.0,0.03570011900039667,0.028560095200317333,-0.03570011900039667,4.676715589051963,0.14280047600158668,0.3927013090043634,2.6310987703292343,0.9996033320111066,0.03570011900039667,0.04319714399047997,1.5708052360174536,1.6422054740182466,-0.07140023800079334,-0.002499008330027767
2803,Etienne Youte Kinkoue,fr FRA,DF,Le Havre,fr Ligue 1,21.0,2002.0,DF,22,22,1941,21.6,1,0,15,9,13,2,0,63.6,21,44,59,104,0,30.0,12.0,71.4,833,962,86.6,16457,5709,31,31,3,41,0,1172,228,658,491,793,12,1886,0,0.1,0.2,-0.1,76.0,11.0,5.0,63.4,20.0,0.0,0.91,20.0,29.0,-9.0,-0.42,129.96908809891806,0.04636785162287481,0.0,0.6955177743431221,0.41731066460587324,0.6027820710973725,0.09273570324574962,0.0,2.948995363214838,0.973724884080371,2.0401854714064918,2.7357032457496135,4.82225656877898,0.0,1.3910355486862442,0.5564142194744977,3.3106646058732614,38.624420401854714,44.60587326120556,4.015455950540958,763.0757341576508,264.71406491499226,1.4374034003091192,1.4374034003091192,0.1391035548686244,1.901081916537867,0.0,54.34312210200927,10.571870170015455,30.510046367851622,22.766615146831533,36.76970633693972,0.5564142194744977,87.44976816074188,0.0,0.004636785162287481,0.009273570324574962,-0.004636785162287481,3.5239567233384856,0.5100463678516229,0.23183925811437403,2.939721792890263,0.9273570324574961,0.0,0.04219474497681607,0.9273570324574961,1.3446676970633695,-0.41731066460587324,-0.01947449768160742
1364,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,25.0,1997.0,DF,35,35,3069,34.1,5,0,54,32,28,23,3,85.2,36,28,82,73,3,30.0,14.0,68.2,1907,2094,91.1,31947,10672,136,136,8,132,14,2359,239,971,1146,1535,37,3700,0,0.5,1.0,-0.5,142.0,14.0,64.0,89.7,30.0,0.0,1.77,68.0,54.0,14.0,0.41,40.0,0.1466275659824047,0.0,1.5835777126099708,0.9384164222873901,0.8211143695014663,0.6744868035190615,0.08797653958944282,2.498533724340176,1.0557184750733137,0.8211143695014663,2.404692082111437,2.1407624633431084,0.08797653958944282,0.8797653958944281,0.41055718475073316,2.0,55.923753665689155,61.407624633431084,2.6715542521994133,936.8621700879766,312.96187683284455,3.9882697947214076,3.9882697947214076,0.23460410557184752,3.870967741935484,0.41055718475073316,69.17888563049853,7.008797653958944,28.47507331378299,33.60703812316716,45.01466275659824,1.0850439882697949,108.50439882697947,0.0,0.01466275659824047,0.02932551319648094,-0.01466275659824047,4.164222873900293,0.41055718475073316,1.8768328445747802,2.63049853372434,0.8797653958944281,0.0,0.05190615835777126,1.9941348973607038,1.5835777126099708,0.41055718475073316,0.012023460410557185
1924,Fabian Nürnberger,bg BUL,"DF,MF",Darmstadt 98,de Bundesliga,24.0,1999.0,DF,21,17,1513,16.8,2,0,29,22,22,6,1,53.7,11,17,46,26,0,13.0,9.0,59.1,713,895,79.7,11202,3439,70,70,30,52,26,1043,28,237,479,584,35,1546,1,2.0,2.6,-1.0,78.0,18.0,16.0,49.4,10.0,4.0,0.71,14.0,41.0,-27.0,-1.61,114.44811632518176,0.11896893588896232,0.0,1.7250495703899535,1.3086582947785856,1.3086582947785856,0.356906807666887,0.05948446794448116,3.1943159286186384,0.6543291473892928,1.0112359550561798,2.736285525446134,1.5465961665565104,0.0,0.7732980832782552,0.5353602115003304,3.5155320555188365,42.41242564441507,53.23859881031064,4.740912095175148,666.345009914078,204.5670852610707,4.163912756113682,4.163912756113682,1.7845340383344348,3.093192333113021,1.5465961665565104,62.04230006609386,1.6655651024454727,14.097818902842036,28.493060145406478,34.738929279577,2.081956378056841,91.96298744216787,0.05948446794448116,0.11896893588896232,0.15465961665565103,-0.05948446794448116,4.639788499669531,1.0707204230006608,0.9517514871116985,2.9385327164573694,0.5948446794448117,0.23793787177792464,0.042233972240581626,0.8327825512227364,2.438863185723728,-1.6060806345009915,-0.09576999339061468
2376,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,31.0,1991.0,DF,36,35,3054,33.9,5,0,42,24,27,13,2,45.0,50,36,78,133,1,69.0,70.0,49.6,1762,2128,82.8,36227,14874,133,133,10,145,18,2483,359,1304,1060,1490,28,4981,1,0.7,1.4,0.3,174.0,38.0,26.0,89.3,31.0,1.0,1.56,72.0,58.0,14.0,0.41,70.0196463654224,0.14734774066797643,0.0,1.237721021611002,0.7072691552062867,0.7956777996070726,0.3831041257367387,0.05893909626719057,1.3261296660117878,1.4734774066797645,1.0609037328094302,2.298624754420432,3.919449901768173,0.029469548133595286,2.033398821218075,2.06286836935167,1.4616895874263263,51.92534381139489,62.71119842829077,2.4400785854616895,1067.5933202357564,438.33005893909626,3.919449901768173,3.919449901768173,0.29469548133595286,4.273084479371317,0.5304518664047151,73.17288801571709,10.579567779960707,38.42829076620825,31.237721021611,43.90962671905697,0.825147347740668,146.7878192534381,0.029469548133595286,0.020628683693516697,0.041257367387033395,0.008840864440078585,5.12770137524558,1.119842829076621,0.7662082514734774,2.631630648330059,0.9135559921414538,0.029469548133595286,0.045972495088408644,2.1218074656188604,1.7092337917485265,0.412573673870334,0.012082514734774065
2039,Fabiano Parisi,it ITA,DF,Fiorentina,it Serie A,22.0,2000.0,DF,21,16,1454,16.2,4,0,30,15,11,12,7,57.7,21,17,47,26,0,24.0,20.0,54.5,830,1001,82.9,14051,4372,78,78,16,56,20,1171,51,327,551,702,50,2491,1,2.4,1.3,-1.4,124.0,14.0,38.0,42.5,13.0,5.0,1.38,25.0,20.0,5.0,0.31,126.21045392022008,0.24759284731774417,0.0,1.8569463548830811,0.9284731774415406,0.6808803301237965,0.7427785419532323,0.4332874828060523,3.5715268225584595,1.299862448418157,1.0522696011004127,2.9092159559834943,1.609353507565337,0.0,1.4855570839064647,1.2379642365887207,3.373452544704264,51.375515818431914,61.96011004126548,5.131361760660248,869.7317744154058,270.61898211829435,4.828060522696012,4.828060522696012,0.9903713892709767,3.4662998624484183,1.2379642365887207,72.48280605226961,3.156808803301238,20.240715268225582,34.10591471801926,43.4525447042641,3.094910591471802,154.18844566712517,0.06189821182943604,0.14855570839064647,0.08046767537826685,-0.08665749656121045,7.6753782668500685,0.8665749656121046,2.3521320495185694,2.630674002751032,0.8046767537826685,0.30949105914718017,0.08541953232462172,1.547455295735901,1.2379642365887207,0.30949105914718017,0.019188445667125173
499,Fabien Centonze,fr FRA,DF,Nantes,fr Ligue 1,27.0,1996.0,DF,13,8,770,1.0,3,0,2,1,2,0,0,66.7,2,0,2,1,0,1.0,1.0,57.15,37,51,69.85,640,242,1,1,0,1,3,63,2,14,31,43,5,131,1,0.0,0.2,0.0,7.0,2.0,2.0,11.45,0.0,2.0,0.55,0.0,1.0,-1.0,-0.6799999999999999,58.324675324675326,0.35064935064935066,0.0,0.23376623376623376,0.11688311688311688,0.23376623376623376,0.0,0.0,7.796103896103896,0.23376623376623376,0.0,0.23376623376623376,0.11688311688311688,0.0,0.11688311688311688,0.11688311688311688,6.679870129870129,4.324675324675325,5.961038961038961,8.164285714285713,74.80519480519482,28.285714285714285,0.11688311688311688,0.11688311688311688,0.0,0.11688311688311688,0.35064935064935066,7.363636363636363,0.23376623376623376,1.6363636363636362,3.623376623376623,5.025974025974026,0.5844155844155845,15.311688311688311,0.11688311688311688,0.0,0.023376623376623377,0.0,0.8181818181818181,0.23376623376623376,0.23376623376623376,1.3383116883116881,0.0,0.23376623376623376,0.0642857142857143,0.0,0.11688311688311688,-0.11688311688311688,-0.07948051948051947
1707,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,24.0,1999.0,DF,31,30,2714,30.2,11,0,64,38,25,31,8,63.8,38,24,88,59,2,37.0,22.0,62.7,1823,2112,86.3,32296,11954,219,219,25,205,31,2367,170,776,1382,1846,51,6030,3,1.8,2.6,1.2,229.0,51.0,19.0,88.7,29.0,1.0,1.45,42.0,36.0,6.0,0.2,56.60648489314665,0.3647752394988946,0.0,2.122328666175387,1.260132645541636,0.8290346352247605,1.028002947678703,0.26529108327192336,2.1156963890935887,1.260132645541636,0.7958732498157701,2.918201915991157,1.9565217391304348,0.06632277081798084,1.2269712601326455,0.7295504789977892,2.0792188651436994,60.45320560058954,70.03684598378777,2.861827560795873,1070.9801031687546,396.4112011790715,7.2623434045689015,7.2623434045689015,0.8290346352247605,6.798084008843037,1.028002947678703,78.49299926308032,5.637435519528371,25.733235077376566,45.829034635224765,61.215917464996316,1.6912306558585115,199.96315401621223,0.09948415622697127,0.05969049373618275,0.08621960206337509,0.0397936624907885,7.593957258658806,1.6912306558585115,0.630066322770818,2.94141488577745,0.9616801768607222,0.03316138540899042,0.04808400884303611,1.3927781871775977,1.193809874723655,0.19896831245394253,0.006632277081798085
