Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
2058,Sydie Peck,eng ENG,MF,Sheffield Utd,eng Premier League,18,2004,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
2059,Mads Pedersen,dk DEN,DF,Augsburg,de Bundesliga,26,1996,19.8,853,652,196,19,3,6,53,176,1,1,0,0,637,5,22,Matches
2060,Marcus Pedersen,no NOR,DF,Sassuolo,it Serie A,23,2000,17.9,735,566,168,8,0,1,57,160,0,0,0,0,563,1,22,Matches
2061,Alfonso Pedraza,es ESP,DF,Villarreal,es La Liga,27,1996,12.4,598,482,113,13,2,7,58,100,0,0,0,0,459,3,25,Matches
2062,Pedri,es ESP,"MF,FW",Barcelona,es La Liga,20,2002,16.4,1189,1138,44,23,11,5,9,8,3,0,2,0,1035,7,23,Matches
2063,Pedro,es ESP,"FW,MF",Lazio,it Serie A,36,1987,9.1,431,422,8,4,2,2,20,0,4,2,2,0,357,1,7,Matches
2064,Adrià Pedrosa,es ESP,DF,Sevilla,es La Liga,25,1998,19.5,931,747,179,18,2,3,111,151,10,6,1,0,681,5,28,Matches
2065,Jordan Pefok,us USA,FW,Gladbach,de Bundesliga,27,1996,15.8,281,259,22,1,0,0,0,0,0,0,0,0,221,0,6,Matches
2066,Jordan Pefok,us USA,FW,Union Berlin,de Bundesliga,27,1996,0.3,5,5,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
2067,Dženan Pejčinović,de GER,FW,Wolfsburg,de Bundesliga,18,2005,0.4,10,10,0,0,1,0,0,0,0,0,0,0,6,0,0,Matches
2068,Pejiño,es ESP,FW,Las Palmas,es La Liga,27,1996,5.6,232,213,18,1,1,4,31,4,13,8,3,0,166,1,6,Matches
2069,Pietro Pellegri,it ITA,FW,Torino,it Serie A,22,2001,8.4,138,124,14,0,0,0,5,2,0,0,0,0,86,0,8,Matches
2070,Lorenzo Pellegrini,it ITA,MF,Roma,it Serie A,27,1996,20.7,850,779,70,27,9,3,76,2,40,19,17,0,665,1,16,Matches
2071,Luca Pellegrini,it ITA,DF,Lazio,it Serie A,24,1999,8.7,515,419,94,6,1,1,28,87,1,0,0,0,372,2,21,Matches
2072,Marco Pellegrino,ar ARG,DF,Salernitana,it Serie A,21,2002,6.1,256,238,18,7,0,0,1,11,0,0,0,0,211,0,3,Matches
2073,Marco Pellegrino,ar ARG,DF,Milan,it Serie A,21,2002,0.8,48,46,2,0,0,0,0,0,0,0,0,0,43,0,1,Matches
2074,Facundo Pellistri,uy URU,"FW,MF",Manchester Utd,eng Premier League,21,2001,1.9,79,78,0,0,0,0,4,0,0,0,0,0,60,1,5,Matches
2075,Facundo Pellistri,uy URU,"MF,FW",Granada,es La Liga,21,2001,13.7,305,287,15,1,1,0,30,10,4,0,1,0,213,3,23,Matches
2076,Andy Pelmard,mg MAD,DF,Clermont Foot,fr Ligue 1,23,2000,33.2,1666,1551,107,52,2,2,6,42,0,0,0,0,1412,8,16,Matches
2077,Aurélien Pelon,fr FRA,DF,Lorient,fr Ligue 1,19,2004,1.0,33,33,0,0,0,0,0,0,0,0,0,0,26,0,0,Matches
2078,Faris Pemi Moumbagna,cm CMR,FW,Marseille,fr Ligue 1,23,2000,6.1,107,99,6,0,0,0,4,0,0,0,0,0,74,2,2,Matches
2079,Iñaki Peña,es ESP,GK,Barcelona,es La Liga,24,1999,10.0,297,230,67,19,0,0,0,0,0,0,0,0,259,0,0,Matches
2080,Marcos Peña,es ESP,MF,Almería,es La Liga,18,2005,4.9,217,209,8,8,0,0,0,0,0,0,0,0,188,0,2,Matches
2081,Rubén Peña,es ESP,"DF,FW",Osasuna,es La Liga,32,1991,23.2,955,785,162,5,2,3,111,149,4,3,1,0,626,8,38,Matches
2082,Pepín,gq EQG,"MF,FW",Monza,it Serie A,26,1996,2.7,143,134,7,2,2,1,4,2,3,0,3,0,113,2,3,Matches
2083,Alberto Perea,es ESP,"MF,FW",Granada,es La Liga,32,1990,0.0,7,5,2,2,0,0,1,0,0,0,0,0,6,0,0,Matches
2084,Andreas Pereira,br BRA,MF,Fulham,eng Premier League,27,1996,29.0,1295,1035,255,67,14,11,220,7,148,49,74,1,912,5,44,Matches
2085,Danilo Pereira,pt POR,DF,Paris S-G,fr Ligue 1,31,1991,22.2,2223,2181,39,33,1,4,1,5,0,0,0,0,2089,3,2,Matches
2086,Mathias Pereira Lage,pt POR,"FW,MF",Brest,fr Ligue 1,26,1996,13.2,395,342,52,24,0,2,66,2,26,12,12,0,266,1,8,Matches
2087,Pedro Pereira,pt POR,DF,Monza,it Serie A,25,1998,9.3,517,448,66,2,0,2,37,64,0,0,0,0,406,3,17,Matches
2088,Daniel Peretz,il ISR,GK,Bayern Munich,de Bundesliga,23,2000,0.2,17,15,2,0,0,0,0,0,0,0,0,0,12,0,0,Matches
2089,Roberto Pereyra,ar ARG,"FW,MF",Udinese,it Serie A,32,1991,20.6,598,554,41,6,3,3,24,14,2,2,0,0,472,3,25,Matches
2090,Ayoze Pérez,es ESP,FW,Betis,es La Liga,30,1993,25.5,738,721,13,1,5,4,19,5,0,0,0,0,572,4,44,Matches
2091,Carles Pérez,es ESP,"MF,DF",Celta Vigo,es La Liga,25,1998,8.6,259,253,5,0,3,1,17,5,0,0,0,0,201,1,8,Matches
2092,Francisco Perez,es ESP,"MF,FW",Valencia,es La Liga,20,2002,22.8,584,574,10,2,3,1,50,5,3,0,0,0,436,0,28,Matches
2093,Kike Pérez,es ESP,"MF,FW",Rayo Vallecano,es La Liga,26,1997,9.3,368,341,24,7,6,7,18,5,4,1,2,0,279,3,7,Matches
2094,Nehuén Pérez,ar ARG,DF,Udinese,it Serie A,23,2000,36.0,1599,1386,209,94,1,29,19,107,0,0,0,0,1267,4,11,Matches
2095,Matteo Perez Vinlöf,se SWE,FW,Bayern Munich,de Bundesliga,17,2005,0.2,13,10,3,1,0,0,1,2,0,0,0,0,11,0,0,Matches
2096,Simone Perilli,it ITA,GK,Hellas Verona,it Serie A,28,1995,1.0,38,29,8,3,0,0,0,0,0,0,0,0,17,1,0,Matches
2097,Mattia Perin,it ITA,GK,Juventus,it Serie A,30,1992,2.5,66,49,17,5,0,1,0,0,0,0,0,0,54,0,0,Matches
2098,Samuele Perisan,it ITA,GK,Empoli,it Serie A,25,1997,1.0,34,21,13,1,0,0,0,0,0,0,0,0,27,0,0,Matches
2099,Ivan Perišić,hr CRO,FW,Tottenham,eng Premier League,34,1989,1.1,76,72,4,1,0,1,13,2,1,1,0,0,53,0,1,Matches
2100,Romain Perraud,fr FRA,"DF,FW",Nice,fr Ligue 1,25,1997,4.1,243,191,52,6,0,0,21,39,7,0,4,0,176,0,8,Matches
2101,Lucas Perrin,fr FRA,DF,Strasbourg,fr Ligue 1,24,1998,30.3,1839,1693,143,84,4,9,5,14,0,0,0,0,1608,3,8,Matches
2102,Máximo Perrone,ar ARG,MF,Las Palmas,es La Liga,20,2003,18.0,1311,1278,29,28,4,1,0,0,0,0,0,0,1181,4,11,Matches
2103,Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,35,1987,9.0,300,234,66,29,0,0,0,0,0,0,0,0,229,0,0,Matches
2104,Matteo Pessina,it ITA,MF,Monza,it Serie A,26,1997,35.8,2154,2037,112,65,1,9,19,4,0,0,0,0,1903,5,26,Matches
2105,Andrea Petagna,it ITA,FW,Cagliari,it Serie A,28,1995,11.1,239,215,24,3,1,2,2,2,0,0,0,0,170,0,8,Matches
2106,Denis Petrić,rs SRB,GK,Nantes,fr Ligue 1,35,1988,0.3,8,5,2,2,0,0,0,0,0,0,0,0,6,1,0,Matches
2107,Njegoš Petrović,rs SRB,"MF,FW",Granada,es La Liga,24,1999,1.7,81,78,2,1,0,0,1,1,0,0,0,0,67,1,1,Matches
2108,Đorđe Petrović,rs SRB,GK,Chelsea,eng Premier League,23,1999,22.1,806,629,175,26,0,0,0,0,0,0,0,0,635,2,0,Matches
2109,Jens Petter Hauge,no NOR,"MF,FW",Eint Frankfurt,de Bundesliga,23,1999,1.6,85,78,7,2,1,1,2,3,2,1,0,0,69,0,2,Matches
2110,Germán Pezzella,ar ARG,DF,Betis,es La Liga,32,1991,30.7,1485,1413,72,68,1,6,2,3,0,0,0,0,1277,0,3,Matches
2111,Giuseppe Pezzella,it ITA,DF,Empoli,it Serie A,25,1997,12.1,585,452,132,16,1,0,54,116,0,0,0,0,434,1,28,Matches
2112,Luca Pfeiffer,de GER,"FW,MF",Darmstadt 98,de Bundesliga,26,1996,18.0,414,378,34,2,1,2,5,5,0,0,0,0,290,2,7,Matches
2113,Patric Pfeiffer,de GER,DF,Augsburg,de Bundesliga,23,1999,5.7,267,257,9,6,0,3,1,3,0,0,0,0,193,1,7,Matches
2114,Maximilian Philipp,de GER,"FW,MF",Freiburg,de Bundesliga,29,1994,3.6,109,106,3,1,0,0,4,0,1,0,0,0,81,0,7,Matches
2115,Kalvin Phillips,eng ENG,MF,West Ham,eng Premier League,27,1995,3.4,179,170,7,6,1,1,1,1,0,0,0,0,141,2,2,Matches
2116,Kalvin Phillips,eng ENG,MF,Manchester City,eng Premier League,27,1995,1.0,70,67,3,3,0,0,2,0,0,0,0,0,62,0,1,Matches
2117,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,eng Premier League,21,2002,0.0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1,Matches
2118,Kamil Piątkowski,pl POL,DF,Granada,es La Liga,23,2000,5.6,230,225,4,3,0,2,2,1,0,0,0,0,197,1,1,Matches
2119,Roberto Piccoli,it ITA,FW,Empoli,it Serie A,22,2001,0.4,6,5,1,0,0,0,0,0,0,0,0,0,4,0,0,Matches
2120,Roberto Piccoli,it ITA,FW,Lecce,it Serie A,22,2001,15.3,246,229,16,0,1,1,6,1,0,0,0,0,147,1,9,Matches
2121,Florian Pick,de GER,"MF,FW",Heidenheim,de Bundesliga,27,1995,3.6,183,146,35,13,0,1,32,4,18,9,8,0,118,2,10,Matches
2122,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,29,1994,38.0,1576,1074,496,223,1,5,0,0,0,0,0,0,986,6,0,Matches
2123,Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,25,1998,6.6,312,297,12,11,1,1,2,1,0,0,0,0,229,3,6,Matches
2124,Marvin Pieringer,de GER,"MF,FW",Heidenheim,de Bundesliga,23,1999,16.8,431,415,15,0,3,2,7,2,0,0,0,0,298,1,11,Matches
2125,Santiago Pierotti,ar ARG,"MF,FW",Lecce,it Serie A,22,2001,2.2,67,65,1,0,0,0,4,0,0,0,0,0,48,1,2,Matches
2126,Niccolò Pierozzi,it ITA,DF,Salernitana,it Serie A,21,2001,9.7,348,294,54,18,0,0,6,36,0,0,0,0,264,0,8,Matches
2127,Ronaël Pierre-Gabriel,fr FRA,DF,Nantes,fr Ligue 1,25,1998,6.6,289,238,50,5,0,0,9,45,0,0,0,0,227,1,11,Matches
2128,Andrea Pinamonti,it ITA,FW,Sassuolo,it Serie A,24,1999,34.2,630,553,75,0,1,1,10,0,0,0,0,0,411,2,27,Matches
2129,Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,30,1993,28.0,1432,1374,55,26,0,8,7,24,0,0,0,0,1192,3,13,Matches
2130,Yeremi Pino,es ESP,"MF,FW",Villarreal,es La Liga,20,2002,5.3,171,164,5,1,2,0,7,4,0,0,0,0,137,2,1,Matches
2131,Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,33,1990,0.5,21,19,2,2,0,0,0,0,0,0,0,0,14,0,0,Matches
2132,Lorenzo Pirola,it ITA,DF,Salernitana,it Serie A,21,2002,22.1,1040,980,59,36,0,3,2,10,0,0,0,0,868,1,12,Matches
2133,Niccolò Pisilli,it ITA,MF,Roma,it Serie A,18,2004,0.1,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
2134,Alassane Pléa,fr FRA,"FW,MF",Gladbach,de Bundesliga,30,1993,21.3,774,720,54,7,13,8,44,4,7,3,3,0,541,0,33,Matches
2135,Tommaso Pobega,it ITA,MF,Milan,it Serie A,24,1999,3.5,132,131,1,1,1,0,0,0,0,0,0,0,103,0,5,Matches
2136,Paul Pogba,fr FRA,MF,Juventus,it Serie A,30,1993,0.6,35,32,3,3,1,1,1,0,0,0,0,0,27,0,2,Matches
2137,Ole Pohlmann,de GER,MF,Dortmund,de Bundesliga,22,2001,0.6,20,17,3,1,0,0,3,0,2,2,0,0,13,0,0,Matches
2138,Matteo Politano,it ITA,FW,Napoli,it Serie A,29,1993,26.2,1292,1137,145,36,2,31,135,38,65,30,13,2,994,10,43,Matches
2139,Sebastian Polter,de GER,FW,Darmstadt 98,de Bundesliga,32,1991,5.0,112,103,7,0,0,0,4,0,0,0,0,0,65,2,7,Matches
2140,Julien Ponceau,fr FRA,MF,Lorient,fr Ligue 1,22,2000,24.9,1200,1126,66,26,2,4,49,16,23,8,15,0,1014,8,29,Matches
2141,Marin Pongračić,hr CRO,DF,Lecce,it Serie A,25,1997,35.8,1872,1701,166,139,0,10,1,5,0,0,0,0,1583,5,9,Matches
2142,Nick Pope,eng ENG,GK,Newcastle Utd,eng Premier League,31,1992,14.9,399,274,125,30,0,0,0,0,0,0,0,0,307,0,0,Matches
2143,Pedro Porro,es ESP,DF,Tottenham,eng Premier League,23,1999,34.3,2369,1907,451,56,14,11,198,295,100,36,36,1,1806,11,68,Matches
2144,Portu,es ESP,FW,Getafe,es La Liga,31,1992,1.1,23,21,2,1,0,0,2,0,1,0,1,0,17,0,2,Matches
2145,Portu,es ESP,"MF,FW",Girona,es La Liga,31,1992,13.2,308,291,14,1,4,0,19,0,2,0,2,0,232,3,15,Matches
2146,Stefan Posch,at AUT,DF,Bologna,it Serie A,26,1997,26.8,2082,1779,298,50,0,7,39,248,0,0,0,0,1712,5,48,Matches
2147,Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,29,1994,13.5,289,272,14,1,3,0,4,2,0,0,0,0,207,3,13,Matches
2148,José Pozo,es ESP,MF,Rayo Vallecano,es La Liga,27,1996,0.2,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
2149,Alejandro Pozo Pozo,es ESP,"DF,MF",Almería,es La Liga,24,1999,10.8,598,481,112,9,1,1,41,103,0,0,0,0,443,5,20,Matches
2150,Beñat Prados,es ESP,"MF,DF",Athletic Club,es La Liga,22,2001,16.1,811,771,34,20,5,3,10,13,0,0,0,0,667,6,9,Matches
2151,Matteo Prati,it ITA,MF,Cagliari,it Serie A,19,2003,21.9,755,705,43,25,3,0,15,4,2,0,2,0,560,7,22,Matches
2152,Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,30,1992,14.1,240,228,11,2,5,3,8,0,2,1,1,0,132,1,14,Matches
2153,Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,29,1993,1.0,47,42,4,4,0,1,0,0,0,0,0,0,44,1,0,Matches
2154,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,28,1995,23.8,983,963,17,14,6,5,10,3,0,0,0,0,802,3,27,Matches
2155,Ivan Provedel,it ITA,GK,Lazio,it Serie A,29,1994,30.0,1022,790,227,51,0,3,0,0,0,0,0,0,835,5,0,Matches
2156,Marc Pubill,es ESP,DF,Almería,es La Liga,20,2003,20.9,958,743,213,26,0,3,68,187,0,0,0,0,686,2,32,Matches
2157,Gustavo Puerta,co COL,"DF,MF",Leverkusen,de Bundesliga,20,2003,0.5,42,40,2,1,0,0,1,0,1,0,1,0,39,0,0,Matches
2158,Antonio Puertas,es ESP,"MF,FW",Granada,es La Liga,31,1992,8.1,214,200,12,0,2,1,20,7,0,0,0,0,154,2,6,Matches
2159,Arnau Puigmal,es ESP,"FW,DF",Almería,es La Liga,22,2001,2.8,93,80,13,2,0,0,14,5,5,3,2,0,65,0,3,Matches
2160,Christian Pulisic,us USA,"FW,MF",Milan,it Serie A,24,1998,28.9,1074,1035,36,3,3,2,101,12,21,5,13,0,832,3,48,Matches
2161,George Pușcaș,ro ROU,FW,Genoa,it Serie A,27,1996,2.1,61,58,3,0,0,0,0,0,0,0,0,0,34,0,3,Matches
2162,Jarell Quansah,eng ENG,DF,Liverpool,eng Premier League,20,2003,13.2,1172,1147,22,16,1,5,0,4,0,0,0,0,1038,3,2,Matches
2163,Domingos Quina,pt POR,MF,Udinese,it Serie A,23,1999,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
2164,Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,28,1995,29.5,1211,1167,40,15,3,7,45,25,0,0,0,0,996,4,27,Matches
2165,Uroš Račić,rs SRB,MF,Sassuolo,it Serie A,25,1998,9.1,396,391,5,4,1,7,2,1,0,0,0,0,322,0,4,Matches
2166,Nemanja Radonjić,rs SRB,"MF,FW",Torino,it Serie A,27,1996,4.2,89,86,2,0,0,1,11,2,0,0,0,0,57,1,5,Matches
2167,Nemanja Radonjić,rs SRB,"MF,DF",Mallorca,es La Liga,27,1996,3.9,119,107,12,0,0,1,20,3,6,0,6,0,78,0,3,Matches
2168,Aleksandar Radovanović,rs SRB,DF,Almería,es La Liga,29,1993,6.3,197,190,6,3,0,4,0,0,0,0,0,0,181,1,0,Matches
2169,Ionuț Radu,ro ROU,GK,Bournemouth,eng Premier League,26,1997,2.0,68,54,14,3,0,0,0,0,0,0,0,0,56,0,0,Matches
2170,Boris Radunović,rs SRB,GK,Cagliari,it Serie A,27,1996,7.0,222,139,83,17,0,0,0,0,0,0,0,0,169,0,0,Matches
2171,Hamza Rafia,tn TUN,MF,Lecce,it Serie A,24,1999,13.4,504,469,34,12,4,4,38,4,14,5,7,0,359,1,18,Matches
2172,Abdellah Raihani,ma MAR,FW,Atlético Madrid,es La Liga,19,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2173,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,31,1991,24.4,1159,1084,72,57,0,3,2,0,0,0,0,0,990,3,6,Matches
2174,Luca Raimund,de GER,"FW,MF",Stuttgart,de Bundesliga,18,2005,0.3,23,23,0,0,0,0,1,0,0,0,0,0,16,0,0,Matches
2175,Predrag Rajković,rs SRB,GK,Mallorca,es La Liga,27,1995,36.0,1249,820,426,126,0,2,0,0,0,0,0,0,735,3,0,Matches
2176,Jesurun Rak Sakyi,eng ENG,"MF,FW",Crystal Palace,eng Premier League,20,2002,1.5,50,50,0,0,0,0,3,0,0,0,0,0,37,0,2,Matches
2177,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,35,1988,15.8,1095,912,175,71,2,32,131,22,82,24,39,0,821,8,19,Matches
2178,Ylber Ramadani,al ALB,MF,Lecce,it Serie A,27,1996,33.0,1250,1229,19,17,3,6,14,2,0,0,0,0,991,2,27,Matches
2179,Largie Ramazani,be BEL,"FW,MF",Almería,es La Liga,22,2001,17.3,340,331,7,1,4,2,32,3,1,1,0,0,203,2,17,Matches
2180,Benito Ramírez,es ESP,"FW,MF",Las Palmas,es La Liga,28,1995,4.3,196,170,26,6,1,0,33,12,8,3,4,0,136,0,12,Matches
2181,Sandro Ramírez,es ESP,FW,Las Palmas,es La Liga,28,1995,20.1,690,574,111,12,1,4,89,3,69,18,34,0,516,5,24,Matches
2182,Chris Ramos,es ESP,"FW,MF",Cádiz,es La Liga,26,1997,29.0,486,469,13,0,0,0,12,3,0,0,0,0,274,4,9,Matches
2183,Gonçalo Ramos,pt POR,FW,Paris S-G,fr Ligue 1,22,2001,15.8,397,389,7,1,4,0,3,1,0,0,0,0,304,1,14,Matches
2184,Sergio Ramos,es ESP,DF,Sevilla,es La Liga,37,1986,28.0,1524,1470,52,46,1,31,2,5,0,0,0,0,1356,2,3,Matches
2185,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,25,1998,6.0,188,153,35,16,0,0,0,0,0,0,0,0,131,0,2,Matches
2186,Aaron Ramsey,eng ENG,"MF,FW",Burnley,eng Premier League,20,2003,5.9,151,141,9,1,1,0,2,2,0,0,0,0,118,1,9,Matches
2187,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,eng Premier League,22,2001,9.5,322,310,12,1,3,0,11,1,10,3,0,0,257,0,9,Matches
2188,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,24,1999,22.9,1362,1289,69,51,0,5,13,16,0,0,0,0,1142,4,8,Matches
2189,Filippo Ranocchia,it ITA,"MF,DF",Empoli,it Serie A,22,2001,5.3,216,199,17,13,1,3,10,2,2,2,0,0,152,0,5,Matches
2190,Grant Ranos,am ARM,"MF,FW",Gladbach,de Bundesliga,20,2003,0.5,25,25,0,0,0,1,1,0,0,0,0,0,20,0,0,Matches
2191,Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,26,1996,15.2,693,600,88,18,6,11,82,19,50,20,19,0,522,5,16,Matches
2192,Nicolai Rapp,de GER,DF,Werder Bremen,de Bundesliga,26,1996,0.8,40,39,1,0,0,0,0,1,0,0,0,0,32,0,0,Matches
2193,Elba Rashani,xk KVX,"MF,FW",Clermont Foot,fr Ligue 1,30,1993,13.1,392,382,9,3,1,0,28,3,3,0,0,0,294,1,20,Matches
2194,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,25,1997,25.2,742,708,26,0,6,4,35,16,3,0,0,0,559,8,18,Matches
2195,Giacomo Raspadori,it ITA,"FW,MF",Napoli,it Serie A,23,2000,17.6,709,638,68,15,6,18,65,5,28,5,18,0,525,3,20,Matches
2196,Andrei Ratiu,ro ROU,"DF,MF",Rayo Vallecano,es La Liga,25,1998,7.0,313,253,60,4,0,1,18,56,0,0,0,0,245,0,14,Matches
2197,Raúl,es ESP,FW,Osasuna,es La Liga,22,2000,15.1,306,285,18,1,1,0,6,2,0,0,0,0,191,3,11,Matches
2198,David Raum,de GER,DF,RB Leipzig,de Bundesliga,25,1998,30.4,2154,1675,469,63,2,11,306,277,129,46,54,2,1566,10,61,Matches
2199,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,23,1999,5.9,206,160,46,12,0,0,0,0,0,0,0,0,166,0,0,Matches
2200,David Raya,es ESP,GK,Arsenal,eng Premier League,27,1995,32.0,1068,898,167,71,0,1,0,0,0,0,0,0,800,3,2,Matches
2201,Tim Ream,us USA,DF,Fulham,eng Premier League,35,1987,16.7,1060,1010,49,19,0,8,1,0,0,0,0,0,944,1,9,Matches
2202,Abde Rebbach,dz ALG,"FW,MF",Alavés,es La Liga,24,1998,8.0,225,179,44,3,0,1,63,12,28,10,8,2,124,2,18,Matches
2203,Nathan Redmond,eng ENG,"FW,MF",Burnley,eng Premier League,29,1994,1.6,73,71,0,0,0,1,3,0,0,0,0,0,48,2,1,Matches
2204,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,28,1995,14.7,748,702,46,23,2,0,19,7,5,2,3,0,627,0,24,Matches
2205,Sergio Reguilón,es ESP,DF,Manchester Utd,eng Premier League,26,1996,4.6,314,252,60,5,0,1,29,49,6,1,4,0,244,2,7,Matches
2206,Sergio Reguilón,es ESP,DF,Brentford,eng Premier League,26,1996,12.4,522,428,91,29,1,1,72,35,27,8,11,0,351,3,19,Matches
2207,Tijjani Reijnders,nl NED,MF,Milan,it Serie A,25,1998,31.3,1746,1669,73,33,7,2,39,14,23,11,7,0,1575,4,22,Matches
2208,Pepe Reina,es ESP,GK,Villarreal,es La Liga,40,1982,2.0,69,55,14,3,0,0,0,0,0,0,0,0,57,0,0,Matches
2209,Reinier,br BRA,"MF,FW",Frosinone,it Serie A,21,2002,11.8,401,383,18,3,2,2,13,4,8,1,0,0,318,0,10,Matches
2210,Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,21,2002,23.7,1043,1005,33,18,11,2,15,1,0,0,0,0,782,5,43,Matches
2211,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,28,1995,36.4,1258,977,276,113,0,1,0,0,0,0,0,0,965,5,0,Matches
2212,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,18,2005,34.0,897,604,291,97,0,0,0,1,0,0,0,0,666,2,2,Matches
2213,Mateo Retegui,it ITA,FW,Genoa,it Serie A,24,1999,24.6,412,381,27,0,0,0,20,2,0,0,0,0,265,4,21,Matches
2214,Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,34,1989,17.8,707,634,70,21,6,2,32,7,19,8,9,0,588,3,19,Matches
2215,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,de Bundesliga,25,1997,22.1,709,670,37,21,3,1,21,3,3,0,2,0,523,2,19,Matches
2216,Gio Reyna,us USA,"FW,MF",Nott'ham Forest,eng Premier League,20,2002,2.6,140,129,9,4,0,0,8,1,4,3,1,0,118,2,3,Matches
2217,Gio Reyna,us USA,"MF,FW",Dortmund,de Bundesliga,20,2002,3.1,193,188,5,2,0,2,4,2,0,0,0,0,166,0,3,Matches
2218,Chadi Riad,ma MAR,DF,Betis,es La Liga,20,2003,24.0,1198,1166,31,29,0,1,0,2,0,0,0,0,1074,1,9,Matches
2219,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,23,1999,24.7,1804,1706,96,65,3,12,2,6,0,0,0,0,1615,2,9,Matches
2220,Rodrigo Ribeiro,pt POR,"MF,FW",Nott'ham Forest,eng Premier League,18,2005,0.2,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
2221,Samuele Ricci,it ITA,MF,Torino,it Serie A,21,2001,26.6,1310,1224,83,68,1,3,54,7,8,4,2,1,1121,3,21,Matches
2222,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,24,1999,35.8,2295,2181,107,48,2,17,60,1,47,38,0,0,2041,7,26,Matches
2223,Chris Richards,us USA,"DF,MF",Crystal Palace,eng Premier League,23,2000,23.3,942,902,37,18,1,5,1,14,0,0,0,0,778,3,15,Matches
2224,Amir Richardson,ma MAR,MF,Reims,fr Ligue 1,21,2002,15.0,651,635,14,8,3,3,13,5,0,0,0,0,534,2,11,Matches
2225,Richarlison,br BRA,FW,Tottenham,eng Premier League,26,1997,16.6,392,360,29,3,2,3,14,1,0,0,0,0,267,3,25,Matches
2226,Marco Richter,de GER,"MF,FW",Mainz 05,de Bundesliga,25,1997,8.0,291,256,34,12,4,3,36,12,10,3,7,0,184,1,10,Matches
2227,Diego Rico,es ESP,DF,Getafe,es La Liga,30,1993,28.2,1495,1150,335,24,2,28,130,311,0,0,0,0,993,10,49,Matches
2228,Clemens Riedel,de GER,DF,Darmstadt 98,de Bundesliga,20,2003,8.4,576,545,30,5,0,3,8,25,0,0,0,0,490,1,9,Matches
2229,Fabian Rieder,ch SUI,MF,Rennes,fr Ligue 1,21,2002,4.1,212,196,14,9,0,3,9,1,4,3,0,0,169,2,4,Matches
2230,Jaïro Riedewald,nl NED,"MF,FW",Crystal Palace,eng Premier League,26,1996,2.6,113,104,7,5,0,0,3,0,2,1,0,1,87,2,3,Matches
2231,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,34,1988,33.0,1715,1313,393,184,0,8,4,0,0,0,0,0,1031,9,0,Matches
2232,Luis Rioja,es ESP,"FW,MF",Alavés,es La Liga,29,1993,27.8,855,757,91,22,2,4,174,16,53,12,22,2,551,7,51,Matches
2233,Rémy Riou,fr FRA,GK,Lyon,fr Ligue 1,35,1987,3.0,104,69,35,12,0,0,0,0,0,0,0,0,80,0,0,Matches
2234,Rodrigo Riquelme,es ESP,"DF,MF",Atlético Madrid,es La Liga,23,2000,17.0,673,612,59,14,1,4,65,30,14,7,4,0,501,2,27,Matches
2235,Alberto Risco,es ESP,MF,Getafe,es La Liga,17,2005,1.5,47,44,3,0,0,0,1,3,0,0,0,0,39,0,1,Matches
