Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
958,Yann Gboho,fr FRA,"MF,FW",Toulouse,fr Ligue 1,22,2001,13.3,3,23,8,34.8,1.74,0.60,0.13,0.38,17.0,0,0,0,1.2,1.2,0.05,+1.8,+1.8,Matches
959,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,25,1998,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
960,Gelabert,es ESP,"MF,FW",Toulouse,fr Ligue 1,22,2000,8.4,1,14,4,28.6,1.67,0.48,0.07,0.25,20.1,0,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
961,Francesco Gelli,it ITA,"MF,DF",Frosinone,it Serie A,26,1996,17.3,0,10,3,30.0,0.58,0.17,0.00,0.00,18.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
962,Luca Gemello,it ITA,GK,Torino,it Serie A,23,2000,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
963,Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,23,2000,33.8,2,18,5,27.8,0.53,0.15,0.11,0.40,12.6,0,0,0,1.6,1.6,0.09,+0.4,+0.4,Matches
964,Denis Genreau,au AUS,"MF,FW",Toulouse,fr Ligue 1,24,1999,5.2,0,3,1,33.3,0.58,0.19,0.00,0.00,22.7,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches
965,Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,de Bundesliga,29,1994,18.1,2,19,9,47.4,1.05,0.50,0.11,0.22,16.2,0,0,0,1.9,1.9,0.10,+0.1,+0.1,Matches
966,Anwar El Ghazi,nl NED,"MF,DF",Mainz 05,de Bundesliga,28,1995,0.6,0,2,0,0.0,3.33,0.00,0.00,,21.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
967,Farés Ghedjemis,fr FRA,"FW,MF",Frosinone,it Serie A,20,2002,2.0,0,3,2,66.7,1.48,0.99,0.00,0.00,17.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
968,Saman Ghoddos,ir IRN,DF,Brentford,eng Premier League,29,1993,8.2,1,9,2,22.2,1.10,0.24,0.11,0.50,22.5,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
969,Lautaro Gianetti,ar ARG,DF,Udinese,it Serie A,29,1993,7.0,1,3,2,66.7,0.43,0.29,0.33,0.50,9.7,0,0,0,0.4,0.4,0.13,+0.6,+0.6,Matches
970,Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,eng Premier League,23,2000,35.1,5,70,13,18.6,2.00,0.37,0.06,0.31,19.8,4,1,1,6.9,6.1,0.09,-1.9,-2.1,Matches
971,Samuel Gigot,fr FRA,DF,Marseille,fr Ligue 1,29,1993,19.2,3,19,9,47.4,0.99,0.47,0.16,0.33,9.6,0,0,0,2.4,2.4,0.13,+0.6,+0.6,Matches
972,Bryan Gil,es ESP,"FW,MF",Tottenham,eng Premier League,22,2001,2.3,0,4,1,25.0,1.72,0.43,0.00,0.00,13.9,0,0,0,0.8,0.8,0.19,-0.8,-0.8,Matches
973,David Gil,es ESP,GK,Cádiz,es La Liga,29,1994,4.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
974,Mario Gila,es ESP,DF,Lazio,it Serie A,22,2000,20.1,0,8,2,25.0,0.40,0.10,0.00,0.00,16.2,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
975,Alfie Gilchrist,eng ENG,DF,Chelsea,eng Premier League,19,2003,2.3,1,5,1,20.0,2.17,0.43,0.20,1.00,13.5,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
976,Ryan Giles,eng ENG,"DF,MF",Luton Town,eng Premier League,23,2000,5.6,0,2,2,100.0,0.36,0.36,0.00,0.00,14.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
977,Billy Gilmour,sct SCO,MF,Brighton,eng Premier League,22,2001,23.6,0,25,5,20.0,1.06,0.21,0.00,0.00,25.4,0,0,0,1.0,1.0,0.04,-1.0,-1.0,Matches
978,Benedikt Gimber,de GER,DF,Heidenheim,de Bundesliga,26,1997,22.5,1,18,3,16.7,0.80,0.13,0.06,0.33,12.2,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
979,Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,19,2004,6.0,0,9,2,22.2,1.51,0.33,0.00,0.00,26.8,3,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
980,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,29,1994,21.3,0,7,4,57.1,0.33,0.19,0.00,0.00,7.7,0,0,0,1.4,1.4,0.20,-1.4,-1.4,Matches
981,Olivier Giroud,fr FRA,FW,Milan,it Serie A,36,1986,26.3,15,72,29,40.3,2.74,1.10,0.15,0.38,12.6,2,4,5,14.2,10.2,0.14,+0.8,+0.8,Matches
982,Jamie Gittens,eng ENG,"FW,MF",Dortmund,de Bundesliga,18,2004,11.8,1,43,11,25.6,3.66,0.94,0.02,0.09,19.3,0,0,0,2.2,2.2,0.05,-1.2,-1.2,Matches
983,Klaus Gjasula,al ALB,"DF,MF",Darmstadt 98,de Bundesliga,33,1989,15.1,0,9,1,11.1,0.59,0.07,0.00,0.00,14.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
984,Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,28,1995,4.8,3,17,6,35.3,3.54,1.25,0.18,0.50,12.9,0,0,0,2.4,2.4,0.15,+0.6,+0.6,Matches
985,Ben Godfrey,eng ENG,DF,Everton,eng Premier League,25,1998,12.4,0,15,3,20.0,1.21,0.24,0.00,0.00,12.0,0,0,0,1.7,1.7,0.12,-1.7,-1.7,Matches
986,Edoardo Goldaniga,it ITA,DF,Cagliari,it Serie A,29,1993,11.2,0,4,3,75.0,0.36,0.27,0.00,0.00,7.9,0,0,0,0.5,0.5,0.14,-0.5,-0.5,Matches
987,Pierluigi Gollini,it ITA,GK,Napoli,it Serie A,28,1995,7.0,0,1,0,0.0,0.14,0.00,0.00,,12.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
988,Aleksandr Golovin,ru RUS,"MF,FW",Monaco,fr Ligue 1,27,1996,23.9,6,44,19,43.2,1.84,0.80,0.14,0.32,21.5,6,0,0,3.4,3.4,0.08,+2.6,+2.6,Matches
989,André Gomes,pt POR,"MF,FW",Everton,eng Premier League,30,1993,5.6,1,8,4,50.0,1.42,0.71,0.13,0.25,22.4,2,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
990,Angel Gomes,eng ENG,MF,Lille,fr Ligue 1,22,2000,28.6,0,34,7,20.6,1.19,0.25,0.00,0.00,23.6,5,0,0,2.0,2.0,0.06,-2.0,-2.0,Matches
991,João Gomes,br BRA,MF,Wolves,eng Premier League,22,2001,29.4,2,26,7,26.9,0.88,0.24,0.08,0.29,18.5,0,0,0,1.7,1.7,0.07,+0.3,+0.3,Matches
992,Toti Gomes,pt POR,DF,Wolves,eng Premier League,24,1999,30.8,1,10,5,50.0,0.32,0.16,0.10,0.20,9.9,0,0,0,1.6,1.6,0.16,-0.6,-0.6,Matches
993,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,26,1997,19.8,0,19,2,10.5,0.96,0.10,0.00,0.00,19.9,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
994,Maxi Gómez,uy URU,FW,Cádiz,es La Liga,26,1996,12.9,0,16,6,37.5,1.24,0.46,0.00,0.00,14.3,1,0,0,1.6,1.6,0.10,-1.6,-1.6,Matches
995,Moi Gómez,es ESP,"MF,FW",Osasuna,es La Liga,29,1994,22.3,3,19,7,36.8,0.85,0.31,0.16,0.43,21.3,1,0,0,1.7,1.7,0.09,+1.3,+1.3,Matches
996,Papu Gómez,ar ARG,"MF,FW",Monza,it Serie A,35,1988,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
997,Sergio Gómez,es ESP,"FW,MF",Manchester City,eng Premier League,22,2000,0.6,0,2,0,0.0,3.40,0.00,0.00,,15.4,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
998,Unai Gómez,es ESP,MF,Athletic Club,es La Liga,20,2003,9.7,2,16,7,43.8,1.65,0.72,0.13,0.29,17.0,0,0,0,1.5,1.5,0.09,+0.5,+0.5,Matches
999,Iron Gomis,fr FRA,MF,Salernitana,it Serie A,23,1999,1.5,0,3,1,33.3,2.01,0.67,0.00,0.00,17.1,0,0,0,0.6,0.6,0.19,-0.6,-0.6,Matches
1000,Maxime Gonalons,fr FRA,MF,Clermont Foot,fr Ligue 1,34,1989,14.4,1,13,3,23.1,0.90,0.21,0.08,0.33,24.5,0,0,0,0.4,0.4,0.03,+0.6,+0.6,Matches
1001,Édgar González,es ESP,"DF,MF",Almería,es La Liga,26,1997,28.0,2,13,3,23.1,0.46,0.11,0.15,0.67,10.3,0,0,0,2.3,2.3,0.18,-0.3,-0.3,Matches
1002,Enso Gonzalez,py PAR,"MF,DF",Wolves,eng Premier League,18,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1003,Fabio González,es ESP,MF,Las Palmas,es La Liga,26,1997,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1004,Giovanni González,uy URU,DF,Mallorca,es La Liga,28,1994,27.4,1,14,4,28.6,0.51,0.15,0.07,0.25,21.3,0,0,0,0.5,0.5,0.03,+0.5,+0.5,Matches
1005,Hugo González,es ESP,"MF,FW",Valencia,es La Liga,20,2003,1.0,0,1,0,0.0,1.03,0.00,0.00,,29.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1006,Iñaki González,es ESP,MF,Las Palmas,es La Liga,19,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1007,Joan Gonzàlez,es ESP,MF,Lecce,it Serie A,21,2002,14.3,1,13,5,38.5,0.91,0.35,0.08,0.20,18.3,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches
1008,Nicolás González,ar ARG,FW,Fiorentina,it Serie A,25,1998,21.3,12,84,33,39.3,3.95,1.55,0.13,0.33,16.6,2,1,3,10.4,8.0,0.10,+1.6,+3.0,Matches
1009,Peter González,do DOM,"MF,FW",Valencia,es La Liga,21,2002,7.2,0,17,5,29.4,2.36,0.69,0.00,0.00,19.3,0,0,0,1.7,1.7,0.10,-1.7,-1.7,Matches
1010,Urko González,es ESP,MF,Real Sociedad,es La Liga,22,2001,1.7,0,2,0,0.0,1.15,0.00,0.00,,17.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1011,Anthony Gordon,eng ENG,FW,Newcastle Utd,eng Premier League,22,2001,32.1,11,80,29,36.3,2.49,0.90,0.13,0.34,17.3,1,1,1,10.2,9.4,0.12,+0.8,+0.6,Matches
1012,Kaide Gordon,eng ENG,FW,Liverpool,eng Premier League,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1013,Daniel Gore,eng ENG,MF,Manchester Utd,eng Premier League,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1014,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,28,1995,24.9,6,56,14,25.0,2.25,0.56,0.11,0.43,17.5,0,0,0,5.0,5.0,0.09,+1.0,+1.0,Matches
1015,Mathieu Gorgelin,fr FRA,GK,Le Havre,fr Ligue 1,32,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1016,Andoni Gorosabel,es ESP,DF,Alavés,es La Liga,26,1996,31.7,1,15,6,40.0,0.47,0.19,0.07,0.17,23.4,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
1017,Robin Gosens,de GER,"DF,MF",Union Berlin,de Bundesliga,29,1994,25.4,6,32,10,31.3,1.26,0.39,0.19,0.60,12.0,0,0,0,2.1,2.1,0.07,+3.9,+3.9,Matches
1018,Mario Götze,de GER,MF,Eint Frankfurt,de Bundesliga,31,1992,23.0,3,13,6,46.2,0.57,0.26,0.23,0.50,14.2,0,0,0,2.9,2.9,0.26,+0.1,+0.1,Matches
1019,Amine Gouiri,dz ALG,"FW,MF",Rennes,fr Ligue 1,23,2000,23.0,7,78,26,33.3,3.40,1.13,0.09,0.27,15.2,0,0,0,7.4,7.3,0.09,-0.4,-0.3,Matches
1020,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,32,1991,28.8,1,23,3,13.0,0.80,0.10,0.04,0.33,15.9,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
1021,Pablo Gozalbez,es ESP,"MF,FW",Valencia,es La Liga,22,2001,1.1,0,1,0,0.0,0.87,0.00,0.00,,30.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1022,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,30,1992,23.5,1,5,1,20.0,0.21,0.04,0.20,1.00,13.8,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
1023,Jens Grahl,de GER,GK,Eint Frankfurt,de Bundesliga,34,1988,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1024,Samuel Grandsir,fr FRA,"MF,FW",Le Havre,fr Ligue 1,26,1996,6.7,1,14,5,35.7,2.08,0.74,0.07,0.20,18.5,2,0,1,2.6,1.9,0.13,-1.6,-0.9,Matches
1025,Alberto Grassi,it ITA,MF,Empoli,it Serie A,28,1995,20.1,0,23,5,21.7,1.15,0.25,0.00,0.00,20.0,1,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches
1026,Ryan Gravenberch,nl NED,MF,Liverpool,eng Premier League,21,2002,12.5,1,23,8,34.8,1.85,0.64,0.04,0.13,20.6,0,0,0,2.0,2.0,0.09,-1.0,-1.0,Matches
1027,Ryan Gravenberch,nl NED,FW,Bayern Munich,de Bundesliga,21,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1028,Adrian Grbić,at AUT,FW,Lorient,fr Ligue 1,26,1996,0.3,0,2,0,0.0,5.81,0.00,0.00,,23.1,1,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1029,Ivo Grbić,hr CRO,GK,Sheffield Utd,eng Premier League,27,1996,8.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1030,Jack Grealish,eng ENG,"FW,MF",Manchester City,eng Premier League,27,1995,11.2,3,22,5,22.7,1.96,0.45,0.14,0.60,16.1,0,0,0,2.1,2.1,0.09,+0.9,+0.9,Matches
1031,Mason Greenwood,eng ENG,"MF,FW",Getafe,es La Liga,21,2001,29.6,8,99,31,31.3,3.35,1.05,0.06,0.19,20.9,5,2,3,8.8,6.4,0.06,-0.8,-0.4,Matches
1032,Michael Gregoritsch,at AUT,FW,Freiburg,de Bundesliga,29,1994,18.7,7,74,26,35.1,3.96,1.39,0.09,0.27,14.2,2,0,0,9.2,9.2,0.13,-2.2,-2.2,Matches
1033,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,26,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1034,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,es La Liga,32,1991,29.4,16,75,29,38.7,2.55,0.99,0.16,0.41,17.3,3,4,4,12.3,9.3,0.12,+3.7,+2.7,Matches
1035,Vincenzo Grifo,it ITA,"MF,FW",Freiburg,de Bundesliga,30,1993,25.8,8,42,12,28.6,1.63,0.46,0.05,0.17,21.9,5,6,6,7.7,3.0,0.07,+0.3,-1.0,Matches
1036,Florian Grillitsch,at AUT,"DF,MF",Hoffenheim,de Bundesliga,27,1995,25.5,1,21,6,28.6,0.82,0.24,0.05,0.17,27.0,0,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
1037,Álex Grimaldo,es ESP,DF,Leverkusen,de Bundesliga,27,1995,30.9,10,71,23,32.4,2.30,0.74,0.14,0.43,21.7,18,0,0,5.7,5.7,0.08,+4.3,+4.3,Matches
1038,Christian Groß,de GER,"DF,MF",Werder Bremen,de Bundesliga,34,1989,8.9,0,4,1,25.0,0.45,0.11,0.00,0.00,18.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
1039,Pascal Groß,de GER,"MF,DF",Brighton,eng Premier League,32,1991,34.6,4,54,18,33.3,1.56,0.52,0.06,0.17,19.8,4,1,1,6.5,5.7,0.11,-2.5,-2.7,Matches
1040,Brajan Gruda,de GER,"MF,FW",Mainz 05,de Bundesliga,19,2004,18.2,4,30,12,40.0,1.65,0.66,0.13,0.33,18.2,2,0,0,3.5,3.5,0.12,+0.5,+0.5,Matches
1041,Ilia Gruev,bg BUL,MF,Werder Bremen,de Bundesliga,23,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1042,Vicente Guaita,es ESP,GK,Celta Vigo,es La Liga,36,1987,26.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1043,Andrés Guardado,mx MEX,MF,Betis,es La Liga,36,1986,5.0,0,5,0,0.0,1.01,0.00,0.00,,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1044,Sergi Guardiola,es ESP,"FW,MF",Cádiz,es La Liga,32,1991,5.5,1,14,5,35.7,2.55,0.91,0.07,0.20,16.9,0,0,0,1.8,1.8,0.13,-0.8,-0.8,Matches
1045,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,es La Liga,31,1991,19.4,1,19,3,15.8,0.98,0.15,0.05,0.33,24.1,4,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches
1046,Gabriel Gudmundsson,se SWE,"DF,FW",Lille,fr Ligue 1,24,1999,14.1,1,15,5,33.3,1.07,0.36,0.07,0.20,17.5,0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches
1047,Gonçalo Guedes,pt POR,"FW,MF",Villarreal,es La Liga,26,1996,10.6,3,26,8,30.8,2.46,0.76,0.12,0.38,19.6,0,0,0,2.3,2.3,0.09,+0.7,+0.7,Matches
1048,Axel Gueguin,fr FRA,"DF,FW",Montpellier,fr Ligue 1,18,2005,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1049,Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,23,2000,22.5,0,5,0,0.0,0.22,0.00,0.00,,9.7,0,0,0,0.6,0.6,0.13,-0.6,-0.6,Matches
1050,Mattéo Guendouzi,fr FRA,MF,Lazio,it Serie A,24,1999,26.3,2,26,6,23.1,0.99,0.23,0.08,0.33,19.2,0,0,0,1.6,1.6,0.06,+0.4,+0.4,Matches
1051,Mattéo Guendouzi,fr FRA,MF,Marseille,fr Ligue 1,24,1999,0.2,0,2,2,100.0,9.47,9.47,0.00,0.00,14.2,0,0,0,0.5,0.5,0.27,-0.5,-0.5,Matches
1052,Javier Guerra,es ESP,MF,Valencia,es La Liga,20,2003,27.8,4,42,14,33.3,1.51,0.50,0.10,0.29,24.3,1,0,0,2.7,2.7,0.06,+1.3,+1.3,Matches
1053,Raphaël Guerreiro,pt POR,"DF,MF",Bayern Munich,de Bundesliga,29,1993,13.2,3,18,6,33.3,1.36,0.45,0.17,0.50,19.1,0,0,0,2.4,2.4,0.14,+0.6,+0.6,Matches
1054,Axel Guessand,fr FRA,DF,Udinese,it Serie A,18,2004,0.5,0,1,0,0.0,2.00,0.00,0.00,,12.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1055,Evann Guessand,ci CIV,FW,Nice,fr Ligue 1,22,2001,17.3,6,46,20,43.5,2.67,1.16,0.09,0.20,12.4,0,2,2,8.4,6.8,0.15,-2.4,-2.8,Matches
1056,Ander Guevara,es ESP,MF,Alavés,es La Liga,26,1997,32.6,1,16,2,12.5,0.49,0.06,0.06,0.50,23.2,0,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches
1057,Pape Gueye,sn SEN,"MF,DF",Marseille,fr Ligue 1,24,1999,8.5,1,8,2,25.0,0.94,0.24,0.13,0.50,20.3,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
1058,Josuha Guilavogui,fr FRA,DF,Mainz 05,de Bundesliga,32,1990,4.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1059,Morgan Guilavogui,gn GUI,"FW,MF",Lens,fr Ligue 1,25,1998,6.3,2,21,8,38.1,3.34,1.27,0.10,0.25,15.1,0,0,0,1.6,1.6,0.07,+0.4,+0.4,Matches
1060,Frederic Guilbert,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,28,1994,27.7,2,21,5,23.8,0.76,0.18,0.10,0.40,23.3,4,0,0,1.0,1.0,0.05,+1.0,+1.0,Matches
1061,Hugo Guillamón,es ESP,MF,Valencia,es La Liga,23,2000,14.6,1,3,2,66.7,0.21,0.14,0.33,0.50,18.3,0,0,0,0.2,0.2,0.07,+0.8,+0.8,Matches
1062,Bruno Guimarães,br BRA,MF,Newcastle Utd,eng Premier League,25,1997,36.3,7,48,16,33.3,1.32,0.44,0.15,0.44,17.8,0,0,0,4.8,4.8,0.10,+2.2,+2.2,Matches
1063,Serhou Guirassy,gn GUI,FW,Stuttgart,de Bundesliga,27,1996,24.5,28,88,40,45.5,3.59,1.63,0.27,0.60,14.5,3,4,4,20.8,17.6,0.20,+7.2,+6.4,Matches
1064,Marc Guiu,es ESP,"FW,MF",Barcelona,es La Liga,17,2006,0.8,1,4,1,25.0,4.86,1.22,0.25,1.00,12.1,0,0,0,0.8,0.8,0.19,+0.2,+0.2,Matches
1065,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,33,1990,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1066,Manuel Gulde,de GER,DF,Freiburg,de Bundesliga,32,1991,22.7,1,12,1,8.3,0.53,0.04,0.08,1.00,11.3,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
1067,Arda Güler,tr TUR,"FW,MF",Real Madrid,es La Liga,18,2005,4.2,6,15,6,40.0,3.58,1.43,0.40,1.00,21.9,1,0,0,1.4,1.4,0.10,+4.6,+4.6,Matches
1068,Gerard Gumbau,es ESP,MF,Granada,es La Liga,28,1994,29.7,0,45,9,20.0,1.51,0.30,0.00,0.00,28.3,8,0,0,1.8,1.8,0.04,-1.8,-1.8,Matches
1069,Robert Gumny,pl POL,DF,Augsburg,de Bundesliga,25,1998,5.3,0,3,1,33.3,0.56,0.19,0.00,0.00,13.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
1070,İlkay Gündoğan,de GER,MF,Barcelona,es La Liga,32,1990,33.3,5,41,15,36.6,1.23,0.45,0.10,0.27,17.8,5,1,2,7.3,5.7,0.14,-2.3,-1.7,Matches
1071,Christian Günter,de GER,DF,Freiburg,de Bundesliga,30,1993,11.8,1,6,2,33.3,0.51,0.17,0.17,0.50,22.2,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches
1072,Jon Guridi,es ESP,MF,Alavés,es La Liga,28,1995,29.8,3,36,8,22.2,1.21,0.27,0.08,0.38,13.0,0,0,0,4.0,4.0,0.11,-1.0,-1.0,Matches
1073,Gorka Guruzeta,es ESP,FW,Athletic Club,es La Liga,26,1996,24.6,14,63,28,44.4,2.56,1.14,0.22,0.50,13.5,3,0,1,11.6,10.8,0.17,+2.4,+3.2,Matches
1074,Malo Gusto,fr FRA,DF,Chelsea,eng Premier League,20,2003,19.5,0,15,5,33.3,0.77,0.26,0.00,0.00,18.2,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
1075,Miguel Gutiérrez,es ESP,DF,Girona,es La Liga,22,2001,33.7,2,34,5,14.7,1.01,0.15,0.06,0.40,22.3,0,0,0,2.8,2.8,0.08,-0.8,-0.8,Matches
1076,Albert Guðmundsson,is ISL,"FW,MF",Genoa,it Serie A,26,1997,33.5,14,52,19,36.5,1.55,0.57,0.19,0.53,20.8,8,4,5,9.9,5.8,0.11,+4.1,+4.2,Matches
1077,Joško Gvardiol,hr CRO,DF,Manchester City,eng Premier League,21,2002,25.9,4,32,13,40.6,1.24,0.50,0.13,0.31,15.6,0,0,0,3.1,3.1,0.10,+0.9,+0.9,Matches
1078,Emmanuel Gyasi,gh GHA,"DF,FW",Empoli,it Serie A,29,1994,20.9,1,16,6,37.5,0.77,0.29,0.06,0.17,10.5,0,0,0,3.5,3.5,0.22,-2.5,-2.5,Matches
1079,Norbert Gyömbér,sk SVK,DF,Salernitana,it Serie A,31,1992,19.6,0,4,0,0.0,0.20,0.00,0.00,,13.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1080,Erling Haaland,no NOR,FW,Manchester City,eng Premier League,23,2000,28.4,27,113,50,44.2,3.99,1.76,0.18,0.40,11.9,1,7,8,29.2,22.9,0.20,-2.2,-2.9,Matches
1081,Nicolas Haas,ch SUI,MF,Empoli,it Serie A,27,1996,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,14.5,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
1082,Janik Haberer,de GER,"MF,DF",Union Berlin,de Bundesliga,29,1994,13.6,1,15,3,20.0,1.11,0.22,0.07,0.33,19.1,0,0,0,0.9,0.8,0.05,+0.1,+0.2,Matches
1083,Robin Hack,de GER,"FW,MF",Gladbach,de Bundesliga,24,1998,15.0,10,43,22,51.2,2.87,1.47,0.23,0.45,19.9,0,0,0,3.9,3.9,0.09,+6.1,+6.1,Matches
1084,Antwoine Hackford,eng ENG,FW,Sheffield Utd,eng Premier League,19,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1085,Munir El Haddadi,ma MAR,FW,Las Palmas,es La Liga,27,1995,27.2,3,42,11,26.2,1.54,0.40,0.07,0.27,16.7,3,0,1,4.3,3.5,0.08,-1.3,-0.5,Matches
1086,Jaouen Hadjam,dz ALG,DF,Nantes,fr Ligue 1,20,2003,1.2,0,1,0,0.0,0.80,0.00,0.00,,15.3,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
1087,Ianis Hagi,ro ROU,"MF,FW",Alavés,es La Liga,24,1998,8.9,0,26,8,30.8,2.91,0.90,0.00,0.00,23.9,4,0,1,2.8,2.0,0.08,-2.8,-2.0,Matches
1088,Amadou Haidara,ml MLI,MF,RB Leipzig,de Bundesliga,25,1998,17.0,2,21,9,42.9,1.24,0.53,0.10,0.22,22.7,0,0,0,1.1,1.1,0.05,+0.9,+0.9,Matches
1089,Massadio Haïdara,ml MLI,DF,Lens,fr Ligue 1,30,1992,8.2,0,3,0,0.0,0.36,0.00,0.00,,11.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1090,Oualid El Hajjam,ma MAR,"DF,MF",Le Havre,fr Ligue 1,32,1991,4.4,0,8,3,37.5,1.83,0.69,0.00,0.00,19.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
1091,Achraf Hakimi,ma MAR,DF,Paris S-G,fr Ligue 1,24,1998,21.5,4,42,12,28.6,1.96,0.56,0.10,0.33,19.8,9,0,0,4.2,4.2,0.10,-0.2,-0.2,Matches
