Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
745,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,eng Premier League,25,1998,16.6,35,2.11,33,0,0,2,0,0,2,0.12,2,0,0,0,0,0,Matches
746,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,25,1998,1.1,2,1.78,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
747,Giulio Donati,it ITA,DF,Monza,it Serie A,33,1990,0.4,4,10.00,4,0,0,0,0,0,1,2.50,1,0,0,0,0,0,Matches
748,Jamie Donley,nir NIR,FW,Tottenham,eng Premier League,18,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
749,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,24,1999,24.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
750,Patrick Dorgu,dk DEN,"DF,MF",Lecce,it Serie A,18,2004,17.4,40,2.30,26,5,2,3,4,0,1,0.06,0,0,0,1,0,0,Matches
751,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,25,1998,15.4,18,1.17,12,0,1,2,2,1,1,0.06,1,0,0,0,0,0,Matches
752,Alberto Dossena,it ITA,DF,Cagliari,it Serie A,24,1998,33.1,29,0.88,21,0,0,4,1,3,5,0.15,4,0,0,1,0,0,Matches
753,Carlos Dotor,es ESP,MF,Celta Vigo,es La Liga,22,2001,7.9,9,1.14,7,1,0,0,1,0,1,0.13,0,0,0,0,1,0,Matches
754,Abdoulaye Doucouré,ml MLI,"FW,MF",Everton,eng Premier League,30,1993,29.2,67,2.29,59,0,0,6,1,1,5,0.17,3,0,0,2,0,0,Matches
755,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,23,2000,10.2,23,2.25,19,0,1,2,0,1,3,0.29,3,0,0,0,0,0,Matches
756,Siriné Doucouré,ml MLI,FW,Lorient,fr Ligue 1,21,2002,4.7,13,2.78,11,0,1,1,0,0,4,0.86,4,0,0,0,0,0,Matches
757,Désiré Doué,fr FRA,"MF,FW",Rennes,fr Ligue 1,18,2005,18.1,88,4.87,56,4,14,4,7,3,12,0.66,6,0,3,1,1,1,Matches
758,Guela Doué,ci CIV,DF,Rennes,fr Ligue 1,20,2002,13.7,39,2.84,28,2,2,3,3,1,8,0.58,6,0,0,0,2,0,Matches
759,Alfie Doughty,eng ENG,DF,Luton Town,eng Premier League,23,1999,32.5,115,3.54,57,47,4,6,1,0,16,0.49,8,5,1,2,0,0,Matches
760,Douglas,br BRA,MF,Nantes,fr Ligue 1,26,1997,19.7,37,1.88,26,5,0,1,3,2,2,0.10,2,0,0,0,0,0,Matches
761,Ismaël Doukouré,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,20,2003,18.4,24,1.30,19,1,0,0,1,3,0,0.00,0,0,0,0,0,0,Matches
762,Kamory Doumbia,ml MLI,MF,Brest,fr Ligue 1,20,2003,9.8,27,2.76,22,0,2,3,0,0,7,0.72,7,0,0,0,0,0,Matches
763,Anastasios Douvikas,gr GRE,FW,Celta Vigo,es La Liga,23,1999,10.1,20,1.99,11,0,3,4,2,0,2,0.20,2,0,0,0,0,0,Matches
764,Artem Dovbyk,ua UKR,FW,Girona,es La Liga,26,1997,28.7,57,1.98,41,0,6,8,2,0,13,0.45,9,0,1,3,0,0,Matches
765,Nikola Dovedan,at AUT,"MF,FW",Heidenheim,de Bundesliga,29,1994,7.3,23,3.17,16,0,1,3,3,0,3,0.41,2,0,0,0,1,0,Matches
766,Damion Downs,us USA,"FW,MF",Köln,de Bundesliga,19,2004,2.0,4,1.99,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
767,Tommy Doyle,eng ENG,MF,Wolves,eng Premier League,21,2001,13.6,26,1.91,20,6,0,0,0,0,5,0.37,4,1,0,0,0,0,Matches
768,Radu Drăgușin,ro ROU,DF,Tottenham,eng Premier League,21,2002,4.8,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
769,Radu Drăgușin,ro ROU,DF,Genoa,it Serie A,21,2002,19.0,12,0.63,7,2,0,3,0,0,1,0.05,1,0,0,0,0,0,Matches
770,Dion Drena Beljo,hr CRO,"FW,MF",Augsburg,de Bundesliga,21,2002,6.5,21,3.24,12,0,3,2,4,0,3,0.46,1,0,0,1,1,0,Matches
771,Tim Drexler,de GER,DF,Hoffenheim,de Bundesliga,18,2005,6.4,5,0.79,5,0,0,0,0,0,3,0.47,3,0,0,0,0,0,Matches
772,Domingos Duarte,pt POR,DF,Getafe,es La Liga,28,1995,10.1,4,0.40,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
773,Rubén Duarte,es ESP,DF,Alavés,es La Liga,27,1995,20.9,32,1.54,21,8,1,1,1,0,2,0.10,1,1,0,0,0,0,Matches
774,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,34,1989,22.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
775,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,29,1994,30.0,109,3.64,51,40,5,9,3,1,14,0.47,7,5,0,1,1,0,Matches
776,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,28,1994,27.3,93,3.41,53,27,2,3,5,3,9,0.33,5,2,0,0,1,1,Matches
777,Denzel Dumfries,nl NED,DF,Inter,it Serie A,27,1996,18.2,47,2.59,37,3,3,1,3,0,8,0.44,5,0,1,0,2,0,Matches
778,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,31,1991,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
779,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,30,1993,21.0,60,2.86,44,11,2,2,0,1,10,0.48,6,2,0,2,0,0,Matches
780,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,31,1991,31.9,48,1.51,39,3,0,6,0,0,7,0.22,6,0,0,1,0,0,Matches
781,Jáder Durán,co COL,"FW,MF",Aston Villa,eng Premier League,19,2003,5.3,12,2.27,8,0,1,1,1,1,4,0.76,1,0,1,0,1,1,Matches
782,Julien Duranville,be BEL,"FW,MF",Dortmund,de Bundesliga,17,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
783,Hugo Duro,es ESP,FW,Valencia,es La Liga,23,1999,33.1,49,1.48,25,0,4,5,14,1,9,0.27,4,0,1,1,3,0,Matches
784,Jean-Kevin Duverne,ht HAI,DF,Nantes,fr Ligue 1,26,1997,15.0,12,0.80,10,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
785,Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,29,1993,21.8,95,4.36,56,25,3,4,6,1,19,0.87,12,4,2,0,1,0,Matches
786,Aron Dønnum,no NOR,"FW,MF",Toulouse,fr Ligue 1,25,1998,17.7,53,2.99,30,4,3,7,7,2,4,0.23,3,0,0,0,1,0,Matches
787,George Earthy,eng ENG,FW,West Ham,eng Premier League,18,2004,0.4,2,5.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
788,Simon Ebonog,cm CMR,MF,Le Havre,fr Ligue 1,18,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
789,Festy Ebosele,ie IRL,DF,Udinese,it Serie A,20,2002,18.9,55,2.91,30,1,10,2,12,0,4,0.21,0,0,1,0,3,0,Matches
790,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,24,1999,0.1,1,11.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
791,Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,27,1995,12.2,17,1.39,14,2,0,0,1,0,1,0.08,1,0,0,0,0,0,Matches
792,Ederson,br BRA,GK,Manchester City,eng Premier League,29,1993,30.9,7,0.23,5,2,0,0,0,0,2,0.06,2,0,0,0,0,0,Matches
793,Éderson,br BRA,MF,Atalanta,it Serie A,24,1999,31.9,71,2.23,61,3,5,0,1,1,6,0.19,6,0,0,0,0,0,Matches
794,Odsonne Édouard,fr FRA,"FW,MF",Crystal Palace,eng Premier League,25,1998,17.3,45,2.60,29,0,7,7,1,1,2,0.12,2,0,0,0,0,0,Matches
795,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,30,1992,5.4,1,0.19,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
796,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,26,1996,32.4,74,2.29,62,0,3,7,1,1,3,0.09,2,0,0,1,0,0,Matches
797,Lilian Egloff,de GER,"MF,DF",Stuttgart,de Bundesliga,20,2002,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
798,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,28,1995,10.6,23,2.17,14,0,2,3,4,0,2,0.19,2,0,0,0,0,0,Matches
799,Hjalmar Ekdal,se SWE,DF,Burnley,eng Premier League,24,1998,4.9,2,0.41,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
800,Hugo Ekitike,fr FRA,FW,Paris S-G,fr Ligue 1,21,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
801,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,21,2002,8.0,28,3.52,13,0,6,3,5,1,4,0.50,2,0,1,0,1,0,Matches
802,Emmanuel Ekong,se SWE,FW,Empoli,it Serie A,21,2002,0.1,1,18.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
803,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,29,1994,12.6,35,2.79,17,0,5,4,9,0,3,0.24,1,0,1,0,1,0,Matches
804,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,eng Premier League,21,2002,27.0,70,2.59,53,0,6,6,4,1,13,0.48,12,0,0,0,0,1,Matches
805,Simon Elisor,fr FRA,FW,Metz,fr Ligue 1,24,1999,8.5,19,2.24,13,0,1,1,4,0,1,0.12,1,0,0,0,0,0,Matches
806,Harvey Elliott,eng ENG,"MF,FW",Liverpool,eng Premier League,20,2003,15.0,78,5.19,61,9,2,3,1,2,10,0.67,6,1,1,0,1,1,Matches
807,Elif Elmas,mk MKD,"FW,MF",Napoli,it Serie A,23,1999,3.8,9,2.40,7,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
808,Elif Elmas,mk MKD,"MF,FW",RB Leipzig,de Bundesliga,23,1999,3.0,7,2.36,5,0,2,0,0,0,1,0.34,1,0,0,0,0,0,Matches
809,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,31,1992,0.3,1,3.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
810,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,29,1994,9.0,13,1.44,7,2,0,3,0,1,2,0.22,0,0,0,2,0,0,Matches
811,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,26,1996,27.6,22,0.80,20,0,0,2,0,0,3,0.11,3,0,0,0,0,0,Matches
812,Adri Embarba,es ESP,"FW,MF",Almería,es La Liga,31,1992,27.5,108,3.93,59,25,8,6,6,4,8,0.29,4,1,0,3,0,0,Matches
813,Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,26,1997,2.0,10,4.95,8,0,2,0,0,0,1,0.49,1,0,0,0,0,0,Matches
814,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,20,2003,23.1,28,1.21,16,0,5,3,4,0,5,0.22,1,0,1,2,1,0,Matches
815,Emerson,br BRA,DF,Tottenham,eng Premier League,24,1999,12.9,21,1.63,15,2,0,1,2,1,3,0.23,1,2,0,0,0,0,Matches
816,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,26,1997,28.6,22,0.77,13,0,1,4,2,2,8,0.28,4,0,0,1,1,2,Matches
817,Julio Enciso,py PAR,"MF,FW",Brighton,eng Premier League,19,2004,5.3,23,4.34,15,0,5,3,0,0,2,0.38,2,0,0,0,0,0,Matches
818,Wataru Endo,jp JPN,MF,Liverpool,eng Premier League,30,1993,19.1,54,2.82,43,0,2,4,2,3,3,0.16,3,0,0,0,0,0,Matches
819,Arne Engels,be BEL,"MF,DF",Augsburg,de Bundesliga,19,2003,15.6,40,2.56,28,8,0,2,2,0,8,0.51,5,1,0,0,2,0,Matches
820,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,31,1992,12.7,46,3.63,36,8,0,0,0,2,3,0.24,2,0,0,0,0,1,Matches
821,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,25,1998,29.1,12,0.41,8,1,0,1,2,0,1,0.03,0,1,0,0,0,0,Matches
822,Gonzalo Escalante,ar ARG,MF,Cádiz,es La Liga,30,1993,18.9,21,1.11,18,0,0,1,0,2,2,0.11,2,0,0,0,0,0,Matches
823,Aarón Escandell,es ESP,GK,Las Palmas,es La Liga,27,1995,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
824,Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,31,1992,27.9,54,1.94,44,3,3,3,0,1,1,0.04,1,0,0,0,0,0,Matches
825,Bernardo Espinosa,co COL,DF,Girona,es La Liga,34,1989,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
826,Maxime Estève,fr FRA,DF,Burnley,eng Premier League,21,2002,14.5,8,0.55,6,0,0,0,2,0,1,0.07,1,0,0,0,0,0,Matches
827,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,21,2002,11.1,11,0.93,9,1,0,1,0,0,1,0.08,1,0,0,0,0,0,Matches
828,Oscar Estupiñan,co COL,FW,Metz,fr Ligue 1,26,1996,2.9,2,0.69,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
829,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,25,1998,13.8,42,3.04,37,3,1,1,0,0,2,0.14,2,0,0,0,0,0,Matches
830,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,35,1988,15.5,11,0.71,11,0,0,0,0,0,2,0.13,2,0,0,0,0,0,Matches
831,Etta Eyong,cm CMR,FW,Cádiz,es La Liga,19,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
832,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,25,1998,22.8,110,4.82,54,27,11,7,10,1,11,0.48,8,0,1,0,2,0,Matches
833,Abde Ezzalzouli,ma MAR,"FW,MF",Barcelona,es La Liga,21,2001,0.8,2,2.65,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
834,Abde Ezzalzouli,ma MAR,FW,Betis,es La Liga,21,2001,9.6,20,2.08,12,1,3,1,3,0,2,0.21,1,1,0,0,0,0,Matches
835,Giovanni Fabbian,it ITA,"MF,FW",Bologna,it Serie A,20,2003,11.7,23,1.96,18,0,1,3,0,1,2,0.17,1,0,1,0,0,0,Matches
836,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,38,1985,8.0,1,0.12,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
837,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,22,2001,4.9,16,3.29,9,6,0,1,0,0,2,0.41,1,1,0,0,0,0,Matches
838,Romain Faivre,fr FRA,"MF,FW",Bournemouth,eng Premier League,25,1998,0.5,1,2.20,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
839,Romain Faivre,fr FRA,"MF,FW",Lorient,fr Ligue 1,25,1998,16.1,43,2.66,28,7,3,3,2,0,6,0.37,4,0,0,2,0,0,Matches
840,Ilhan Fakili,fr FRA,"MF,FW",Clermont Foot,fr Ligue 1,17,2006,1.0,2,1.91,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
841,Radamel Falcao,co COL,"FW,DF",Rayo Vallecano,es La Liga,37,1986,4.5,13,2.87,8,0,0,1,3,1,0,0.00,0,0,0,0,0,0,Matches
842,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,28,1995,38.0,2,0.05,0,1,0,0,1,0,1,0.03,0,0,0,0,1,0,Matches
843,Fali,es ESP,DF,Cádiz,es La Liga,29,1993,28.3,17,0.60,15,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
844,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,31,1991,6.7,21,3.13,14,5,0,0,1,1,2,0.30,2,0,0,0,0,0,Matches
845,Davide Faraoni,it ITA,DF,Fiorentina,it Serie A,31,1991,4.4,8,1.84,7,0,0,1,0,0,1,0.23,1,0,0,0,0,0,Matches
846,Ansu Fati,es ESP,"MF,FW",Brighton,eng Premier League,20,2002,5.8,23,3.96,16,0,1,5,0,1,3,0.52,2,0,0,1,0,0,Matches
847,Ansu Fati,es ESP,"MF,FW",Barcelona,es La Liga,20,2002,0.6,1,1.80,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
848,Khalil Fayad,fr FRA,"FW,MF",Montpellier,fr Ligue 1,19,2004,11.4,19,1.67,10,0,0,2,6,1,0,0.00,0,0,0,0,0,0,Matches
849,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,36,1987,15.1,9,0.60,7,0,0,2,0,0,2,0.13,1,0,0,1,0,0,Matches
850,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,20,2003,13.7,48,3.51,29,9,2,0,5,3,4,0.29,2,0,1,0,1,0,Matches
851,Nabil Fekir,fr FRA,"MF,FW",Betis,es La Liga,30,1993,11.7,60,5.14,38,11,3,3,5,0,3,0.26,2,0,1,0,0,0,Matches
852,Felipe,br BRA,DF,Nott'ham Forest,eng Premier League,34,1989,4.2,4,0.97,2,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
853,Luiz Felipe,it ITA,DF,Betis,es La Liga,26,1997,4.0,2,0.50,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
854,João Félix,pt POR,FW,Barcelona,es La Liga,23,1999,17.1,62,3.62,43,0,7,9,2,1,9,0.53,4,0,2,3,0,0,Matches
855,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,25,1997,32.5,20,0.62,12,2,0,2,1,3,0,0.00,0,0,0,0,0,0,Matches
856,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,32,1991,17.6,31,1.76,26,4,0,0,0,1,4,0.23,3,1,0,0,0,0,Matches
857,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,18,2004,15.2,22,1.45,15,0,2,1,3,1,1,0.07,0,0,0,0,1,0,Matches
858,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,23,1999,30.1,83,2.75,67,2,2,5,6,1,9,0.30,6,0,1,0,2,0,Matches
859,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,eng Premier League,28,1994,34.6,210,6.06,143,48,7,9,1,2,19,0.55,12,3,2,2,0,0,Matches
860,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,27,1996,14.3,35,2.44,15,15,1,3,0,1,2,0.14,1,1,0,0,0,0,Matches
861,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,32,1991,6.1,1,0.16,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
862,Álex Fernández,es ESP,MF,Cádiz,es La Liga,30,1992,14.3,26,1.82,17,7,0,2,0,0,2,0.14,2,0,0,0,0,0,Matches
863,Carlos Fernández,es ESP,FW,Real Sociedad,es La Liga,27,1996,4.5,3,0.66,2,0,0,0,0,1,1,0.22,1,0,0,0,0,0,Matches
864,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,22,2001,24.5,82,3.34,69,5,0,3,5,0,7,0.29,5,1,0,0,1,0,Matches
865,Raúl Fernández,es ESP,GK,Granada,es La Liga,35,1988,3.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
866,Valery Fernández,es ESP,"MF,FW",Girona,es La Liga,23,1999,5.6,14,2.49,10,1,2,0,1,0,3,0.53,1,0,1,0,1,0,Matches
867,Fernando,es ESP,GK,Almería,es La Liga,33,1990,4.0,1,0.25,1,0,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches
868,Fernando,br BRA,MF,Sevilla,es La Liga,36,1987,5.1,8,1.57,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
869,Ichem Ferrah,fr FRA,FW,Lille,fr Ligue 1,17,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
870,Andrea Ferraris,it ITA,MF,Monza,it Serie A,20,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
871,André Ferreira,pt POR,GK,Granada,es La Liga,27,1996,14.9,2,0.13,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
872,João Ferreira,pt POR,DF,Udinese,it Serie A,22,2001,20.2,34,1.68,25,4,0,0,1,4,2,0.10,1,1,0,0,0,0,Matches
873,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,31,1992,22.6,67,2.97,58,2,2,1,3,1,2,0.09,2,0,0,0,0,0,Matches
874,Nacho Ferri,es ESP,"FW,MF",Eint Frankfurt,de Bundesliga,18,2004,0.8,2,2.43,1,0,0,1,0,0,1,1.22,1,0,0,0,0,0,Matches
875,Rachad Fettal,ma MAR,FW,Almería,es La Liga,18,2005,0.2,2,10.59,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
876,Seydou Fini,it ITA,"DF,FW",Genoa,it Serie A,17,2006,0.4,1,2.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
877,Max Finkgräfe,de GER,"DF,FW",Köln,de Bundesliga,19,2004,19.5,40,2.05,27,6,3,1,1,2,1,0.05,1,0,0,0,0,0,Matches
878,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,33,1990,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
879,Kilian Fischer,de GER,"DF,MF",Wolfsburg,de Bundesliga,22,2000,3.2,6,1.85,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
880,John Fleck,sct SCO,"MF,DF",Sheffield Utd,eng Premier League,31,1991,1.0,4,3.91,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
881,Mark Flekken,nl NED,GK,Brentford,eng Premier League,30,1993,36.5,10,0.27,3,7,0,0,0,0,3,0.08,1,2,0,0,0,0,Matches
882,Alessandro Florenzi,it ITA,DF,Milan,it Serie A,32,1991,19.2,85,4.41,47,28,0,7,1,2,7,0.36,2,4,0,1,0,0,Matches
883,Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,23,2000,31.7,144,4.54,111,9,9,6,8,1,21,0.66,16,1,1,0,3,0,Matches
884,Wes Foderingham,eng ENG,GK,Sheffield Utd,eng Premier League,32,1991,29.4,4,0.14,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
885,Malick Fofana,be BEL,FW,Lyon,fr Ligue 1,18,2005,6.2,19,3.05,11,0,2,3,2,1,3,0.48,1,0,0,1,1,0,Matches
886,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,24,1999,30.0,100,3.34,79,3,2,11,2,3,10,0.33,6,0,0,4,0,0,Matches
887,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,27,1996,31.0,50,1.61,37,8,2,1,2,0,5,0.16,4,1,0,0,0,0,Matches
888,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,28,1994,20.4,30,1.48,27,2,0,1,0,0,6,0.30,6,0,0,0,0,0,Matches
889,Michael Folorunsho,it ITA,"MF,FW",Hellas Verona,it Serie A,25,1998,30.9,46,1.49,34,0,4,1,7,0,3,0.10,1,0,2,0,0,0,Matches
890,Tiago Fonseca Morais,pt POR,FW,Lille,fr Ligue 1,19,2003,0.5,1,1.96,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
891,Pablo Fornals,es ESP,"MF,FW",West Ham,eng Premier League,27,1996,4.7,16,3.37,13,0,0,0,1,2,1,0.21,0,0,0,0,0,1,Matches
892,Pablo Fornals,es ESP,"FW,MF",Betis,es La Liga,27,1996,12.8,45,3.53,37,3,2,2,1,0,6,0.47,5,0,0,1,0,0,Matches
893,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,31,1991,5.2,16,3.10,11,2,0,3,0,0,4,0.78,3,0,0,1,0,0,Matches
894,Omari Forson,eng ENG,FW,Manchester Utd,eng Premier League,19,2004,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
895,Philipp Förster,de GER,"MF,FW",Bochum,de Bundesliga,28,1995,4.3,19,4.45,8,7,0,2,1,1,0,0.00,0,0,0,0,0,0,Matches
896,Héctor Fort,es ESP,DF,Barcelona,es La Liga,16,2006,3.5,5,1.41,5,0,0,0,0,0,3,0.85,3,0,0,0,0,0,Matches
897,Lyle Foster,za RSA,"FW,MF",Burnley,eng Premier League,22,2000,21.1,41,1.95,35,0,2,3,1,0,4,0.19,4,0,0,0,0,0,Matches
898,Dimitri Foulquier,fr FRA,"DF,MF",Valencia,es La Liga,30,1993,20.5,27,1.32,21,2,0,0,1,3,2,0.10,2,0,0,0,0,0,Matches
899,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,25,1998,11.8,12,1.02,9,1,1,1,0,0,1,0.08,1,0,0,0,0,0,Matches
900,Matheus França,br BRA,"MF,FW",Crystal Palace,eng Premier League,19,2004,2.6,8,3.10,4,3,0,0,1,0,2,0.78,1,0,0,0,1,0,Matches
901,Bartol Franjić,hr CRO,MF,Darmstadt 98,de Bundesliga,23,2000,13.7,17,1.24,14,1,0,0,0,2,2,0.15,2,0,0,0,0,0,Matches
902,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,28,1995,24.4,76,3.12,63,8,2,2,0,1,4,0.16,3,0,0,1,0,0,Matches
903,Nathan Fraser,ie IRL,FW,Wolves,eng Premier League,18,2005,2.1,6,2.92,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
904,Davide Frattesi,it ITA,MF,Inter,it Serie A,23,1999,10.6,26,2.45,21,0,0,3,2,0,6,0.57,4,0,0,1,1,0,Matches
905,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,22,2001,34.9,59,1.69,44,0,1,4,6,4,9,0.26,8,0,0,1,0,0,Matches
906,Remo Freuler,ch SUI,MF,Bologna,it Serie A,31,1992,29.2,56,1.92,50,2,1,1,1,1,5,0.17,4,0,0,1,0,0,Matches
907,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,25,1998,24.4,4,0.16,4,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
908,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,27,1995,17.4,14,0.81,11,0,1,2,0,0,1,0.06,1,0,0,0,0,0,Matches
909,Jeremie Frimpong,nl NED,DF,Leverkusen,de Bundesliga,22,2000,25.0,84,3.36,59,0,15,5,5,0,9,0.36,6,0,2,0,1,0,Matches
910,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,26,1997,17.2,51,2.96,38,3,4,3,2,1,1,0.06,0,0,0,1,0,0,Matches
911,Chris Führich,de GER,"FW,MF",Stuttgart,de Bundesliga,25,1998,28.5,137,4.80,93,17,15,9,2,1,17,0.60,14,1,2,0,0,0,Matches
