Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
2076,Andy Pelmard,mg MAD,DF,Clermont Foot,fr Ligue 1,23,2000,33.2,21,0.63,18,1,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2077,Aurélien Pelon,fr FRA,DF,Lorient,fr Ligue 1,19,2004,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2078,Faris Pemi Moumbagna,cm CMR,FW,Marseille,fr Ligue 1,23,2000,6.1,15,2.47,11,0,0,2,2,0,2,0.33,1,0,0,0,1,0,Matches
2079,Iñaki Peña,es ESP,GK,Barcelona,es La Liga,24,1999,10.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2080,Marcos Peña,es ESP,MF,Almería,es La Liga,18,2005,4.9,3,0.61,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
2081,Rubén Peña,es ESP,"DF,FW",Osasuna,es La Liga,32,1991,23.2,61,2.63,49,1,6,2,2,1,3,0.13,2,0,0,1,0,0,Matches
2082,Pepín,gq EQG,"MF,FW",Monza,it Serie A,26,1996,2.7,7,2.64,5,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
2083,Alberto Perea,es ESP,"MF,FW",Granada,es La Liga,32,1990,0.0,2,90.00,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2084,Andreas Pereira,br BRA,MF,Fulham,eng Premier League,27,1996,29.0,137,4.72,80,48,3,3,3,0,15,0.52,10,4,1,0,0,0,Matches
2085,Danilo Pereira,pt POR,DF,Paris S-G,fr Ligue 1,31,1991,22.2,14,0.63,14,0,0,0,0,0,2,0.09,2,0,0,0,0,0,Matches
2086,Mathias Pereira Lage,pt POR,"FW,MF",Brest,fr Ligue 1,26,1996,13.2,37,2.81,19,9,2,1,4,2,5,0.38,2,2,0,0,0,1,Matches
2087,Pedro Pereira,pt POR,DF,Monza,it Serie A,25,1998,9.3,26,2.78,24,0,1,1,0,0,2,0.21,2,0,0,0,0,0,Matches
2088,Daniel Peretz,il ISR,GK,Bayern Munich,de Bundesliga,23,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2089,Roberto Pereyra,ar ARG,"FW,MF",Udinese,it Serie A,32,1991,20.6,53,2.56,40,1,5,3,2,2,7,0.34,4,0,1,0,1,1,Matches
2090,Ayoze Pérez,es ESP,FW,Betis,es La Liga,30,1993,25.5,90,3.53,55,0,12,12,6,5,5,0.20,2,0,1,0,1,1,Matches
2091,Carles Pérez,es ESP,"MF,DF",Celta Vigo,es La Liga,25,1998,8.6,29,3.38,20,0,5,0,4,0,3,0.35,2,0,1,0,0,0,Matches
2092,Francisco Perez,es ESP,"MF,FW",Valencia,es La Liga,20,2002,22.8,40,1.76,33,0,3,1,2,1,7,0.31,5,0,1,1,0,0,Matches
2093,Kike Pérez,es ESP,"MF,FW",Rayo Vallecano,es La Liga,26,1997,9.3,27,2.91,20,0,0,1,6,0,1,0.11,1,0,0,0,0,0,Matches
2094,Nehuén Pérez,ar ARG,DF,Udinese,it Serie A,23,2000,36.0,39,1.08,34,1,1,3,0,0,5,0.14,5,0,0,0,0,0,Matches
2095,Matteo Perez Vinlöf,se SWE,FW,Bayern Munich,de Bundesliga,17,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2096,Simone Perilli,it ITA,GK,Hellas Verona,it Serie A,28,1995,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2097,Mattia Perin,it ITA,GK,Juventus,it Serie A,30,1992,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2098,Samuele Perisan,it ITA,GK,Empoli,it Serie A,25,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2099,Ivan Perišić,hr CRO,FW,Tottenham,eng Premier League,34,1989,1.1,8,6.99,6,1,1,0,0,0,2,1.75,1,1,0,0,0,0,Matches
2100,Romain Perraud,fr FRA,"DF,FW",Nice,fr Ligue 1,25,1997,4.1,5,1.22,4,1,0,0,0,0,2,0.49,1,1,0,0,0,0,Matches
2101,Lucas Perrin,fr FRA,DF,Strasbourg,fr Ligue 1,24,1998,30.3,14,0.46,12,0,0,1,1,0,1,0.03,1,0,0,0,0,0,Matches
2102,Máximo Perrone,ar ARG,MF,Las Palmas,es La Liga,20,2003,18.0,29,1.61,28,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2103,Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,35,1987,9.0,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2104,Matteo Pessina,it ITA,MF,Monza,it Serie A,26,1997,35.8,74,2.07,64,0,1,5,2,2,8,0.22,7,0,0,1,0,0,Matches
2105,Andrea Petagna,it ITA,FW,Cagliari,it Serie A,28,1995,11.1,30,2.71,24,0,1,3,2,0,3,0.27,1,0,1,1,0,0,Matches
2106,Denis Petrić,rs SRB,GK,Nantes,fr Ligue 1,35,1988,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2107,Njegoš Petrović,rs SRB,"MF,FW",Granada,es La Liga,24,1999,1.7,4,2.29,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2108,Đorđe Petrović,rs SRB,GK,Chelsea,eng Premier League,23,1999,22.1,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2109,Jens Petter Hauge,no NOR,"MF,FW",Eint Frankfurt,de Bundesliga,23,1999,1.6,3,1.84,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2110,Germán Pezzella,ar ARG,DF,Betis,es La Liga,32,1991,30.7,15,0.49,13,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2111,Giuseppe Pezzella,it ITA,DF,Empoli,it Serie A,25,1997,12.1,19,1.58,16,1,1,1,0,0,1,0.08,0,1,0,0,0,0,Matches
2112,Luca Pfeiffer,de GER,"FW,MF",Darmstadt 98,de Bundesliga,26,1996,18.0,49,2.73,33,1,2,8,5,0,6,0.33,4,0,0,2,0,0,Matches
2113,Patric Pfeiffer,de GER,DF,Augsburg,de Bundesliga,23,1999,5.7,7,1.23,4,0,0,3,0,0,1,0.18,1,0,0,0,0,0,Matches
2114,Maximilian Philipp,de GER,"FW,MF",Freiburg,de Bundesliga,29,1994,3.6,8,2.22,7,0,0,1,0,0,1,0.28,0,0,0,1,0,0,Matches
2115,Kalvin Phillips,eng ENG,MF,West Ham,eng Premier League,27,1995,3.4,5,1.46,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2116,Kalvin Phillips,eng ENG,MF,Manchester City,eng Premier League,27,1995,1.0,1,0.98,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2117,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,eng Premier League,21,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2118,Kamil Piątkowski,pl POL,DF,Granada,es La Liga,23,2000,5.6,2,0.36,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2119,Roberto Piccoli,it ITA,FW,Empoli,it Serie A,22,2001,0.4,2,4.74,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
2120,Roberto Piccoli,it ITA,FW,Lecce,it Serie A,22,2001,15.3,32,2.09,20,0,3,8,1,0,2,0.13,1,0,0,0,1,0,Matches
2121,Florian Pick,de GER,"MF,FW",Heidenheim,de Bundesliga,27,1995,3.6,17,4.65,9,4,4,0,0,0,1,0.27,1,0,0,0,0,0,Matches
2122,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,29,1994,38.0,24,0.63,14,10,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2123,Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,25,1998,6.6,6,0.92,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2124,Marvin Pieringer,de GER,"MF,FW",Heidenheim,de Bundesliga,23,1999,16.8,29,1.72,23,0,1,3,2,0,4,0.24,3,0,0,1,0,0,Matches
2125,Santiago Pierotti,ar ARG,"MF,FW",Lecce,it Serie A,22,2001,2.2,12,5.37,5,0,3,2,2,0,2,0.90,1,0,1,0,0,0,Matches
2126,Niccolò Pierozzi,it ITA,DF,Salernitana,it Serie A,21,2001,9.7,9,0.93,5,0,0,2,2,0,2,0.21,0,0,0,1,1,0,Matches
2127,Ronaël Pierre-Gabriel,fr FRA,DF,Nantes,fr Ligue 1,25,1998,6.6,4,0.60,1,0,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches
2128,Andrea Pinamonti,it ITA,FW,Sassuolo,it Serie A,24,1999,34.2,59,1.73,37,0,3,6,11,2,8,0.23,4,0,1,0,2,1,Matches
2129,Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,30,1993,28.0,24,0.86,16,1,0,6,0,1,1,0.04,1,0,0,0,0,0,Matches
2130,Yeremi Pino,es ESP,"MF,FW",Villarreal,es La Liga,20,2002,5.3,13,2.46,10,0,1,2,0,0,0,0.00,0,0,0,0,0,0,Matches
2131,Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,33,1990,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2132,Lorenzo Pirola,it ITA,DF,Salernitana,it Serie A,21,2002,22.1,9,0.41,5,0,0,1,1,2,0,0.00,0,0,0,0,0,0,Matches
2133,Niccolò Pisilli,it ITA,MF,Roma,it Serie A,18,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2134,Alassane Pléa,fr FRA,"FW,MF",Gladbach,de Bundesliga,30,1993,21.3,77,3.62,55,6,5,4,7,0,11,0.52,7,1,2,0,1,0,Matches
2135,Tommaso Pobega,it ITA,MF,Milan,it Serie A,24,1999,3.5,4,1.13,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2136,Paul Pogba,fr FRA,MF,Juventus,it Serie A,30,1993,0.6,2,3.33,2,0,0,0,0,0,1,1.67,1,0,0,0,0,0,Matches
2137,Ole Pohlmann,de GER,MF,Dortmund,de Bundesliga,22,2001,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2138,Matteo Politano,it ITA,FW,Napoli,it Serie A,29,1993,26.2,142,5.41,100,16,6,14,6,0,15,0.57,10,2,2,0,1,0,Matches
2139,Sebastian Polter,de GER,FW,Darmstadt 98,de Bundesliga,32,1991,5.0,10,2.02,7,1,0,1,1,0,2,0.40,2,0,0,0,0,0,Matches
2140,Julien Ponceau,fr FRA,MF,Lorient,fr Ligue 1,22,2000,24.9,83,3.33,58,7,7,6,4,1,8,0.32,6,0,0,2,0,0,Matches
2141,Marin Pongračić,hr CRO,DF,Lecce,it Serie A,25,1997,35.8,32,0.89,24,3,1,1,1,2,2,0.06,2,0,0,0,0,0,Matches
2142,Nick Pope,eng ENG,GK,Newcastle Utd,eng Premier League,31,1992,14.9,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2143,Pedro Porro,es ESP,DF,Tottenham,eng Premier League,23,1999,34.3,107,3.12,66,28,4,5,4,0,12,0.35,9,3,0,0,0,0,Matches
2144,Portu,es ESP,FW,Getafe,es La Liga,31,1992,1.1,2,1.86,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2145,Portu,es ESP,"MF,FW",Girona,es La Liga,31,1992,13.2,29,2.20,22,1,2,2,2,0,9,0.68,7,0,1,0,1,0,Matches
2146,Stefan Posch,at AUT,DF,Bologna,it Serie A,26,1997,26.8,44,1.64,36,5,1,2,0,0,4,0.15,3,0,0,1,0,0,Matches
2147,Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,29,1994,13.5,37,2.74,25,0,4,4,4,0,5,0.37,4,0,1,0,0,0,Matches
2148,José Pozo,es ESP,MF,Rayo Vallecano,es La Liga,27,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2149,Alejandro Pozo Pozo,es ESP,"DF,MF",Almería,es La Liga,24,1999,10.8,25,2.31,18,3,1,2,1,0,3,0.28,1,1,0,1,0,0,Matches
2150,Beñat Prados,es ESP,"MF,DF",Athletic Club,es La Liga,22,2001,16.1,21,1.30,20,0,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches
2151,Matteo Prati,it ITA,MF,Cagliari,it Serie A,19,2003,21.9,51,2.33,42,2,1,4,1,1,4,0.18,4,0,0,0,0,0,Matches
2152,Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,30,1992,14.1,23,1.63,16,1,1,3,1,1,3,0.21,3,0,0,0,0,0,Matches
2153,Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,29,1993,1.0,4,4.09,4,0,0,0,0,0,1,1.02,1,0,0,0,0,0,Matches
2154,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,28,1995,23.8,44,1.85,33,0,2,4,3,2,8,0.34,7,0,0,1,0,0,Matches
2155,Ivan Provedel,it ITA,GK,Lazio,it Serie A,29,1994,30.0,3,0.10,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2156,Marc Pubill,es ESP,DF,Almería,es La Liga,20,2003,20.9,42,2.01,34,1,2,4,0,1,4,0.19,4,0,0,0,0,0,Matches
2157,Gustavo Puerta,co COL,"DF,MF",Leverkusen,de Bundesliga,20,2003,0.5,2,3.91,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2158,Antonio Puertas,es ESP,"MF,FW",Granada,es La Liga,31,1992,8.1,29,3.57,15,0,4,3,6,1,1,0.12,1,0,0,0,0,0,Matches
2159,Arnau Puigmal,es ESP,"FW,DF",Almería,es La Liga,22,2001,2.8,4,1.42,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2160,Christian Pulisic,us USA,"FW,MF",Milan,it Serie A,24,1998,28.9,90,3.11,59,9,8,6,6,2,17,0.59,13,0,2,0,1,1,Matches
2161,George Pușcaș,ro ROU,FW,Genoa,it Serie A,27,1996,2.1,5,2.37,3,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2162,Jarell Quansah,eng ENG,DF,Liverpool,eng Premier League,20,2003,13.2,13,0.98,13,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
2163,Domingos Quina,pt POR,MF,Udinese,it Serie A,23,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2164,Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,28,1995,29.5,64,2.17,54,0,2,4,4,0,5,0.17,4,0,1,0,0,0,Matches
2165,Uroš Račić,rs SRB,MF,Sassuolo,it Serie A,25,1998,9.1,17,1.86,13,0,0,3,1,0,3,0.33,2,0,0,1,0,0,Matches
2166,Nemanja Radonjić,rs SRB,"MF,FW",Torino,it Serie A,27,1996,4.2,9,2.17,5,0,2,2,0,0,1,0.24,0,0,1,0,0,0,Matches
2167,Nemanja Radonjić,rs SRB,"MF,DF",Mallorca,es La Liga,27,1996,3.9,19,4.84,8,2,6,3,0,0,1,0.25,0,0,1,0,0,0,Matches
2168,Aleksandar Radovanović,rs SRB,DF,Almería,es La Liga,29,1993,6.3,2,0.32,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2169,Ionuț Radu,ro ROU,GK,Bournemouth,eng Premier League,26,1997,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2170,Boris Radunović,rs SRB,GK,Cagliari,it Serie A,27,1996,7.0,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2171,Hamza Rafia,tn TUN,MF,Lecce,it Serie A,24,1999,13.4,33,2.47,19,3,1,3,3,4,2,0.15,1,0,0,0,0,1,Matches
2172,Abdellah Raihani,ma MAR,FW,Atlético Madrid,es La Liga,19,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2173,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,31,1991,24.4,22,0.90,16,0,0,6,0,0,6,0.25,4,0,0,2,0,0,Matches
2174,Luca Raimund,de GER,"FW,MF",Stuttgart,de Bundesliga,18,2005,0.3,3,9.00,1,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
2175,Predrag Rajković,rs SRB,GK,Mallorca,es La Liga,27,1995,36.0,9,0.25,5,4,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
2176,Jesurun Rak Sakyi,eng ENG,"MF,FW",Crystal Palace,eng Premier League,20,2002,1.5,6,3.97,4,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2177,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,35,1988,15.8,80,5.05,47,27,1,2,3,0,1,0.06,0,1,0,0,0,0,Matches
2178,Ylber Ramadani,al ALB,MF,Lecce,it Serie A,27,1996,33.0,55,1.67,43,1,2,6,2,1,0,0.00,0,0,0,0,0,0,Matches
2179,Largie Ramazani,be BEL,"FW,MF",Almería,es La Liga,22,2001,17.3,57,3.29,36,1,7,7,5,1,10,0.58,7,0,2,0,1,0,Matches
2180,Benito Ramírez,es ESP,"FW,MF",Las Palmas,es La Liga,28,1995,4.3,8,1.87,5,0,1,1,1,0,2,0.47,1,0,0,1,0,0,Matches
2181,Sandro Ramírez,es ESP,FW,Las Palmas,es La Liga,28,1995,20.1,77,3.84,41,17,4,7,6,2,5,0.25,3,1,0,0,1,0,Matches
2182,Chris Ramos,es ESP,"FW,MF",Cádiz,es La Liga,26,1997,29.0,39,1.34,17,0,7,7,7,1,2,0.07,0,0,0,0,2,0,Matches
2183,Gonçalo Ramos,pt POR,FW,Paris S-G,fr Ligue 1,22,2001,15.8,34,2.16,22,0,1,3,4,4,6,0.38,3,0,0,0,3,0,Matches
2184,Sergio Ramos,es ESP,DF,Sevilla,es La Liga,37,1986,28.0,21,0.75,17,0,0,3,1,0,3,0.11,2,0,0,1,0,0,Matches
2185,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,25,1998,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2186,Aaron Ramsey,eng ENG,"MF,FW",Burnley,eng Premier League,20,2003,5.9,5,0.85,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2187,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,eng Premier League,22,2001,9.5,29,3.06,23,2,1,2,0,1,3,0.32,2,1,0,0,0,0,Matches
2188,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,24,1999,22.9,22,0.96,19,1,0,2,0,0,2,0.09,1,1,0,0,0,0,Matches
2189,Filippo Ranocchia,it ITA,"MF,DF",Empoli,it Serie A,22,2001,5.3,8,1.51,6,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2190,Grant Ranos,am ARM,"MF,FW",Gladbach,de Bundesliga,20,2003,0.5,2,3.60,2,0,0,0,0,0,1,1.80,1,0,0,0,0,0,Matches
2191,Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,26,1996,15.2,89,5.86,47,20,6,8,7,1,13,0.86,9,3,0,1,0,0,Matches
2192,Nicolai Rapp,de GER,DF,Werder Bremen,de Bundesliga,26,1996,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2193,Elba Rashani,xk KVX,"MF,FW",Clermont Foot,fr Ligue 1,30,1993,13.1,29,2.22,22,0,1,2,3,1,2,0.15,1,0,0,0,1,0,Matches
2194,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,25,1997,25.2,87,3.45,57,1,16,7,6,0,12,0.48,10,0,1,0,1,0,Matches
2195,Giacomo Raspadori,it ITA,"FW,MF",Napoli,it Serie A,23,2000,17.6,75,4.25,49,11,4,7,3,1,3,0.17,3,0,0,0,0,0,Matches
2196,Andrei Ratiu,ro ROU,"DF,MF",Rayo Vallecano,es La Liga,25,1998,7.0,11,1.57,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
2197,Raúl,es ESP,FW,Osasuna,es La Liga,22,2000,15.1,22,1.46,16,0,0,4,2,0,2,0.13,2,0,0,0,0,0,Matches
2198,David Raum,de GER,DF,RB Leipzig,de Bundesliga,25,1998,30.4,101,3.32,58,35,6,1,1,0,13,0.43,5,6,2,0,0,0,Matches
2199,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,23,1999,5.9,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2200,David Raya,es ESP,GK,Arsenal,eng Premier League,27,1995,32.0,4,0.12,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2201,Tim Ream,us USA,DF,Fulham,eng Premier League,35,1987,16.7,10,0.60,9,1,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
2202,Abde Rebbach,dz ALG,"FW,MF",Alavés,es La Liga,24,1998,8.0,29,3.61,15,7,4,2,1,0,0,0.00,0,0,0,0,0,0,Matches
2203,Nathan Redmond,eng ENG,"FW,MF",Burnley,eng Premier League,29,1994,1.6,8,5.07,6,0,1,0,1,0,1,0.63,1,0,0,0,0,0,Matches
2204,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,28,1995,14.7,29,1.97,25,3,0,0,1,0,5,0.34,3,2,0,0,0,0,Matches
2205,Sergio Reguilón,es ESP,DF,Manchester Utd,eng Premier League,26,1996,4.6,15,3.28,13,1,0,1,0,0,1,0.22,1,0,0,0,0,0,Matches
2206,Sergio Reguilón,es ESP,DF,Brentford,eng Premier League,26,1996,12.4,35,2.82,20,11,1,2,1,0,6,0.48,2,2,0,2,0,0,Matches
2207,Tijjani Reijnders,nl NED,MF,Milan,it Serie A,25,1998,31.3,132,4.21,102,11,11,4,1,3,18,0.57,16,0,2,0,0,0,Matches
2208,Pepe Reina,es ESP,GK,Villarreal,es La Liga,40,1982,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2209,Reinier,br BRA,"MF,FW",Frosinone,it Serie A,21,2002,11.8,34,2.89,31,3,0,0,0,0,5,0.42,5,0,0,0,0,0,Matches
2210,Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,21,2002,23.7,63,2.66,42,0,7,5,4,5,8,0.34,5,0,2,0,0,1,Matches
2211,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,28,1995,36.4,6,0.16,3,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2212,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,18,2005,34.0,2,0.06,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2213,Mateo Retegui,it ITA,FW,Genoa,it Serie A,24,1999,24.6,29,1.18,16,0,4,6,3,0,4,0.16,3,0,1,0,0,0,Matches
2214,Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,34,1989,17.8,69,3.88,45,7,1,8,6,2,10,0.56,4,2,0,1,2,1,Matches
2215,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,de Bundesliga,25,1997,22.1,41,1.86,31,2,2,3,3,0,1,0.05,1,0,0,0,0,0,Matches
2216,Gio Reyna,us USA,"FW,MF",Nott'ham Forest,eng Premier League,20,2002,2.6,12,4.60,9,1,1,0,0,1,2,0.77,1,1,0,0,0,0,Matches
2217,Gio Reyna,us USA,"MF,FW",Dortmund,de Bundesliga,20,2002,3.1,25,8.04,17,0,2,3,2,1,2,0.64,2,0,0,0,0,0,Matches
2218,Chadi Riad,ma MAR,DF,Betis,es La Liga,20,2003,24.0,12,0.50,9,1,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
2219,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,23,1999,24.7,11,0.45,10,0,0,1,0,0,1,0.04,0,0,0,1,0,0,Matches
2220,Rodrigo Ribeiro,pt POR,"MF,FW",Nott'ham Forest,eng Premier League,18,2005,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2221,Samuele Ricci,it ITA,MF,Torino,it Serie A,21,2001,26.6,68,2.56,50,8,2,4,4,0,7,0.26,3,0,1,2,1,0,Matches
2222,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,24,1999,35.8,100,2.79,71,16,3,5,0,5,12,0.33,6,5,0,1,0,0,Matches
2223,Chris Richards,us USA,"DF,MF",Crystal Palace,eng Premier League,23,2000,23.3,16,0.69,11,0,0,2,0,3,3,0.13,3,0,0,0,0,0,Matches
2224,Amir Richardson,ma MAR,MF,Reims,fr Ligue 1,21,2002,15.0,29,1.93,24,0,0,4,0,1,1,0.07,1,0,0,0,0,0,Matches
2225,Richarlison,br BRA,FW,Tottenham,eng Premier League,26,1997,16.6,34,2.05,23,0,3,5,2,1,5,0.30,5,0,0,0,0,0,Matches
2226,Marco Richter,de GER,"MF,FW",Mainz 05,de Bundesliga,25,1997,8.0,28,3.51,14,5,2,5,2,0,1,0.13,0,1,0,0,0,0,Matches
2227,Diego Rico,es ESP,DF,Getafe,es La Liga,30,1993,28.2,61,2.17,46,10,0,1,3,1,6,0.21,6,0,0,0,0,0,Matches
2228,Clemens Riedel,de GER,DF,Darmstadt 98,de Bundesliga,20,2003,8.4,20,2.38,13,1,2,3,0,1,2,0.24,2,0,0,0,0,0,Matches
2229,Fabian Rieder,ch SUI,MF,Rennes,fr Ligue 1,21,2002,4.1,13,3.21,11,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2230,Jaïro Riedewald,nl NED,"MF,FW",Crystal Palace,eng Premier League,26,1996,2.6,1,0.38,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2231,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,34,1988,33.0,29,0.88,21,8,0,0,0,0,3,0.09,2,1,0,0,0,0,Matches
2232,Luis Rioja,es ESP,"FW,MF",Alavés,es La Liga,29,1993,27.8,81,2.92,57,14,5,3,2,0,7,0.25,6,1,0,0,0,0,Matches
2233,Rémy Riou,fr FRA,GK,Lyon,fr Ligue 1,35,1987,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2234,Rodrigo Riquelme,es ESP,"DF,MF",Atlético Madrid,es La Liga,23,2000,17.0,61,3.60,47,6,5,2,1,0,11,0.65,6,2,2,0,1,0,Matches
2235,Alberto Risco,es ESP,MF,Getafe,es La Liga,17,2005,1.5,8,5.26,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2236,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,es La Liga,27,1995,9.0,20,2.23,11,4,2,0,2,1,0,0.00,0,0,0,0,0,0,Matches
2237,Matt Ritchie,sct SCO,"FW,MF",Newcastle Utd,eng Premier League,33,1989,1.4,3,2.11,3,0,0,0,0,0,1,0.70,1,0,0,0,0,0,Matches
2238,Gorka Rivera Alonso,es ESP,DF,Getafe,es La Liga,18,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2239,Sergi Roberto,es ESP,"MF,DF",Barcelona,es La Liga,31,1992,9.6,24,2.51,21,0,1,1,0,1,3,0.31,3,0,0,0,0,0,Matches
2240,Lucas Robertone,ar ARG,MF,Almería,es La Liga,26,1997,26.5,75,2.84,58,5,2,5,1,4,7,0.26,7,0,0,0,0,0,Matches
2241,Connor Roberts,wls WAL,DF,Burnley,eng Premier League,27,1995,9.1,18,1.97,13,5,0,0,0,0,3,0.33,3,0,0,0,0,0,Matches
