Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
2238,Gorka Rivera Alonso,es ESP,DF,Getafe,es La Liga,18,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2239,Sergi Roberto,es ESP,"MF,DF",Barcelona,es La Liga,31,1992,9.6,15,10,4,10,1,3,11,27.3,8,7,2,5,8,23,7,1,Matches
2240,Lucas Robertone,ar ARG,MF,Almería,es La Liga,26,1997,26.5,61,33,28,23,10,25,50,50.0,25,43,9,34,51,112,43,0,Matches
2241,Connor Roberts,wls WAL,DF,Burnley,eng Premier League,27,1995,9.1,12,5,6,4,2,8,17,47.1,9,8,6,2,4,16,25,2,Matches
2242,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,29,1994,18.8,35,24,21,11,3,26,43,60.5,17,20,6,14,13,48,40,0,Matches
2243,Antonee Robinson,us USA,DF,Fulham,eng Premier League,25,1997,36.3,93,58,60,26,7,52,110,47.3,58,56,8,48,80,173,117,3,Matches
2244,Jack Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,29,1993,32.1,43,28,29,14,0,25,39,64.1,14,49,33,16,33,76,132,2,Matches
2245,Marc Roca,es ESP,MF,Betis,es La Liga,26,1996,22.0,52,36,17,29,6,30,53,56.6,23,29,6,23,17,69,23,1,Matches
2246,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,32,1990,0.7,6,4,0,5,1,4,6,66.7,2,0,0,0,1,7,1,0,Matches
2247,Sergio Rodelas,es ESP,"FW,DF",Granada,es La Liga,18,2004,1.4,3,2,1,0,2,0,3,0.0,3,0,0,0,0,3,0,0,Matches
2248,Rodri,es ESP,MF,Manchester City,eng Premier League,27,1996,32.6,70,43,25,33,12,29,60,48.3,31,32,8,24,26,96,41,4,Matches
2249,Rodri,es ESP,"FW,MF",Betis,es La Liga,23,2000,11.7,17,10,6,7,4,8,21,38.1,13,11,0,11,8,25,2,0,Matches
2250,Álvaro Rodríguez,uy URU,FW,Real Madrid,es La Liga,19,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
2251,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Getafe,es La Liga,25,1998,10.7,24,13,2,15,7,9,15,60.0,6,12,1,11,5,29,5,0,Matches
2252,Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,20,2003,2.9,6,3,1,3,2,1,3,33.3,2,4,2,2,1,7,2,0,Matches
2253,Dani Rodríguez,es ESP,MF,Mallorca,es La Liga,35,1988,29.1,47,24,21,20,6,21,45,46.7,24,34,5,29,15,62,21,0,Matches
2254,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,29,1994,20.5,53,30,21,24,8,34,55,61.8,21,27,6,21,29,82,44,0,Matches
2255,Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,34,1989,9.1,14,9,7,4,3,7,13,53.8,6,11,1,10,1,15,8,0,Matches
2256,Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,27,1996,35.7,52,32,22,25,5,24,67,35.8,43,39,3,36,28,80,23,1,Matches
2257,Miguel Rodríguez,es ESP,MF,Celta Vigo,es La Liga,20,2003,3.3,6,3,3,1,2,3,9,33.3,6,8,0,8,4,10,0,0,Matches
2258,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,30,1992,30.8,45,26,21,22,2,28,45,62.2,17,22,9,13,24,69,64,2,Matches
2259,Rodrygo,br BRA,FW,Real Madrid,es La Liga,22,2001,26.4,16,15,2,9,5,5,19,26.3,14,14,0,14,8,24,6,0,Matches
2260,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,24,1999,22.1,48,31,34,9,5,27,54,50.0,27,15,3,12,19,67,71,0,Matches
2261,Rogério,br BRA,DF,Wolfsburg,de Bundesliga,25,1998,10.1,14,6,7,5,2,10,14,71.4,4,16,5,11,5,19,23,1,Matches
2262,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,eng Premier League,21,2002,7.1,8,1,3,2,3,2,11,18.2,9,11,0,11,3,11,11,0,Matches
2263,Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,21,2002,16.4,21,13,10,9,2,8,21,38.1,13,27,3,24,9,30,22,0,Matches
2264,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,28,1995,26.8,25,18,14,11,0,16,24,66.7,8,29,17,12,29,54,115,0,Matches
2265,Simone Romagnoli,it ITA,DF,Frosinone,it Serie A,33,1990,30.2,35,15,23,11,1,15,20,75.0,5,51,36,15,29,64,147,0,Matches
2266,Carlos Romero,es ESP,DF,Villarreal,es La Liga,21,2001,2.9,11,5,8,1,2,7,12,58.3,5,3,0,3,1,12,11,0,Matches
2267,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,25,1998,31.0,66,40,35,25,6,32,44,72.7,12,46,22,24,44,110,106,1,Matches
2268,Isaac Romero,es ESP,FW,Sevilla,es La Liga,23,2000,11.5,6,3,2,2,2,5,9,55.6,4,12,0,12,0,6,11,0,Matches
2269,Luka Romero,ar ARG,"FW,MF",Milan,it Serie A,18,2004,1.0,0,0,0,0,0,0,3,0.0,3,2,0,2,0,0,0,0,Matches
2270,Luka Romero,ar ARG,FW,Almería,es La Liga,18,2004,4.9,5,1,2,3,0,2,4,50.0,2,12,1,11,1,6,2,1,Matches
2271,Oriol Romeu,es ESP,MF,Barcelona,es La Liga,31,1991,10.4,34,20,17,14,3,13,24,54.2,11,12,2,10,10,44,18,0,Matches
2272,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,28,1994,9.5,23,12,9,12,2,14,26,53.8,12,16,4,12,15,38,18,0,Matches
2273,Frank Ronstadt,de GER,"DF,MF",Darmstadt 98,de Bundesliga,26,1997,0.8,1,0,0,1,0,0,1,0.0,1,1,0,1,1,2,3,0,Matches
2274,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,32,1991,28.9,80,43,36,32,12,35,82,42.7,47,36,10,26,40,120,54,0,Matches
2275,Unai Ropero,es ESP,MF,Alavés,es La Liga,21,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2276,Vitor Roque,br BRA,FW,Barcelona,es La Liga,18,2005,3.6,3,2,2,0,1,0,2,0.0,2,3,0,3,0,3,5,0,Matches
2277,Pablo Rosario,do DOM,"MF,DF",Nice,fr Ligue 1,26,1997,22.3,36,25,15,16,5,23,34,67.6,11,27,13,14,29,65,39,0,Matches
2278,Valentin Rosier,fr FRA,"DF,MF",Nice,fr Ligue 1,26,1996,0.6,1,0,1,0,0,0,0,,0,1,0,1,2,3,5,0,Matches
2279,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,32,1991,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2280,Joe Rothwell,eng ENG,MF,Bournemouth,eng Premier League,28,1995,4.3,7,2,4,2,1,2,8,25.0,6,4,2,2,3,10,2,0,Matches
2281,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,22,2001,11.2,21,12,14,5,2,13,21,61.9,8,14,8,6,8,29,28,0,Matches
2282,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,30,1993,8.4,16,9,6,7,3,8,12,66.7,4,13,4,9,5,21,26,0,Matches
2283,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,21,2001,14.6,46,28,25,17,4,16,36,44.4,20,27,6,21,23,69,29,0,Matches
2284,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,29,1994,28.9,33,27,17,14,2,16,32,50.0,16,24,10,14,20,53,90,0,Matches
2285,Ruan,br BRA,DF,Sassuolo,it Serie A,24,1999,16.8,25,15,11,10,4,10,18,55.6,8,18,15,3,24,49,68,2,Matches
2286,Pelly Ruddock Mpanzu,cd COD,MF,Luton Town,eng Premier League,30,1993,12.2,13,5,6,6,1,5,9,55.6,4,15,7,8,9,22,16,3,Matches
2287,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,30,1993,30.1,26,15,18,4,4,16,20,80.0,4,27,20,7,11,37,89,0,Matches
2288,Fabian Rüdlin,de GER,MF,Freiburg,de Bundesliga,26,1997,0.1,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
2289,Javier Rueda Garcia,es ESP,"MF,DF",Celta Vigo,es La Liga,21,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2290,Daniele Rugani,it ITA,DF,Juventus,it Serie A,29,1994,13.2,11,9,7,3,1,4,5,80.0,1,11,4,7,9,20,42,0,Matches
2291,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,21,2002,27.2,29,15,14,7,8,16,30,53.3,14,46,4,42,23,52,44,0,Matches
2292,Mário Rui,pt POR,DF,Napoli,it Serie A,32,1991,13.4,27,15,17,5,5,14,21,66.7,7,17,2,15,15,42,19,0,Matches
2293,Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,27,1996,11.3,46,27,28,13,5,32,59,54.2,27,12,1,11,14,60,33,1,Matches
2294,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,27,1996,13.3,34,23,17,14,3,23,42,54.8,19,8,2,6,11,45,21,2,Matches
2295,Sergio Ruiz,es ESP,MF,Granada,es La Liga,28,1994,27.7,83,46,43,36,4,38,84,45.2,46,24,6,18,28,111,43,1,Matches
2296,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,25,1997,19.6,41,23,26,11,4,27,47,57.4,20,31,7,24,10,51,35,3,Matches
2297,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,30,1992,33.0,1,1,1,0,0,0,0,,0,0,0,0,1,2,20,2,Matches
2298,José Sá,pt POR,GK,Wolves,eng Premier League,30,1993,33.7,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,21,5,Matches
2299,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,30,1993,11.6,16,11,12,3,1,8,12,66.7,4,6,3,3,11,27,27,0,Matches
2300,Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,25,1997,17.6,38,19,15,15,8,16,39,41.0,23,26,2,24,19,57,7,0,Matches
2301,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,30,1993,27.0,50,24,28,19,3,15,46,32.6,31,27,6,21,23,73,35,0,Matches
2302,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,29,1994,21.8,39,24,18,20,1,23,42,54.8,19,31,12,19,12,51,34,0,Matches
2303,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,28,1995,15.4,28,16,13,10,5,21,32,65.6,11,19,7,12,24,52,37,0,Matches
2304,Dominic Sadi,eng ENG,FW,Bournemouth,eng Premier League,19,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2305,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,26,1997,12.0,15,10,2,8,5,4,8,50.0,4,9,0,9,0,15,10,0,Matches
2306,Alexis Saelemaekers,be BEL,"FW,MF",Bologna,it Serie A,24,1999,21.0,32,22,13,14,5,12,27,44.4,15,13,1,12,13,45,10,1,Matches
2307,Pablo Saenz,es ESP,MF,Granada,es La Liga,22,2001,0.2,3,3,2,0,1,1,3,33.3,2,0,0,0,0,3,0,0,Matches
2308,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,24,1999,11.7,34,22,23,9,2,15,25,60.0,10,13,9,4,15,49,67,0,Matches
2309,Moïse Sahi Dion,ci CIV,"MF,FW",Strasbourg,fr Ligue 1,21,2001,7.0,5,5,1,2,2,0,3,0.0,3,11,1,10,1,6,7,0,Matches
2310,Wesley Saïd,fr FRA,"FW,MF",Lens,fr Ligue 1,28,1995,11.3,8,4,1,2,5,2,9,22.2,7,4,0,4,4,12,3,0,Matches
2311,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,24,1998,3.8,17,7,10,6,1,11,19,57.9,8,9,4,5,3,20,15,0,Matches
2312,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,21,2001,32.4,66,35,22,24,20,26,59,44.1,33,43,2,41,15,81,24,1,Matches
2313,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,33,1990,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches
2314,Ibrahim Salah,ma MAR,"FW,MF",Rennes,fr Ligue 1,21,2001,5.8,15,7,5,6,4,11,18,61.1,7,4,0,4,10,25,5,0,Matches
2315,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,31,1992,28.2,17,11,1,8,8,6,21,28.6,15,19,1,18,2,19,1,0,Matches
2316,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,23,2000,3.5,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,Matches
2317,Kike Salas,es ESP,DF,Sevilla,es La Liga,21,2002,17.8,41,23,26,12,3,22,36,61.1,14,25,14,11,26,67,91,1,Matches
2318,William Saliba,fr FRA,DF,Arsenal,eng Premier League,22,2001,38.0,41,26,28,12,1,20,27,74.1,7,32,17,15,29,70,81,3,Matches
2319,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,24,1999,11.5,27,12,11,13,3,17,26,65.4,9,21,12,9,22,49,44,0,Matches
2320,Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,26,1997,20.4,17,10,5,5,7,8,20,40.0,12,21,1,20,6,23,23,0,Matches
2321,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,30,1992,17.4,22,10,13,6,3,13,20,65.0,7,21,15,6,21,43,57,0,Matches
2322,Salvi,es ESP,MF,Rayo Vallecano,es La Liga,32,1991,0.3,0,0,0,0,0,0,4,0.0,4,0,0,0,1,1,0,0,Matches
2323,Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,21,2002,26.4,40,19,18,18,4,16,39,41.0,23,26,6,20,10,50,25,0,Matches
2324,Diadie Samassékou,ml MLI,MF,Cádiz,es La Liga,27,1996,1.0,5,3,2,2,1,5,6,83.3,1,0,0,0,3,8,1,0,Matches
2325,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,27,1996,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
2326,Mama Samba Baldé,gw GNB,"FW,MF",Lyon,fr Ligue 1,27,1995,6.1,8,5,1,2,5,3,9,33.3,6,0,0,0,3,11,1,1,Matches
2327,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,29,1994,33.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,10,3,Matches
2328,Albert Sambi Lokonga,be BEL,MF,Luton Town,eng Premier League,23,1999,14.5,29,18,14,12,3,17,24,70.8,7,23,13,10,11,40,14,0,Matches
2329,Junior Sambia,fr FRA,"DF,MF",Salernitana,it Serie A,26,1996,11.5,12,5,8,1,3,6,11,54.5,5,15,7,8,11,23,28,0,Matches
2330,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,26,1997,1.7,3,2,2,1,0,1,4,25.0,3,3,2,1,2,5,1,0,Matches
2331,Antonio Sanabria,py PAR,"FW,MF",Torino,it Serie A,27,1996,23.7,18,15,5,9,4,4,9,44.4,5,7,1,6,6,24,12,0,Matches
2332,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,23,2000,21.9,19,11,3,10,6,8,21,38.1,13,5,1,4,10,29,5,0,Matches
2333,Renato Sanches,pt POR,MF,Roma,it Serie A,25,1997,1.6,2,1,1,1,0,2,3,66.7,1,2,0,2,0,2,1,0,Matches
2334,Ricard Sánchez,es ESP,DF,Granada,es La Liga,23,2000,25.5,29,18,15,8,6,12,24,50.0,12,32,4,28,13,42,64,0,Matches
2335,Alexis Sánchez,cl CHI,"FW,MF",Inter,it Serie A,34,1988,8.5,7,6,0,5,2,1,4,25.0,3,4,1,3,1,8,3,0,Matches
2336,Antonio Sánchez,es ESP,MF,Mallorca,es La Liga,26,1997,16.1,25,11,13,10,2,11,32,34.4,21,24,5,19,13,38,13,0,Matches
2337,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,27,1996,0.9,0,0,0,0,0,0,0,,0,3,2,1,1,1,2,0,Matches
2338,Juanlu Sánchez,es ESP,DF,Sevilla,es La Liga,19,2003,13.1,56,35,34,18,4,34,58,58.6,24,24,7,17,12,68,36,0,Matches
2339,Manu Sánchez,es ESP,"DF,MF",Celta Vigo,es La Liga,22,2000,19.7,54,28,21,25,8,31,55,56.4,24,23,3,20,19,73,65,0,Matches
2340,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,25,1997,15.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,3,Matches
2341,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,eng Premier League,23,2000,0.9,1,0,1,0,0,1,3,33.3,2,1,0,1,1,2,0,0,Matches
2342,Jadon Sancho,eng ENG,"FW,MF",Dortmund,de Bundesliga,23,2000,10.5,5,4,1,3,1,0,4,0.0,4,11,0,11,4,9,6,0,Matches
2343,Alex Sandro,br BRA,DF,Juventus,it Serie A,32,1991,8.0,13,7,7,6,0,4,5,80.0,1,13,7,6,15,28,23,0,Matches
2344,Ibou Sané,sn SEN,"MF,FW",Metz,fr Ligue 1,18,2005,1.4,6,4,2,1,3,2,2,100.0,0,3,0,3,1,7,2,0,Matches
2345,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,27,1996,23.7,15,8,6,6,3,4,19,21.1,15,12,0,12,7,22,3,0,Matches
2346,Sadibou Sané,sn SEN,DF,Metz,fr Ligue 1,19,2004,9.4,19,12,16,2,1,6,7,85.7,1,14,9,5,8,27,64,0,Matches
2347,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,21,2002,29.9,53,33,27,23,3,24,40,60.0,16,35,18,17,66,119,93,2,Matches
2348,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,25,1997,11.5,42,23,25,13,4,12,29,41.4,17,24,7,17,16,58,21,0,Matches
2349,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,28,1994,21.8,26,19,12,7,7,12,31,38.7,19,34,5,29,20,46,16,0,Matches
2350,Nicola Sansone,it ITA,"FW,MF",Lecce,it Serie A,31,1991,8.5,11,6,6,2,3,5,16,31.3,11,7,1,6,4,15,5,2,Matches
2351,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,28,1995,21.4,52,33,21,25,6,29,46,63.0,17,15,6,9,34,86,33,1,Matches
2352,Yellu Santiago,es ESP,MF,Getafe,es La Liga,19,2004,7.3,17,8,8,5,4,4,7,57.1,3,3,0,3,0,17,8,0,Matches
2353,Andrey Santos,br BRA,MF,Nott'ham Forest,eng Premier League,19,2004,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
2354,Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,19,2004,9.2,29,18,15,13,1,17,26,65.4,9,8,0,8,10,39,11,1,Matches
2355,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,21,2002,26.3,63,42,31,19,13,30,52,57.7,22,24,5,19,15,78,37,0,Matches
2356,Paco Sanz,es ESP,DF,Almería,es La Liga,18,2004,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,Matches
2357,Riccardo Saponara,it ITA,"FW,MF",Hellas Verona,it Serie A,31,1991,3.8,3,1,2,0,1,1,7,14.3,6,4,0,4,0,3,2,0,Matches
2358,Pablo Sarabia,es ESP,"MF,FW",Wolves,eng Premier League,31,1992,19.4,20,13,8,8,4,12,36,33.3,24,17,1,16,10,30,9,0,Matches
2359,Amin Sarr,se SWE,"FW,MF",Lyon,fr Ligue 1,22,2001,1.1,1,0,0,1,0,0,0,,0,1,0,1,0,1,1,0,Matches
2360,Amin Sarr,se SWE,"FW,MF",Wolfsburg,de Bundesliga,22,2001,4.3,3,2,1,2,0,1,2,50.0,1,6,1,5,2,5,1,0,Matches
2361,Bouna Sarr,sn SEN,DF,Bayern Munich,de Bundesliga,31,1992,1.2,2,0,1,1,0,2,2,100.0,0,3,0,3,0,2,1,0,Matches
2362,Ismaila Sarr,sn SEN,"FW,MF",Marseille,fr Ligue 1,25,1998,16.1,14,8,2,10,2,6,17,35.3,11,21,6,15,13,27,11,0,Matches
2363,Mamadou Sarr,fr FRA,DF,Lyon,fr Ligue 1,17,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2364,Martin Satriano,uy URU,FW,Brest,fr Ligue 1,22,2001,20.7,24,16,6,13,5,10,25,40.0,15,19,7,12,7,31,28,0,Matches
2365,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,31,1991,30.7,37,20,16,15,6,14,63,22.2,49,36,8,28,33,70,28,1,Matches
2366,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,32,1991,18.1,27,19,16,7,4,15,30,50.0,15,29,15,14,27,54,61,1,Matches
2367,Sávio,br BRA,"FW,MF",Girona,es La Liga,19,2004,33.1,42,25,14,22,6,16,28,57.1,12,34,0,34,18,60,11,1,Matches
2368,Zanos Savva,cy CYP,"DF,MF",Torino,it Serie A,17,2005,0.3,1,1,0,1,0,1,3,33.3,2,0,0,0,0,1,1,0,Matches
2369,Saba Sazonov,ge GEO,DF,Torino,it Serie A,21,2002,4.0,9,7,4,5,0,3,3,100.0,0,8,5,3,3,12,22,0,Matches
2370,Joe Scally,us USA,DF,Gladbach,de Bundesliga,20,2002,24.8,41,28,21,17,3,23,40,57.5,17,31,11,20,18,59,78,2,Matches
2371,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,19,2003,28.3,53,33,29,19,5,19,40,47.5,21,44,17,27,59,112,71,0,Matches
2372,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,24,1999,16.1,15,9,4,5,6,7,14,50.0,7,7,1,6,4,19,9,0,Matches
2373,Dane Scarlett,eng ENG,FW,Tottenham,eng Premier League,19,2004,0.2,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,Matches
2374,Kevin Schade,de GER,"FW,MF",Brentford,eng Premier League,21,2001,3.7,3,1,1,2,0,0,5,0.0,5,2,0,2,1,4,4,0,Matches
2375,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,24,1999,13.5,29,16,9,15,5,11,20,55.0,9,25,4,21,20,49,25,0,Matches
2376,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,31,1991,33.9,42,24,27,13,2,18,40,45.0,22,50,38,12,36,78,133,1,Matches
2377,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,27,1996,11.8,6,4,0,3,3,1,5,20.0,4,2,0,2,1,7,7,0,Matches
2378,Stefan Schimmer,de GER,"MF,FW",Heidenheim,de Bundesliga,29,1994,1.7,1,1,0,1,0,0,3,0.0,3,2,0,2,1,2,6,0,Matches
2379,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,25,1997,27.5,81,50,35,38,8,21,53,39.6,32,41,8,33,19,100,27,0,Matches
2380,Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,26,1997,24.3,42,22,26,14,2,25,30,83.3,5,33,23,10,33,75,104,2,Matches
2381,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,23,1999,31.8,70,50,36,27,7,41,65,63.1,24,52,25,27,45,115,101,3,Matches
2382,Jeffrey Schlupp,gh GHA,"FW,MF",Crystal Palace,eng Premier League,30,1992,15.0,38,24,14,16,8,9,18,50.0,9,13,2,11,8,46,24,0,Matches
2383,Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,23,2000,28.9,35,20,7,22,6,14,46,30.4,32,36,7,29,11,46,17,2,Matches
2384,Kenneth Schmidt,de GER,DF,Freiburg,de Bundesliga,21,2002,0.8,2,2,2,0,0,2,4,50.0,2,1,0,1,1,3,2,0,Matches
2385,Niklas Schmidt,de GER,MF,Toulouse,fr Ligue 1,25,1998,14.1,36,21,13,19,4,16,33,48.5,17,14,7,7,4,40,13,0,Matches
2386,Benno Schmitz,de GER,DF,Köln,de Bundesliga,28,1994,12.8,27,15,20,7,0,17,34,50.0,17,19,4,15,7,34,29,0,Matches
2387,Fabian Schnellhardt,de GER,MF,Darmstadt 98,de Bundesliga,29,1994,2.6,4,1,2,1,1,1,3,33.3,2,1,0,1,4,8,5,0,Matches
2388,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,24,1999,22.2,48,26,26,20,2,21,42,50.0,21,37,7,30,26,74,57,0,Matches
2389,Marcel Schuhen,de GER,GK,Darmstadt 98,de Bundesliga,30,1993,31.0,1,0,1,0,0,1,3,33.3,2,0,0,0,2,3,11,4,Matches
2390,Perr Schuurs,nl NED,DF,Torino,it Serie A,23,1999,8.6,20,12,11,8,1,3,9,33.3,6,10,2,8,9,29,23,0,Matches
2391,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,28,1995,34.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,10,1,Matches
2392,Alexander Schwolow,de GER,GK,Union Berlin,de Bundesliga,31,1992,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
2393,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,19,2003,11.3,24,15,8,10,6,12,28,42.9,16,14,4,10,12,36,18,2,Matches
2394,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,27,1996,31.0,1,0,1,0,0,1,2,50.0,1,1,0,1,1,2,9,0,Matches
2395,Jérémy Sebas,mq MTQ,"FW,MF",Strasbourg,fr Ligue 1,20,2003,4.4,7,1,2,3,2,3,5,60.0,2,3,1,2,1,8,1,0,Matches
2396,Demba Seck,sn SEN,MF,Torino,it Serie A,22,2001,4.7,5,3,1,4,0,3,4,75.0,1,1,0,1,1,6,0,0,Matches
2397,Demba Seck,sn SEN,"FW,MF",Frosinone,it Serie A,22,2001,3.3,7,4,2,3,2,4,5,80.0,1,3,0,3,1,8,1,0,Matches
2398,Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,31,1991,10.5,14,10,10,4,0,10,16,62.5,6,8,4,4,13,27,43,0,Matches
2399,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,23,2000,6.6,21,9,17,3,1,14,19,73.7,5,11,3,8,10,31,13,0,Matches
2400,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,23,2000,12.6,32,24,17,15,0,24,31,77.4,7,15,7,8,25,57,37,0,Matches
2401,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,22,2001,8.0,33,18,16,15,2,16,25,64.0,9,12,2,10,8,41,15,0,Matches
2402,Nikola Sekulov,it ITA,FW,Juventus,it Serie A,21,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2403,Davie Selke,de GER,FW,Köln,de Bundesliga,28,1995,14.1,4,2,1,3,0,0,2,0.0,2,5,3,2,0,4,20,0,Matches
2404,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,31,1992,16.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,1,Matches
2405,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,31,1992,19.0,0,0,0,0,0,0,0,,0,2,0,2,0,0,13,1,Matches
2406,Nélson Semedo,pt POR,"DF,MF",Wolves,eng Premier League,29,1993,34.3,79,48,52,19,8,38,64,59.4,26,44,8,36,36,115,85,1,Matches
2407,Vivaldo Semedo,pt POR,FW,Udinese,it Serie A,18,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
