Nom du joueur,Équipe,Poste,Tacles réussis/90,Interceptions/90,Dégagements/90,Blocs/90,Fautes/90,Cartons jaunes/90,Passes progressives/90,Conduites progressives/90
Arthur Theate,Rennes,DF,0.6663763066202091,1.2151567944250872,3.52787456445993,1.56794425087108,0.627177700348432,0.156794425087108,5.918989547038327,1.293554006968641
Ashley Young,Everton,"DF,MF",1.5,0.868421052631579,1.9736842105263157,0.9473684210526316,1.3026315789473684,0.2763157894736842,3.236842105263158,1.5789473684210529
Attila Szalai,Hoffenheim,DF,0.2301790281329923,0.2301790281329923,1.6112531969309465,1.381074168797954,1.6112531969309465,0.2301790281329923,2.9923273657289005,0.4603580562659847
Aurélio Buta,Eint Frankfurt,"DF,MF",1.2901376146788992,0.7740825688073395,1.8577981651376148,1.2385321100917432,1.1869266055045873,0.2580275229357798,4.644495412844037,2.6318807339449544
Auston Trusty,Sheffield Utd,DF,1.0497667185069983,1.224727838258165,5.353810264385692,1.4346811819595646,0.8048211508553654,0.1399688958009331,1.3996889580093312,0.3499222395023328
Axel Disasi,Chelsea,DF,0.6630476929042264,0.6281504459092672,3.559519193485847,0.9073284218689414,0.5932531989143079,0.2093834819697557,3.908491663435441,1.0469174098487786
Axel Witsel,Atlético Madrid,DF,0.6791232482932087,0.5174272367948257,3.848365073661516,1.2935680919870642,0.7761408551922385,0.161696011498383,2.8781890046712184,0.5497664390945023
Aïssa Mandi,Villarreal,DF,0.646900269541779,0.646900269541779,3.315363881401617,0.8086253369272237,0.5660377358490566,0.2425876010781671,4.447439353099731,0.4851752021563342
Bafodé Diakité,Lille,DF,1.0613207547169812,1.1143867924528303,2.600235849056604,0.8490566037735848,0.8490566037735848,0.2122641509433962,5.04127358490566,0.7959905660377359
Bamo Meïté,Marseille,DF,1.1479591836734695,1.2627551020408163,4.017857142857143,1.2627551020408163,1.1479591836734695,0.1147959183673469,3.329081632653061,1.2627551020408163
Bartosz Bereszyński,Empoli,DF,1.2769580022701474,1.072644721906924,2.656072644721907,1.1237230419977298,1.1748013620885358,0.1532349602724177,3.524404086265607,0.7661748013620885
Becir Omeragic,Montpellier,"DF,MF",1.1288927335640138,1.051038062283737,2.5302768166089966,1.9852941176470589,0.7006920415224913,0.1557093425605536,2.7638408304498268,0.8174740484429066
Ben Chilwell,Chelsea,DF,1.1904761904761905,0.4761904761904761,2.261904761904762,1.3095238095238095,1.3095238095238095,0.5952380952380952,2.976190476190476,2.619047619047619
Ben Davies,Tottenham,DF,1.4036697247706422,0.8256880733944955,2.889908256880734,1.4036697247706422,0.6605504587155964,0.1651376146788991,5.862385321100918,1.073394495412844
Ben Godfrey,Everton,DF,1.607142857142857,1.2857142857142856,4.580357142857143,1.125,0.6428571428571428,0.1607142857142857,3.4553571428571432,0.8839285714285714
Ben Johnson,West Ham,"DF,FW",1.1580882352941175,0.8272058823529412,2.316176470588235,0.3308823529411764,0.4963235294117647,0.1654411764705882,3.6397058823529416,2.8125
Ben Mee,Brentford,DF,1.0613207547169812,0.9198113207547168,4.457547169811321,1.4858490566037736,0.4952830188679245,0.070754716981132,3.4669811320754715,0.7783018867924528
