Nom du joueur,Équipe,Poste,Tacles réussis/90,Interceptions/90,Dégagements/90,Blocs/90,Fautes/90,Cartons jaunes/90,Passes progressives/90,Conduites progressives/90
Aihen Muñoz,Real Sociedad,DF,1.6770186335403727,0.7187222715173025,2.6353149955634425,1.277728482697427,1.3575865128660158,0.1597160603371783,3.1144631765749775,1.91659272404614
Ainsley Maitland-Niles,Lyon,"DF,MF",1.1312849162011174,1.068435754189944,1.8226256983240223,1.005586592178771,0.3142458100558659,0.0628491620111731,4.776536312849162,1.6340782122905029
Aitor Paredes,Athletic Club,DF,0.3661242603550296,1.0983727810650887,3.4615384615384617,0.7655325443786982,1.231508875739645,0.2995562130177515,3.5613905325443787,0.1997041420118343
Aitor Ruibal,Betis,"DF,FW",2.3893805309734515,1.238938053097345,2.920353982300885,1.0619469026548671,1.415929203539823,0.4424778761061946,4.778761061946903,1.9469026548672568
Alberto Dossena,Cagliari,DF,1.0581121934833726,1.3604299630500505,5.19986563654686,1.5115888478333892,1.1488075243533755,0.1511588847833389,2.690628149143433,0.2720859926100101
Alberto Moreno,Villarreal,DF,1.2735849056603774,1.4555256064690028,2.001347708894879,0.7277628032345014,1.4555256064690028,0.3032345013477089,3.335579514824798,1.5768194070080863
Alejandro Balde,Barcelona,DF,0.718432510885341,0.3265602322206096,1.3715529753265605,0.9143686502177067,0.5878084179970973,0.0653120464441219,2.6777939042089987,4.7677793904209
Alejandro Pozo Pozo,Almería,"DF,MF",1.1065573770491803,0.6454918032786885,1.9364754098360657,1.290983606557377,1.475409836065574,0.2766393442622951,4.057377049180328,2.028688524590164
Aleksandar Radovanović,Almería,DF,1.1072056239015815,1.7398945518453426,7.592267135325132,1.265377855887522,1.1072056239015815,0.3163444639718805,0.7908611599297013,0.0
Aleksandar Sedlar,Alavés,DF,0.9513742071881608,1.236786469344609,4.090909090909091,0.7610993657505286,1.331923890063425,0.1902748414376321,2.473572938689218,0.5708245243128964
Alessandro Bastoni,Inter,DF,1.3095238095238095,0.9126984126984128,1.9047619047619049,0.992063492063492,1.23015873015873,0.1984126984126984,5.634920634920634,2.5
Alessandro Buongiorno,Torino,DF,1.3889988128215274,2.4574594380688564,4.665611396913336,0.7123070834982193,2.4574594380688564,0.2493074792243767,2.2081519588444793,0.4986149584487535
Alessandro Di Pardo,Cagliari,"DF,MF",0.2506963788300835,1.2534818941504178,1.754874651810585,2.256267409470752,0.7520891364902508,0.0,2.7576601671309193,1.5041782729805016
Alessandro Florenzi,Milan,DF,1.091224018475751,1.039260969976905,1.2990762124711317,0.8314087759815242,0.5715935334872979,0.2598152424942263,5.508083140877598,1.5069284064665127
Alessandro Vogliacco,Genoa,DF,1.1548331907613345,2.309666381522669,3.0795551753635584,1.2318220701454234,1.0008554319931564,0.3079555175363558,3.772455089820359,0.6159110350727117
Alessandro Zanoli,Salernitana,DF,1.2024665981500513,0.092497430626927,1.5724563206577593,0.9249743062692702,0.4624871531346351,0.3699897225077081,2.589928057553957,2.49743062692703
Alessio Romagnoli,Lazio,DF,0.6719203649937785,1.08253836582331,4.292824554126918,1.08253836582331,1.269182911654915,0.3359601824968892,3.2476150974699296,0.2613023641642472
Alex Sandro,Juventus,DF,0.8737864077669902,1.8723994452149793,2.871012482662968,1.622746185852982,2.1220527045769764,0.1248266296809986,5.367545076282941,1.9972260748959776
Alex Sola,Real Sociedad,"DF,MF",0.0,0.0696594427244582,0.1393188854489164,0.0,0.1393188854489164,0.1393188854489164,0.0696594427244582,0.0696594427244582
Alexsandro Ribeiro,Lille,DF,0.8918918918918919,1.4189189189189189,4.702702702702703,1.0135135135135134,1.0945945945945947,0.2432432432432432,3.324324324324324,0.6081081081081081
Alfie Doughty,Luton Town,DF,1.2307692307692308,0.953846153846154,1.3230769230769233,1.5692307692307692,0.953846153846154,0.1538461538461538,3.2615384615384615,2.892307692307692
Alfie Gilchrist,Chelsea,DF,0.0,1.3043478260869563,4.782608695652174,2.608695652173913,1.7391304347826086,0.4347826086956521,3.043478260869565,0.4347826086956521
Alfonso Espino,Rayo Vallecano,DF,1.6154766653370565,1.4359792580773834,2.261667331471879,0.9333865177502992,1.6154766653370565,0.3230953330674112,4.056641404068608,1.471878739529318
Alfonso Pedraza,Villarreal,DF,0.7258064516129032,1.0483870967741935,1.5322580645161292,1.2903225806451613,1.1290322580645162,0.3225806451612903,2.5,4.516129032258065
Alidu Seidu,Rennes,DF,0.4698375870069605,0.5220417633410672,0.6786542923433875,0.574245939675174,0.4176334106728538,0.4176334106728538,1.2006960556844548,0.7308584686774942
Alphonso Davies,Bayern Munich,DF,1.046004842615012,1.1331719128329298,2.135593220338983,1.3075060532687652,0.6973365617433414,0.0,5.099273607748184,5.273607748184019
Amari'i Bell,Luton Town,DF,1.7267441860465118,1.3081395348837208,3.13953488372093,1.7267441860465118,1.1511627906976745,0.0,3.976744186046512,1.6744186046511629
Ameen Al-Dakhil,Burnley,DF,0.4261363636363636,1.0227272727272727,3.238636363636364,1.1079545454545454,0.5113636363636364,0.0852272727272727,2.9829545454545454,0.5965909090909091
Amir Rrahmani,Napoli,DF,0.9346153846153846,0.6923076923076923,3.1153846153846154,0.8307692307692308,0.6576923076923077,0.173076923076923,3.9115384615384614,0.6576923076923077
Amos Pieper,Werder Bremen,DF,1.6779661016949154,1.3728813559322035,5.491525423728814,1.830508474576271,0.7627118644067796,0.0,3.661016949152542,0.4576271186440677
Andoni Gorosabel,Alavés,DF,1.324456902592852,0.8829712683952348,2.175893482831114,0.7568325157673441,0.9145059565522076,0.189208128941836,3.6895585143658023,1.829011913104415
Andrea Cambiaso,Juventus,"DF,FW",1.1382799325463744,0.4173693086003373,0.9865092748735244,1.0623946037099494,1.327993254637437,0.3794266441821248,2.693929173693086,3.301011804384486
Andrea Carboni,Monza,DF,1.3315400134498991,1.0289172831203766,3.3893745796906525,1.3920645595158037,0.7262945527908541,0.0605245460659045,2.7841291190316073,0.7868190988567586
Andreas Christensen,Barcelona,"DF,MF",0.6366851945426983,0.9550277918140474,1.864578069732188,1.0459828196058616,1.1824153612935826,0.1819100555836281,5.3208691258211225,1.0914603335017683
Andreas Hanche-Olsen,Mainz 05,DF,1.0887096774193548,0.997983870967742,3.719758064516129,0.907258064516129,1.1794354838709675,0.4536290322580645,1.7237903225806452,0.0907258064516129
Andrei Ratiu,Rayo Vallecano,"DF,MF",0.5714285714285714,0.0,1.7142857142857144,0.5714285714285714,0.2857142857142857,0.1428571428571428,2.7142857142857144,4.0
Andrew Omobamidele,Nott'ham Forest,DF,0.3448275862068965,1.4942528735632183,4.827586206896552,1.379310344827586,0.689655172413793,0.2298850574712644,0.9195402298850576,0.1149425287356322
Andrew Robertson,Liverpool,DF,1.2758417011222682,0.6910809214412286,2.12640283520378,1.06320141760189,0.4784406379208505,0.106320141760189,7.442409923213231,3.3490844654459537
Andy Pelmard,Clermont Foot,DF,1.1441953830712612,0.9936433589829374,2.9809300769488125,1.1140849782535964,0.391435262629642,0.0301104048176647,3.613248578119773,1.174305787888926
Anel Ahmedhodžić,Sheffield Utd,DF,1.2231030577576445,1.1551528878822197,4.654586636466591,1.4609286523216307,1.1551528878822197,0.3737259343148358,1.4609286523216307,0.5096262740656852
Angeliño,Roma,DF,0.8676599474145485,0.946538124452235,2.9184925503943906,0.8676599474145485,1.0254163014899211,0.1577563540753724,3.1551270815074495,0.946538124452235
Angelo Ogbonna,West Ham,DF,0.7086614173228346,0.4251968503937008,4.110236220472441,1.84251968503937,0.1417322834645669,0.1417322834645669,0.5669291338582677,0.2834645669291338
Anthony Caci,Mainz 05,DF,0.8326629123089301,1.158487530168946,1.6291230893000803,1.5567176186645213,1.2308930008045054,0.2896218825422365,5.2131938857602576,1.5567176186645213
Anthony Jung,Werder Bremen,DF,0.8026366808840636,0.8375339278790229,3.559519193485847,1.360992632803412,0.5234587049243893,0.1395889879798371,3.734005428460643,0.8375339278790229
Anthony Oyono,Frosinone,DF,1.953255425709516,0.6761268781302171,2.4040066777963274,1.2771285475792988,0.976627712854758,0.3005008347245409,2.4791318864774627,2.629382303839733
Anthony Rouault,Stuttgart,DF,1.0693069306930694,0.7128712871287128,2.495049504950495,1.2475247524752475,0.8019801980198019,0.2673267326732673,6.0594059405940595,0.7128712871287128
Antoine Mendy,Nice,DF,1.076555023923445,1.7224880382775118,3.4449760765550237,0.8612440191387559,0.8612440191387559,0.0,2.583732057416268,0.645933014354067
Antonee Robinson,Fulham,DF,1.5987748851454824,2.2052067381317,3.225114854517611,1.5436447166921898,0.9372128637059725,0.1653905053598774,3.5558958652373662,2.728943338437978
Antonino Gallo,Lecce,DF,0.9759036144578314,0.9036144578313252,2.4216867469879517,1.2289156626506024,0.3253012048192771,0.072289156626506,4.518072289156627,2.4939759036144578
Antonio Raillo,Mallorca,DF,0.9430523917995444,1.5170842824601365,4.264236902050113,1.8041002277904328,1.3120728929384966,0.2460136674259681,3.2801822323462413,0.9840546697038725
Antonio Rüdiger,Real Madrid,DF,0.4983388704318937,0.3654485049833886,2.9568106312292364,0.8970099667774086,0.8637873754152824,0.2325581395348837,2.9235880398671092,0.5647840531561462
Ardian Ismajli,Empoli,DF,0.7041564792176038,1.0122249388753055,5.545232273838631,1.2322738386308068,0.7921760391198044,0.0880195599022004,2.1564792176039123,0.3960880195599022
Aridane Hernández,Rayo Vallecano,DF,0.4260355029585799,0.7455621301775148,5.218934911242604,1.0118343195266273,0.5857988165680473,0.1597633136094674,1.118343195266272,0.0
Aritz Elustondo,Real Sociedad,DF,0.7758620689655172,0.7758620689655172,2.8817733990147785,1.3300492610837438,0.997536945812808,0.2216748768472906,3.435960591133005,0.4433497536945813
Armando Izzo,Monza,DF,0.9272727272727274,1.4727272727272729,2.672727272727273,1.0909090909090908,1.7454545454545454,0.4909090909090909,3.2181818181818183,0.8181818181818181
Arnau Martinez,Girona,DF,1.160354552780016,0.72522159548751,2.973408541498791,1.087832393231265,1.0153102336825142,0.362610797743755,4.931506849315069,2.103142626913779
Arouna Sangante,Le Havre,DF,1.1053219203572755,2.210643840714551,3.1149981391886863,1.172311127651656,1.8087085969482697,0.2679568291775214,3.583922590249349,0.6698920729438035
Arthur,Leverkusen,DF,1.467391304347826,0.0,3.423913043478261,0.4891304347826087,0.9782608695652174,0.0,3.423913043478261,3.9130434782608696
