Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MainPos,MP,Starts,Min,90s,CrdY,CrdR,Gls,Sh_shooting,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_shooting,xG,npxG,xG_shooting,npxG_shooting,npxG/Sh,G-xG,np:G-xG,PK,PKatt,Ast,KP,xAG,xA,A-xAG,PPA,CrsPA,Touches,Att 3rd_possession,Att Pen,Att_possession,Succ,Succ%,Tkld,Tkld%,Carries,PrgC,PrgDist_possession,CPA,Mis,Dis,PrgR,PrgC_possession,1/3_possession,Cmp,Att_passing,Cmp%,PrgP,Fls,Fld,Recov,Won,Lost_misc,Won%,Min%,Compl,Subs,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
1630,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,27.0,1995.0,FW,13,5,448,5.0,0,0,1,6.0,4.0,66.7,1.21,0.8,0.17,0.25,12.9,0.0,1.2,1.2,1.2,1.2,0.2,-0.2,-0.2,0,0,0,6,0.2,0.2,-0.2,2,0,178,89,16,6,2,33.3,2,33.3,105,6,168,1,14,10,36,6,6,109,139,78.4,12,3.0,6.0,9.0,8.0,18.0,30.8,13.1,0.0,8.0,1.38,11.0,6.0,5.0,1.0,7.5,8.0,-0.4,-0.09
1034,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,es La Liga,32.0,1991.0,FW,33,31,2644,29.4,5,0,16,75.0,29.0,38.7,2.55,0.99,0.16,0.41,17.3,3.0,12.3,9.3,12.3,9.3,0.12,3.7,2.7,4,4,6,43,5.6,5.8,0.4,34,2,1654,681,113,38,22,57.9,15,39.5,839,43,1843,7,40,26,196,43,36,1062,1383,76.8,118,16.0,26.0,100.0,14.0,27.0,34.1,77.3,19.0,2.0,2.0,52.0,33.0,19.0,0.65,48.2,33.6,14.6,0.5
1251,Antoine Joujou,fr FRA,"FW,MF",Le Havre,fr Ligue 1,20.0,2003.0,FW,23,6,779,8.7,1,0,0,20.0,3.0,15.0,2.31,0.35,0.0,0.0,19.1,0.0,1.1,1.1,1.1,1.1,0.06,-1.1,-1.1,0,0,2,9,0.6,0.9,1.4,11,2,399,228,41,53,19,35.8,31,58.5,299,35,1090,16,24,26,82,35,21,184,260,70.8,22,17.0,10.0,42.0,10.0,24.0,29.4,25.5,1.0,17.0,0.83,8.0,11.0,-3.0,-0.35,10.1,12.3,-2.2,-0.26
2408,Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,23.0,2000.0,FW,33,25,2105,23.4,6,0,8,70.0,30.0,42.9,2.99,1.28,0.11,0.27,17.8,0.0,4.6,4.6,4.6,4.6,0.07,3.4,3.4,0,0,2,29,3.2,2.3,-1.2,28,7,1015,526,124,116,50,43.1,55,47.4,611,89,2477,42,58,53,188,89,51,452,647,69.9,64,43.0,24.0,111.0,52.0,81.0,39.1,61.5,10.0,8.0,1.39,41.0,33.0,8.0,0.34,38.4,33.0,5.3,0.23
2331,Antonio Sanabria,py PAR,"FW,MF",Torino,it Serie A,27.0,1996.0,FW,35,23,2133,23.7,2,0,5,52.0,14.0,26.9,2.19,0.59,0.06,0.21,12.7,0.0,9.3,7.7,9.3,7.7,0.15,-4.3,-4.7,2,2,0,15,1.4,0.9,-1.4,10,1,856,322,82,32,14,43.8,17,53.1,504,19,721,4,55,23,109,19,16,494,624,79.2,57,25.0,33.0,68.0,62.0,73.0,45.9,62.4,10.0,12.0,1.31,23.0,21.0,2.0,0.08,28.0,20.3,7.7,0.32
117,Antony,br BRA,FW,Manchester Utd,eng Premier League,23.0,2000.0,FW,29,15,1324,14.7,5,0,1,43.0,15.0,34.9,2.92,1.02,0.02,0.07,18.9,0.0,3.4,3.4,3.4,3.4,0.08,-2.4,-2.4,0,0,1,22,2.8,1.9,-1.8,29,3,815,428,58,71,26,36.6,33,46.5,549,53,1953,23,26,19,149,53,37,468,595,78.7,64,19.0,32.0,96.0,2.0,21.0,8.7,38.7,3.0,14.0,1.41,20.0,26.0,-6.0,-0.41,25.5,25.4,0.1,0.01
1084,Antwoine Hackford,eng ENG,FW,Sheffield Utd,eng Premier League,19.0,2004.0,FW,2,0,13,0.1,0,0,0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,4,2,0,1,0,0.0,1,100.0,3,0,2,0,1,0,0,0,1,2,2,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.0,2.0,0.0,0.0,1.0,-1.0,-6.92,0.0,0.1,-0.1,-0.65
1067,Arda Güler,tr TUR,"FW,MF",Real Madrid,es La Liga,18.0,2005.0,FW,10,4,377,4.2,1,0,6,15.0,6.0,40.0,3.58,1.43,0.4,1.0,21.9,1.0,1.4,1.4,1.4,1.4,0.1,4.6,4.6,0,0,0,2,0.1,0.5,-0.1,6,0,273,125,19,22,11,50.0,9,40.9,172,16,609,6,7,5,25,16,6,183,218,83.9,17,11.0,8.0,21.0,0.0,0.0,,11.0,2.0,6.0,2.6,14.0,5.0,9.0,2.15,7.1,4.8,2.3,0.54
1174,Arijon Ibrahimović,de GER,"FW,DF",Frosinone,it Serie A,17.0,2005.0,FW,16,5,474,5.3,1,0,1,12.0,4.0,33.3,2.28,0.76,0.08,0.25,20.7,0.0,0.8,0.8,0.8,0.8,0.07,0.2,0.2,0,0,1,8,0.7,0.7,0.3,9,1,285,135,19,13,4,30.8,7,53.8,187,10,374,7,17,7,54,10,7,163,225,72.4,22,3.0,4.0,19.0,5.0,8.0,38.5,13.9,0.0,11.0,0.75,4.0,7.0,-3.0,-0.57,5.8,7.4,-1.7,-0.31
1749,Arkadiusz Milik,pl POL,FW,Juventus,it Serie A,29.0,1994.0,FW,32,7,919,10.2,2,1,4,37.0,13.0,35.1,3.62,1.27,0.11,0.31,13.6,3.0,5.1,5.1,5.1,5.1,0.14,-1.1,-1.1,0,0,1,15,2.6,0.7,-1.6,8,0,391,175,52,10,5,50.0,5,50.0,242,12,331,3,30,12,49,12,8,215,270,79.6,22,22.0,26.0,31.0,24.0,32.0,42.9,26.9,2.0,25.0,2.03,24.0,6.0,18.0,1.76,18.4,5.5,12.8,1.26
1435,Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,24.0,1998.0,FW,37,35,2908,32.3,5,0,5,84.0,30.0,35.7,2.6,0.93,0.06,0.17,21.6,11.0,5.7,5.7,5.7,5.7,0.07,-0.7,-0.7,0,0,4,47,4.0,3.9,0.0,36,6,1292,740,118,135,63,46.7,54,40.0,817,125,3470,48,80,55,268,125,84,628,908,69.2,99,34.0,55.0,138.0,6.0,28.0,17.6,85.0,15.0,2.0,0.81,37.0,55.0,-18.0,-0.56,34.7,48.5,-13.9,-0.43
386,Armando Broja,al ALB,FW,Fulham,eng Premier League,21.0,2001.0,FW,21,6,542,1.0,0,0,1,0.0,0.0,15.4,1.29,0.2,0.08,0.5,11.1,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0,0,1,1,0.4,0.0,0.6,1,0,43,23,4,6,2,37.599999999999994,4,59.150000000000006,23,2,62,0,3,4,7,2,2,19,27,79.35,2,5.0,3.0,3.0,6.0,9.0,31.1,7.95,0.0,8.0,1.535,2.0,4.0,-2.0,-0.73,2.3,2.8,-0.5,-0.53
2159,Arnau Puigmal,es ESP,"FW,DF",Almería,es La Liga,22.0,2001.0,FW,11,3,255,2.8,3,0,0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,3,0.3,0.2,-0.3,4,1,122,48,2,7,2,28.6,4,57.1,76,4,210,0,7,2,17,4,3,65,93,69.9,8,7.0,4.0,16.0,1.0,3.0,25.0,7.5,0.0,8.0,0.27,4.0,4.0,0.0,0.0,4.3,6.4,-2.1,-0.76
1283,Arnaud Kalimuendo,fr FRA,FW,Rennes,fr Ligue 1,21.0,2002.0,FW,30,25,2139,23.8,6,0,10,59.0,22.0,37.3,2.48,0.93,0.14,0.36,16.3,0.0,9.0,7.4,9.0,7.4,0.13,1.0,0.6,2,2,1,28,2.7,2.3,-1.7,12,1,717,339,107,46,17,37.0,25,54.3,559,27,1046,13,52,35,181,27,18,405,502,80.7,37,28.0,50.0,45.0,6.0,61.0,9.0,69.9,6.0,5.0,1.37,38.0,31.0,7.0,0.29,36.1,24.7,11.4,0.48
1912,Arnaud Nordin,fr FRA,"FW,MF",Montpellier,fr Ligue 1,25.0,1998.0,FW,20,15,1246,13.8,1,1,5,29.0,11.0,37.9,2.09,0.79,0.17,0.45,16.0,0.0,3.6,3.6,3.6,3.6,0.12,1.4,1.4,0,0,3,21,3.0,1.4,0.0,22,4,551,271,66,55,33,60.0,15,27.3,441,56,1667,25,42,19,125,56,48,304,390,77.9,52,14.0,41.0,56.0,9.0,10.0,47.4,40.7,4.0,5.0,1.25,23.0,21.0,2.0,0.14,22.3,18.9,3.4,0.24
787,Aron Dønnum,no NOR,"FW,MF",Toulouse,fr Ligue 1,25.0,1998.0,FW,27,19,1595,17.7,8,0,0,21.0,9.0,42.9,1.18,0.51,0.0,0.0,19.5,0.0,1.0,1.0,1.0,1.0,0.05,-1.0,-1.0,0,0,1,24,2.1,3.0,-1.1,23,2,774,341,48,74,31,41.9,34,45.9,601,69,2001,21,46,23,120,69,37,428,571,75.0,66,31.0,36.0,76.0,6.0,13.0,31.6,52.1,1.0,8.0,1.26,19.0,25.0,-6.0,-0.34,21.3,24.5,-3.2,-0.18
765,Artem Dovbyk,ua UKR,FW,Girona,es La Liga,26.0,1997.0,FW,36,32,2587,28.7,2,0,24,77.0,36.0,46.8,2.68,1.25,0.22,0.47,12.4,1.0,24.2,17.9,24.2,17.9,0.23,-0.2,-0.9,7,8,8,27,6.2,3.7,1.8,10,0,606,341,185,25,17,68.0,8,32.0,351,18,449,16,50,39,118,18,7,277,392,70.7,26,27.0,13.0,24.0,39.0,40.0,49.4,75.6,10.0,4.0,2.19,67.0,36.0,31.0,1.08,56.5,38.9,17.6,0.61
2708,Asier Villalibre,es ESP,FW,Athletic Club,es La Liga,25.0,1997.0,FW,18,4,513,5.7,0,0,2,12.0,6.0,50.0,2.11,1.05,0.17,0.33,11.5,0.0,1.7,1.7,1.7,1.7,0.14,0.3,0.3,0,0,1,9,1.0,0.7,0.0,5,0,179,98,31,11,4,36.4,6,54.5,105,6,195,6,12,11,29,6,5,88,124,71.0,10,7.0,11.0,13.0,21.0,23.0,47.7,15.0,0.0,14.0,1.72,9.0,7.0,2.0,0.35,7.6,6.7,1.0,0.17
698,Assane Diao,sn SEN,FW,Betis,es La Liga,17.0,2005.0,FW,18,13,1048,11.6,4,0,2,21.0,3.0,14.3,1.8,0.26,0.1,0.67,13.7,0.0,2.5,2.5,2.5,2.5,0.12,-0.5,-0.5,0,0,0,10,0.7,0.8,-0.7,6,1,478,251,49,55,18,32.7,28,50.9,309,33,935,14,60,35,101,33,25,200,264,75.8,20,12.0,22.0,47.0,14.0,22.0,38.9,30.6,2.0,5.0,1.5,14.0,9.0,5.0,0.43,15.7,14.1,1.6,0.14
437,Axel Camblan,fr FRA,FW,Brest,fr Ligue 1,19.0,2003.0,FW,7,0,90,1.0,2,0,0,2.0,0.0,0.0,2.0,0.0,0.0,,9.1,0.0,0.2,0.2,0.2,0.2,0.12,-0.2,-0.2,0,0,0,1,0.0,0.0,0.0,0,0,43,28,3,8,3,37.5,5,62.5,28,5,117,0,3,2,8,5,4,18,22,81.8,1,3.0,1.0,4.0,1.0,6.0,14.3,2.9,0.0,7.0,1.57,0.0,1.0,-1.0,-1.0,1.1,0.5,0.6,0.63
2090,Ayoze Pérez,es ESP,FW,Betis,es La Liga,30.0,1993.0,FW,31,29,2294,25.5,4,0,9,68.0,26.0,38.2,2.67,1.02,0.13,0.35,13.5,0.0,7.4,7.4,7.4,7.4,0.11,1.6,1.6,0,0,1,29,3.9,3.0,-2.9,22,0,1125,513,156,112,50,44.6,54,48.2,700,90,2436,41,70,51,175,90,51,572,738,77.5,80,36.0,48.0,121.0,20.0,34.0,37.0,67.1,12.0,2.0,1.45,28.0,28.0,0.0,0.0,29.8,29.8,0.0,0.0
352,Badredine Bouanani,dz ALG,FW,Nice,fr Ligue 1,18.0,2004.0,FW,18,5,604,1.8,0,0,1,4.0,1.0,29.15,2.645,0.79,0.035,0.1,16.4,0.0,0.2,0.2,0.2,0.2,0.05,-0.2,-0.2,0,0,0,6,0.5,0.4,-0.5,3,3,104,59,10,11,4,46.75,6,45.1,86,10,221,1,5,2,24,10,10,54,70,79.1,2,4.0,5.0,8.0,0.0,1.0,0.0,9.9,0.0,6.0,0.9550000000000001,0.0,0.0,0.0,0.205,2.1,1.5,0.6,0.35
710,Bamba Dieng,sn SEN,FW,Lorient,fr Ligue 1,23.0,2000.0,FW,16,5,549,6.1,3,0,4,17.0,7.0,41.2,2.79,1.15,0.24,0.57,16.1,2.0,3.2,3.2,3.2,3.2,0.19,0.8,0.8,0,0,1,8,1.6,0.9,-0.6,2,0,188,79,31,11,3,27.3,7,63.6,127,5,183,3,20,10,44,5,2,90,117,76.9,4,7.0,19.0,12.0,17.0,19.0,47.2,17.9,1.0,11.0,0.94,7.0,16.0,-9.0,-1.48,9.0,10.2,-1.2,-0.2
1872,Bassirou Ndiaye,sn SEN,FW,Lorient,fr Ligue 1,21.0,2002.0,FW,5,0,152,1.7,0,0,0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,2,0.2,0.2,-0.2,0,0,69,23,3,7,2,28.6,5,71.4,49,1,75,0,12,5,7,1,2,27,39,69.2,1,5.0,5.0,9.0,3.0,5.0,37.5,5.0,0.0,5.0,1.0,1.0,2.0,-1.0,-0.59,1.3,1.9,-0.6,-0.37
380,Ben Brereton,cl CHI,"FW,MF",Villarreal,es La Liga,24.0,1999.0,FW,28,16,1375,3.0,5,0,6,5.0,1.0,33.55,2.2199999999999998,0.8150000000000001,0.075,0.155,18.1,0.0,0.2,0.2,0.2,0.2,0.04,-0.2,-0.2,1,1,1,2,0.3,0.2,-0.3,2,0,109,63,13,10,2,27.85,8,70.35,75,6,211,3,5,5,35,6,12,55,74,74.94999999999999,14,5.0,4.0,13.0,1.0,2.0,28.299999999999997,20.099999999999998,0.0,12.0,0.575,3.0,3.0,0.0,-0.855,3.3,3.5,-0.1,-0.04
733,Ben Doak,sct SCO,FW,Liverpool,eng Premier League,17.0,2005.0,FW,1,0,14,0.2,0,0,0,,,,,,,,,,0.0,0.0,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,6,4,0,0,0,,0,,4,0,2,0,2,0,0,0,0,4,4,100.0,0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,
2040,Ben Parkinson,eng ENG,FW,Newcastle Utd,eng Premier League,18.0,2005.0,FW,1,0,25,0.3,0,0,0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,6,3,0,0,0,,0,,0,0,0,0,0,0,0,0,0,1,3,33.3,0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.0,1.0,0.0,0.0,1.0,-1.0,-3.6,0.2,1.7,-1.5,-5.37
1151,Benedict Hollerbach,de GER,"FW,MF",Union Berlin,de Bundesliga,22.0,2001.0,FW,28,15,1282,14.2,2,0,5,34.0,10.0,29.4,2.39,0.7,0.15,0.5,16.1,0.0,3.4,3.4,3.4,3.4,0.1,1.6,1.6,0,0,0,14,1.3,1.4,-1.3,18,5,659,316,77,74,30,40.5,41,55.4,408,49,1220,24,66,52,126,49,28,253,398,63.6,39,29.0,20.0,59.0,19.0,38.0,33.3,41.9,1.0,13.0,0.93,14.0,26.0,-12.0,-0.84,15.8,20.7,-4.9,-0.35
323,Benicio Boaitey,eng ENG,"FW,DF",Brighton,eng Premier League,19.0,2004.0,FW,5,0,40,0.4,1,0,0,1.0,0.0,0.0,2.25,0.0,0.0,,25.2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0,0,0,1,0.1,0.1,-0.1,0,0,30,19,1,1,1,100.0,0,0.0,19,1,40,1,2,1,2,1,2,13,20,65.0,2,2.0,0.0,2.0,0.0,0.0,,1.2,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.9,0.8,0.1,0.13
2180,Benito Ramírez,es ESP,"FW,MF",Las Palmas,es La Liga,28.0,1995.0,FW,20,2,384,4.3,0,0,1,10.0,3.0,30.0,2.34,0.7,0.1,0.33,22.5,1.0,0.4,0.4,0.4,0.4,0.04,0.6,0.6,0,0,1,2,0.5,0.4,0.5,5,3,245,112,10,11,2,18.2,9,81.8,150,13,471,5,10,3,46,13,8,136,196,69.4,5,4.0,4.0,22.0,2.0,11.0,15.4,11.2,0.0,18.0,1.0,3.0,7.0,-4.0,-0.94,3.9,5.9,-1.9,-0.45
2575,Benjamin Tetteh,gh GHA,"FW,MF",Metz,fr Ligue 1,26.0,1997.0,FW,12,1,278,3.1,2,0,0,3.0,1.0,33.3,0.97,0.32,0.0,0.0,17.6,0.0,0.3,0.3,0.3,0.3,0.09,-0.3,-0.3,0,0,0,2,0.1,0.2,-0.1,0,0,112,34,7,9,4,44.4,5,55.6,75,3,118,1,15,2,13,3,4,49,77,63.6,6,4.0,4.0,8.0,8.0,19.0,29.6,9.1,0.0,11.0,0.5,1.0,4.0,-3.0,-0.97,3.0,4.8,-1.8,-0.57
2413,Benjamin Šeško,si SVN,FW,RB Leipzig,de Bundesliga,20.0,2003.0,FW,31,17,1526,17.0,0,0,14,47.0,25.0,53.2,2.77,1.47,0.3,0.56,13.0,0.0,7.7,7.7,7.7,7.7,0.16,6.3,6.3,0,0,2,12,1.1,1.3,0.9,7,0,528,253,87,35,17,48.6,16,45.7,273,21,581,15,32,38,98,21,13,215,330,65.2,22,14.0,10.0,28.0,38.0,29.0,56.7,49.9,2.0,14.0,2.0,34.0,23.0,11.0,0.65,26.7,21.5,5.2,0.3
384,Bennit Bröger,de GER,FW,Wolfsburg,de Bundesliga,17.0,2006.0,FW,1,0,11,0.1,0,0,0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,8,2,0,2,0,0.0,1,50.0,6,0,8,0,1,1,0,0,0,2,4,50.0,0,1.0,2.0,2.0,0.0,2.0,0.0,0.4,0.0,1.0,0.0,0.0,1.0,-1.0,-8.18,0.1,0.5,-0.4,-3.0
2798,Bertuğ Yıldırım,tr TUR,FW,Rennes,fr Ligue 1,21.0,2002.0,FW,21,2,469,5.2,3,0,0,10.0,4.0,40.0,1.92,0.77,0.0,0.0,11.9,0.0,1.4,1.4,1.4,1.4,0.14,-1.4,-1.4,0,0,1,4,0.7,0.2,0.3,1,0,155,62,21,9,6,66.7,1,11.1,109,9,266,2,13,7,29,9,7,73,106,68.9,11,18.0,14.0,14.0,17.0,32.0,34.7,15.3,0.0,19.0,1.33,13.0,7.0,6.0,1.15,10.3,6.6,3.7,0.71
300,Beto,gw GNB,FW,Udinese,it Serie A,25.0,1998.0,FW,31,10,1025,0.8,2,0,3,0.0,0.0,28.6,1.985,0.57,0.07,0.25,14.7,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0,1,0,6,0.3,0.0,-0.3,0,0,17,10,1,3,2,54.8,1,40.95,15,0,18,0,3,0,5,0,0,10,11,75.45,2,0.0,0.0,0.0,0.0,2.0,22.8,15.0,0.0,0.0,0.6,0.0,3.0,-3.0,-2.015,0.5,1.8,-1.3,-1.61
359,Bilal Boutobba,fr FRA,"FW,MF",Clermont Foot,fr Ligue 1,24.0,1998.0,FW,27,10,926,10.3,1,0,1,25.0,9.0,36.0,2.43,0.87,0.04,0.11,17.5,0.0,2.0,2.0,2.0,2.0,0.08,-1.0,-1.0,0,0,1,12,1.7,1.5,-0.7,17,9,536,226,38,46,16,34.8,25,54.3,411,38,1191,11,26,15,86,38,29,273,395,69.1,43,7.0,26.0,54.0,11.0,11.0,50.0,30.3,1.0,17.0,0.74,6.0,20.0,-14.0,-1.36,12.3,19.5,-7.2,-0.7
366,Bilal Brahimi,dz ALG,FW,Nice,fr Ligue 1,23.0,2000.0,FW,20,1,232,0.1,1,1,0,0.0,0.0,50.0,0.815,0.405,0.0,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0,0,0,1,0.1,0.0,-0.1,0,0,15,11,1,1,0,28.15,1,68.75,10,1,23,1,1,1,6,1,0,10,13,67.95,0,0.0,0.0,2.0,0.0,0.0,50.0,3.8000000000000003,0.0,2.0,1.28,0.0,0.0,0.0,0.405,0.5,0.1,0.4,3.64
654,Bobby De Cordova-Reid,jm JAM,FW,Fulham,eng Premier League,30.0,1993.0,FW,33,17,1423,15.8,4,0,6,33.0,8.0,24.2,2.09,0.51,0.18,0.75,15.7,0.0,4.6,4.6,4.6,4.6,0.14,1.4,1.4,0,0,2,17,1.8,1.2,0.2,17,5,671,277,55,25,8,32.0,12,48.0,389,35,900,11,33,10,95,35,18,364,487,74.7,47,16.0,25.0,60.0,13.0,24.0,35.1,41.6,1.0,16.0,1.24,22.0,29.0,-7.0,-0.44,18.8,27.9,-9.1,-0.56
1177,Borja Iglesias,es ESP,FW,Leverkusen,de Bundesliga,30.0,1993.0,FW,18,6,664,2.8,2,0,0,8.0,3.0,18.75,2.51,0.525,0.0,0.0,15.2,0.0,1.4,1.4,1.4,1.4,0.17,-1.4,-1.4,0,0,1,3,0.3,0.4,-0.3,3,0,96,66,19,1,0,25.0,1,75.0,62,3,74,3,5,6,19,3,2,58,75,79.75,5,2.0,3.0,5.0,4.0,6.0,43.1,10.15,1.0,5.0,2.225,11.0,1.0,10.0,1.87,10.3,1.4,8.9,3.12
1679,Borja Mayoral,es ESP,FW,Getafe,es La Liga,26.0,1997.0,FW,27,25,2153,23.9,2,0,15,43.0,23.0,53.5,1.8,0.96,0.26,0.48,15.8,0.0,11.9,8.7,11.9,8.7,0.2,3.1,2.3,4,4,1,20,1.4,1.3,-0.4,7,2,775,352,71,43,18,41.9,22,51.2,481,27,912,11,69,28,100,27,29,422,558,75.6,67,31.0,32.0,69.0,48.0,71.0,40.3,63.0,10.0,2.0,1.3,34.0,34.0,0.0,0.0,29.2,32.3,-3.1,-0.13
2678,Borja Vázquez,es ESP,FW,Cádiz,es La Liga,18.0,2005.0,FW,1,0,4,0.0,0,0,0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,1,0.1,0.0,-0.1,1,0,5,2,0,0,0,,0,,3,0,5,0,0,0,1,0,0,1,2,50.0,1,0.0,0.0,0.0,0.0,0.0,,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.35
2479,Borna Sosa,hr CRO,"FW,DF",Stuttgart,de Bundesliga,25.0,1998.0,FW,2,0,46,0.5,0,0,0,1.0,0.0,0.0,1.96,0.0,0.0,,24.2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0,0,0,3,0.3,0.1,-0.3,0,0,48,26,2,0,0,,0,,31,5,100,1,1,0,10,5,1,27,43,62.8,2,0.0,0.0,0.0,0.0,0.0,,1.5,0.0,2.0,1.5,0.0,4.0,-4.0,-7.83,0.4,0.8,-0.4,-0.76
687,Boulaye Dia,sn SEN,"FW,MF",Salernitana,it Serie A,26.0,1996.0,FW,17,12,1143,12.7,1,0,4,28.0,9.0,32.1,2.2,0.71,0.11,0.33,16.0,0.0,3.9,3.1,3.9,3.1,0.11,0.1,-0.1,1,1,0,10,0.5,0.5,-0.5,5,0,382,162,35,43,14,32.6,27,62.8,276,18,648,6,37,28,57,18,17,204,244,83.6,22,11.0,24.0,41.0,6.0,27.0,18.2,33.4,8.0,5.0,0.35,9.0,30.0,-21.0,-1.65,10.0,25.0,-15.0,-1.18
215,Bradley Barcola,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,20.0,2002.0,FW,28,21,1640,15.2,4,1,4,31.0,11.0,17.75,1.355,0.36,0.065,0.36,13.8,0.0,4.5,4.5,4.5,4.5,0.15,-0.5,-0.5,0,0,7,29,5.2,4.2,1.8,19,1,803,476,103,94,46,46.65,43,50.650000000000006,640,93,2545,50,45,11,217,93,50,436,562,77.69999999999999,56,22.0,12.0,52.0,10.0,11.0,64.7,26.799999999999997,2.0,7.0,1.2650000000000001,35.0,18.0,17.0,-0.10499999999999998,28.7,18.0,10.6,0.7
705,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,23.0,1999.0,FW,31,18,1545,17.2,0,0,8,38.0,17.0,44.7,2.21,0.99,0.21,0.47,16.0,0.0,5.7,5.7,5.7,5.7,0.15,2.3,2.3,0,0,6,30,4.4,4.7,1.6,34,7,971,540,93,109,55,50.5,49,45.0,694,76,2408,32,48,42,166,76,61,624,740,84.3,75,22.0,41.0,74.0,3.0,9.0,25.0,45.2,1.0,13.0,2.52,44.0,9.0,35.0,2.04,32.2,13.8,18.4,1.07
38,Brandon Aguilera,cr CRC,FW,Nott'ham Forest,eng Premier League,20.0,2003.0,FW,1,0,5,0.1,0,0,0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,11,4,0,0,0,,0,,4,0,12,0,0,0,1,0,1,4,8,50.0,0,3.0,0.0,0.0,0.0,0.0,,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,26.0,1997.0,FW,5,2,182,2.0,0,0,1,6.0,3.0,50.0,2.97,1.48,0.17,0.33,15.9,0.0,0.7,0.7,0.7,0.7,0.12,0.3,0.3,0,0,0,3,0.1,0.2,-0.1,2,0,79,40,18,7,4,57.1,3,42.9,67,8,150,6,8,7,20,8,5,37,46,80.4,7,3.0,7.0,3.0,1.0,8.0,11.1,5.9,0.0,3.0,2.4,4.0,2.0,2.0,0.99,3.9,2.8,1.0,0.52
1237,Brennan Johnson,wls WAL,FW,Tottenham,eng Premier League,22.0,2001.0,FW,35,26,2322,23.2,3,0,5,50.0,19.0,19.0,1.65,0.41,0.05,0.26,12.9,0.0,10.3,10.3,10.3,10.3,0.21,-5.3,-5.3,0,0,10,45,8.1,4.5,1.9,39,10,977,578,154,71,25,31.900000000000002,39,48.9,638,97,2091,48,35,19,293,97,35,519,728,74.15,72,17.0,29.0,75.0,5.0,16.0,28.549999999999997,33.95,8.0,9.0,1.28,49.0,37.0,12.0,0.07,42.1,40.6,1.5,0.06
972,Bryan Gil,es ESP,"FW,MF",Tottenham,eng Premier League,22.0,2001.0,FW,11,2,209,2.3,0,0,0,4.0,1.0,25.0,1.72,0.43,0.0,0.0,13.9,0.0,0.8,0.8,0.8,0.8,0.19,-0.8,-0.8,0,0,0,4,0.2,0.3,-0.2,8,1,191,101,18,11,8,72.7,3,27.3,137,11,340,5,9,7,49,11,6,127,157,80.9,16,2.0,3.0,16.0,0.0,3.0,0.0,6.1,0.0,9.0,1.09,4.0,11.0,-7.0,-3.01,5.3,7.3,-2.0,-0.85
1694,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,23.0,1999.0,FW,25,22,1960,21.8,2,0,9,50.0,16.0,32.0,2.3,0.73,0.12,0.38,17.1,4.0,9.8,7.4,9.8,7.4,0.15,-0.8,-1.4,3,3,6,32,4.6,5.6,1.4,36,4,1045,599,111,78,26,33.3,42,53.8,667,74,2115,38,67,39,195,74,52,511,765,66.8,88,22.0,42.0,93.0,23.0,44.0,34.3,57.3,18.0,3.0,1.28,37.0,31.0,6.0,0.28,36.2,28.3,8.0,0.37
