Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,90s_defensive,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,90s_gsc,SCA,SCA90,PassLive,PassDead,TO,Sh_gsc,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,90s_misc,CrdY_misc,CrdR_misc,2CrdY,Fls,Fld_misc,Off,Crs,Int_misc,TklW_misc,PKwon,PKcon,OG,Recov,Won,Lost_misc,Won%,90s_passing,Cmp,Att_passing,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing,xAG_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_passing,90s_passing_types,Att_passing_types,Live,Dead,FK,TB,Sw,Crs_passing_types,TI,CK,In,Out,Str,Cmp_passing_types,Off_passing_types,Blocks_passing_types,MP_playing_time,Min_playing_time,Mn/MP,Min%,90s_playing_time,Starts_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,90s_possession,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Att 3rd_possession,Att Pen,Live_possession,Att_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession,PrgDist_possession,PrgC_possession,1/3_possession,CPA,Mis,Dis,Rec,PrgR_possession,90s_shooting,Gls_shooting,Sh_shooting,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_shooting,PK_shooting,PKatt_shooting,xG_shooting,npxG_shooting,npxG/Sh,G-xG,np:G-xG
104,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,27.0,1996.0,38,38,3415,37.9,2,3,5,2,0,0,7,0,1.7,1.7,2.8,4.5,21,147,10,0.05,0.08,0.13,0.05,0.13,0.04,0.07,0.12,0.04,0.12,Matches,37.9,56,35,33,21,2,29,39,74.4,10,33,18,15,41,97,207,1,37.9,47.0,1.24,41.0,1.0,0.0,3.0,0.0,2.0,5.0,0.13,5.0,0.0,0.0,0.0,0.0,0.0,37.9,7.0,0.0,0.0,43.0,23.0,1.0,31.0,41.0,35.0,0.0,0.0,0.0,193.0,89.0,46.0,65.9,37.9,1731,2209,78.4,37874,14700,488,559,87.3,950,1041,91.3,281,547,51.4,3,2.8,2.3,0.2,20,171,17,8,147,37.9,2209.0,2073.0,121.0,110.0,7.0,31.0,31.0,8.0,0.0,0.0,0.0,0.0,1731.0,15.0,22.0,38.0,3415.0,90.0,99.9,37.9,38.0,90.0,36.0,0.0,,0.0,1.29,57.0,58.0,-1.0,-0.03,-0.03,48.6,52.0,-3.4,-0.09,-0.09,37.9,2609,337,1320,1160,140,44,2609,23,14,60.9,6,26.1,1367,7243,4207,21,11,0,11,6,1604,10,37.9,2.0,21.0,8.0,38.1,0.55,0.21,0.1,0.25,12.8,1.0,0.0,0.0,1.7,1.7,0.08,0.3,0.3
105,Elliot Anderson,eng ENG,"MF,FW",Newcastle Utd,eng Premier League,20.0,2002.0,21,10,1027,11.4,0,2,2,0,0,0,3,0,1.5,1.5,1.9,3.5,37,57,70,0.0,0.18,0.18,0.0,0.18,0.13,0.17,0.3,0.13,0.3,Matches,11.4,24,18,12,9,3,15,29,51.7,14,23,4,19,8,32,23,0,11.4,34.0,2.98,28.0,0.0,4.0,2.0,0.0,0.0,3.0,0.26,3.0,0.0,0.0,0.0,0.0,0.0,11.4,3.0,0.0,0.0,21.0,19.0,1.0,19.0,8.0,18.0,0.0,0.0,0.0,60.0,19.0,12.0,61.3,11.4,370,460,80.4,5041,1322,241,274,88.0,108,130,83.1,8,27,29.6,2,1.9,1.2,0.1,15,36,12,0,57,11.4,460.0,431.0,29.0,3.0,4.0,1.0,19.0,25.0,1.0,0.0,0.0,0.0,370.0,0.0,9.0,21.0,1027.0,49.0,30.0,11.4,10.0,80.0,3.0,11.0,21.0,0.0,1.86,30.0,14.0,16.0,1.4,1.14,25.9,12.2,13.7,1.2,1.17,11.4,640,23,109,278,267,46,640,43,21,48.8,18,41.9,364,2272,1213,37,23,4,28,22,416,70,11.4,0.0,19.0,4.0,21.1,1.67,0.35,0.0,0.0,14.5,0.0,0.0,0.0,1.5,1.5,0.08,-1.5,-1.5
106,Felipe Anderson,br BRA,"FW,MF",Lazio,it Serie A,30.0,1993.0,38,33,2770,30.8,5,6,11,5,0,0,3,0,4.4,4.4,6.3,10.7,108,126,226,0.16,0.19,0.36,0.16,0.36,0.14,0.21,0.35,0.14,0.35,Matches,30.8,78,45,32,33,13,34,90,37.8,56,45,3,42,27,105,23,0,30.8,92.0,2.99,76.0,2.0,4.0,5.0,2.0,3.0,12.0,0.39,10.0,0.0,1.0,0.0,0.0,1.0,30.8,3.0,0.0,0.0,30.0,36.0,4.0,57.0,27.0,45.0,0.0,0.0,0.0,139.0,15.0,16.0,48.4,30.8,1012,1336,75.7,14375,3827,601,690,87.1,320,411,77.9,47,96,49.0,6,6.3,4.7,-0.3,42,66,50,4,126,30.8,1336.0,1299.0,29.0,5.0,5.0,6.0,57.0,18.0,6.0,1.0,4.0,0.0,1012.0,8.0,63.0,38.0,2770.0,73.0,81.0,30.8,33.0,79.0,14.0,5.0,32.0,0.0,1.61,38.0,31.0,7.0,0.23,-0.19,36.2,33.0,3.3,0.11,-0.07,30.8,1756,43,252,792,742,93,1756,107,43,40.2,54,50.5,897,5493,2896,108,62,26,65,32,1304,226,30.8,5.0,43.0,11.0,25.6,1.4,0.36,0.12,0.45,17.3,1.0,0.0,0.0,4.4,4.4,0.1,0.6,0.6
107,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,32.0,1990.0,30,29,2570,28.6,4,0,4,4,0,0,8,0,2.6,2.6,1.3,3.9,19,180,37,0.14,0.0,0.14,0.14,0.14,0.09,0.05,0.14,0.09,0.14,Matches,28.6,89,49,39,45,5,43,81,53.1,38,34,5,29,35,124,60,0,28.6,49.0,1.72,41.0,1.0,0.0,0.0,5.0,2.0,3.0,0.11,1.0,0.0,0.0,0.0,2.0,0.0,28.6,8.0,0.0,0.0,51.0,43.0,1.0,19.0,35.0,49.0,0.0,0.0,0.0,195.0,78.0,56.0,58.2,28.6,1598,1919,83.3,26448,7329,751,860,87.3,648,733,88.4,123,199,61.8,0,1.3,2.2,-1.3,19,173,9,2,180,28.6,1919.0,1855.0,58.0,57.0,5.0,19.0,19.0,1.0,0.0,0.0,0.0,0.0,1598.0,6.0,34.0,30.0,2570.0,86.0,84.0,28.6,29.0,87.0,23.0,1.0,35.0,0.0,1.77,39.0,24.0,15.0,0.53,-0.03,39.4,25.3,14.1,0.49,0.85,28.6,2242,103,496,1461,293,32,2242,23,10,43.5,13,56.5,1701,8056,3343,19,40,1,29,22,1612,37,28.6,4.0,23.0,9.0,39.1,0.81,0.32,0.17,0.44,17.0,0.0,0.0,0.0,2.6,2.6,0.11,1.4,1.4
108,Komnen Andrić,rs SRB,FW,Clermont Foot,fr Ligue 1,28.0,1995.0,7,1,169,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0,5,24,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.12,0.03,0.12,Matches,1.9,2,1,0,1,1,0,4,0.0,4,2,0,2,0,2,1,0,1.9,6.0,3.2,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,8.0,20.0,1.9,45,59,76.3,600,72,26,33,78.8,15,18,83.3,1,2,50.0,0,0.2,0.1,-0.2,4,4,1,0,5,1.9,59.0,54.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,7.0,169.0,24.0,5.5,1.9,1.0,67.0,0.0,6.0,17.0,6.0,0.29,1.0,5.0,-4.0,-2.13,-1.2,2.2,5.3,-3.1,-1.63,-0.87,1.9,83,2,3,44,36,3,83,5,2,40.0,3,60.0,59,272,42,0,4,1,8,6,66,24,1.9,0.0,2.0,0.0,0.0,1.07,0.0,0.0,,19.1,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
109,Robert Andrich,de GER,"MF,DF",Leverkusen,de Bundesliga,28.0,1994.0,28,18,1690,18.8,4,2,6,4,0,0,4,0,1.7,1.7,1.8,3.5,20,97,14,0.21,0.11,0.32,0.21,0.32,0.09,0.1,0.19,0.09,0.19,Matches,18.8,30,18,8,14,8,13,24,54.2,11,15,4,11,20,50,17,0,18.8,54.0,2.88,47.0,0.0,0.0,4.0,2.0,1.0,6.0,0.32,6.0,0.0,0.0,0.0,0.0,0.0,18.8,4.0,0.0,0.0,23.0,14.0,0.0,14.0,20.0,18.0,0.0,0.0,0.0,122.0,20.0,22.0,47.6,18.8,1346,1494,90.1,20529,6451,749,789,94.9,487,542,89.9,74,105,70.5,2,1.8,2.2,0.2,22,117,19,3,97,18.8,1494.0,1458.0,34.0,32.0,5.0,4.0,14.0,2.0,0.0,0.0,0.0,0.0,1346.0,2.0,10.0,28.0,1690.0,60.0,55.2,18.8,18.0,87.0,16.0,10.0,12.0,6.0,2.71,47.0,9.0,38.0,2.02,0.25,40.7,14.0,26.6,1.42,0.3,18.8,1638,53,319,1049,281,16,1638,12,7,58.3,4,33.3,885,4005,1978,20,34,1,13,7,1235,14,18.8,4.0,23.0,9.0,39.1,1.22,0.48,0.17,0.44,20.0,2.0,0.0,0.0,1.7,1.7,0.07,2.3,2.3
110,Miguel Ángel Rubio,es ESP,DF,Granada,es La Liga,25.0,1998.0,19,17,1560,17.3,1,0,1,1,0,0,5,0,0.8,0.8,0.1,0.9,7,27,1,0.06,0.0,0.06,0.06,0.06,0.05,0.0,0.05,0.05,0.05,Matches,17.3,20,12,14,6,0,14,21,66.7,7,31,18,13,28,48,74,2,17.3,6.0,0.35,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,17.3,5.0,0.0,0.0,20.0,11.0,1.0,0.0,28.0,12.0,0.0,0.0,0.0,77.0,58.0,30.0,65.9,17.3,622,775,80.3,12049,4316,201,229,87.8,357,405,88.1,58,120,48.3,0,0.1,0.1,-0.1,2,24,3,0,27,17.3,775.0,745.0,29.0,24.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,622.0,1.0,11.0,19.0,1560.0,82.0,45.6,17.3,17.0,88.0,15.0,2.0,29.0,11.0,0.89,21.0,35.0,-14.0,-0.81,0.5,20.8,31.6,-10.9,-0.63,-0.11,17.3,975,128,567,381,30,17,975,7,5,71.4,1,14.3,491,2583,1586,7,5,0,10,2,559,1,17.3,1.0,9.0,2.0,22.2,0.52,0.12,0.11,0.5,10.4,0.0,0.0,0.0,0.8,0.8,0.09,0.2,0.2
111,Angeliño,es ESP,DF,Roma,it Serie A,26.0,1997.0,16,14,1141,12.7,0,1,1,0,0,0,2,0,0.2,0.2,1.6,1.7,12,40,55,0.0,0.08,0.08,0.0,0.08,0.01,0.12,0.14,0.01,0.14,Matches,12.7,21,11,12,6,3,11,19,57.9,8,11,5,6,12,33,37,1,12.7,33.0,2.6,30.0,2.0,0.0,1.0,0.0,0.0,3.0,0.24,3.0,0.0,0.0,0.0,0.0,0.0,12.7,2.0,0.0,0.0,13.0,10.0,1.0,53.0,12.0,11.0,0.0,0.0,1.0,55.0,15.0,9.0,62.5,12.7,546,715,76.4,9819,3457,257,285,90.2,221,284,77.8,62,123,50.4,1,1.6,1.5,-0.6,19,36,21,13,40,12.7,715.0,610.0,101.0,12.0,0.0,4.0,53.0,87.0,2.0,1.0,0.0,0.0,546.0,4.0,11.0,16.0,1141.0,71.0,33.4,12.7,14.0,76.0,5.0,2.0,42.0,0.0,1.75,22.0,16.0,6.0,0.47,-0.04,16.4,16.3,0.1,0.01,-0.36,12.7,830,60,284,351,199,7,830,13,6,46.2,6,46.2,415,1905,864,12,13,0,9,6,502,55,12.7,0.0,8.0,2.0,25.0,0.63,0.16,0.0,0.0,24.1,0.0,0.0,0.0,0.2,0.2,0.02,-0.2,-0.2
112,Ângelo,br BRA,"FW,MF",Strasbourg,fr Ligue 1,18.0,2004.0,21,11,1094,12.2,0,3,3,0,0,0,1,0,0.4,0.4,3.3,3.7,50,59,110,0.0,0.25,0.25,0.0,0.25,0.04,0.27,0.31,0.04,0.31,Matches,12.2,24,11,9,7,8,11,31,35.5,20,18,0,18,9,33,2,0,12.2,54.0,4.45,43.0,2.0,5.0,1.0,2.0,1.0,6.0,0.49,5.0,0.0,0.0,0.0,1.0,0.0,12.2,1.0,0.0,0.0,12.0,22.0,2.0,42.0,9.0,11.0,1.0,0.0,0.0,82.0,2.0,7.0,22.2,12.2,300,426,70.4,4918,1875,139,180,77.2,129,171,75.4,22,49,44.9,3,3.3,3.0,-0.3,26,32,25,9,59,12.2,426.0,410.0,15.0,3.0,4.0,1.0,42.0,4.0,5.0,3.0,1.0,0.0,300.0,1.0,13.0,21.0,1094.0,52.0,35.8,12.2,11.0,77.0,5.0,10.0,25.0,1.0,1.05,11.0,17.0,-6.0,-0.49,-0.22,14.3,18.7,-4.4,-0.36,-0.4,12.2,593,7,76,261,282,27,593,56,30,53.6,23,41.1,465,4051,1883,50,48,6,44,24,412,110,12.2,0.0,9.0,4.0,44.4,0.74,0.33,0.0,0.0,22.2,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4
113,Fabrizio Angileri,ar ARG,"DF,MF",Getafe,es La Liga,29.0,1994.0,11,2,164,1.8,0,0,0,0,0,0,2,1,0.0,0.0,1.3,1.3,2,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.73,0.0,0.73,Matches,1.8,1,1,1,0,0,1,3,33.3,2,0,0,0,4,5,8,0,1.8,9.0,4.91,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.0,1.0,0.0,1.0,1.0,0.0,8.0,4.0,1.0,0.0,0.0,0.0,15.0,6.0,5.0,54.5,1.8,68,103,66.0,1143,377,30,38,78.9,25,36,69.4,8,18,44.4,0,1.3,0.9,-1.3,4,4,4,3,7,1.8,103.0,96.0,7.0,1.0,0.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,68.0,0.0,5.0,11.0,164.0,15.0,4.8,1.8,2.0,55.0,0.0,9.0,6.0,22.0,1.42,4.0,6.0,-2.0,-1.1,-0.82,5.3,3.4,1.9,1.02,1.3,1.8,121,7,34,52,37,1,121,4,2,50.0,1,25.0,59,237,92,2,2,0,1,0,62,6,1.8,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
114,Jaidon Anthony,eng ENG,FW,Bournemouth,eng Premier League,23.0,1999.0,3,2,152,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,8,9,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,1.7,3,1,1,0,2,1,7,14.3,6,3,0,3,1,4,3,0,1.7,3.0,1.78,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.0,0.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0,3.0,25.0,1.7,30,45,66.7,453,139,17,20,85.0,10,14,71.4,1,6,16.7,0,0.0,0.0,0.0,0,3,1,0,8,1.7,45.0,42.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,3.0,3.0,152.0,51.0,4.4,1.7,2.0,61.0,0.0,1.0,31.0,0.0,0.33,1.0,5.0,-4.0,-2.37,-2.12,0.6,4.4,-3.8,-2.27,-2.31,1.7,69,2,15,27,27,4,69,6,2,33.3,3,50.0,36,160,77,2,2,0,5,2,40,9,1.7,0.0,2.0,1.0,50.0,1.18,0.59,0.0,0.0,24.5,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
115,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,27.0,1996.0,33,32,2886,32.1,0,3,3,0,0,0,7,0,1.7,1.7,1.0,2.7,38,172,15,0.0,0.09,0.09,0.0,0.09,0.05,0.03,0.09,0.05,0.09,Matches,32.1,39,25,21,16,2,23,42,54.8,19,33,20,13,40,79,150,1,32.1,39.0,1.22,33.0,0.0,0.0,4.0,1.0,1.0,9.0,0.28,8.0,0.0,0.0,1.0,0.0,0.0,32.1,7.0,0.0,0.0,25.0,26.0,0.0,14.0,40.0,25.0,1.0,1.0,1.0,203.0,79.0,42.0,65.3,32.1,2330,2624,88.8,41479,15026,904,955,94.7,1251,1342,93.2,143,260,55.0,3,1.0,1.5,2.0,9,163,7,2,172,32.1,2624.0,2511.0,109.0,51.0,6.0,9.0,14.0,29.0,0.0,0.0,0.0,0.0,2330.0,4.0,16.0,33.0,2886.0,87.0,94.3,32.1,32.0,89.0,30.0,1.0,45.0,0.0,2.12,76.0,38.0,38.0,1.19,0.67,68.4,34.7,33.7,1.05,1.57,32.1,2977,296,1245,1612,138,34,2977,22,15,68.2,7,31.8,1847,10429,5711,38,19,5,28,12,2110,15,32.1,0.0,28.0,6.0,21.4,0.87,0.19,0.0,0.0,15.9,0.0,0.0,0.0,1.7,1.7,0.06,-1.7,-1.7
116,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,33.0,1990.0,26,21,1695,18.8,6,2,8,6,0,0,6,0,5.8,5.8,0.9,6.7,48,22,104,0.32,0.11,0.42,0.32,0.42,0.31,0.05,0.35,0.31,0.35,Matches,18.8,15,8,5,6,4,3,11,27.3,8,16,3,13,4,19,4,0,18.8,33.0,1.75,18.0,1.0,5.0,3.0,4.0,2.0,5.0,0.27,4.0,0.0,1.0,0.0,0.0,0.0,18.8,6.0,0.0,0.0,25.0,28.0,9.0,27.0,4.0,8.0,0.0,0.0,0.0,55.0,33.0,53.0,38.4,18.8,180,308,58.4,2635,626,111,154,72.1,48,90,53.3,13,26,50.0,2,0.9,1.3,1.1,8,13,7,2,22,18.8,308.0,288.0,18.0,1.0,3.0,4.0,27.0,11.0,0.0,0.0,0.0,0.0,180.0,2.0,22.0,26.0,1695.0,65.0,49.6,18.8,21.0,75.0,2.0,5.0,26.0,0.0,1.27,33.0,34.0,-1.0,-0.05,0.63,27.1,35.1,-8.0,-0.42,0.14,18.8,527,7,49,226,259,59,527,62,29,46.8,26,41.9,345,2320,1084,48,17,19,69,39,398,104,18.8,6.0,30.0,14.0,46.7,1.59,0.74,0.2,0.43,13.1,0.0,0.0,0.0,5.8,5.8,0.19,0.2,0.2
117,Antony,br BRA,FW,Manchester Utd,eng Premier League,23.0,2000.0,29,15,1324,14.7,1,1,2,1,0,0,5,0,3.4,3.4,2.8,6.1,53,64,149,0.07,0.07,0.14,0.07,0.14,0.23,0.19,0.42,0.23,0.42,Matches,14.7,40,21,15,19,6,20,40,50.0,20,29,1,28,12,52,9,0,14.7,55.0,3.74,45.0,1.0,2.0,0.0,4.0,3.0,3.0,0.2,1.0,0.0,0.0,0.0,0.0,2.0,14.7,5.0,0.0,0.0,19.0,32.0,2.0,16.0,12.0,21.0,1.0,1.0,0.0,96.0,2.0,21.0,8.7,14.7,468,595,78.7,6175,1608,295,348,84.8,130,153,85.0,16,30,53.3,1,2.8,1.9,-1.8,22,26,29,3,64,14.7,595.0,570.0,22.0,7.0,3.0,1.0,16.0,15.0,0.0,0.0,0.0,0.0,468.0,3.0,23.0,29.0,1324.0,46.0,38.7,14.7,15.0,73.0,3.0,14.0,16.0,4.0,1.41,20.0,26.0,-6.0,-0.41,-0.62,25.5,25.4,0.1,0.01,0.55,14.7,815,17,106,304,428,58,815,71,26,36.6,33,46.5,549,3686,1953,53,37,23,26,19,571,149,14.7,1.0,43.0,15.0,34.9,2.92,1.02,0.02,0.07,18.9,0.0,0.0,0.0,3.4,3.4,0.08,-2.4,-2.4
118,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,29.0,1994.0,25,11,1216,13.5,2,2,4,2,0,0,5,0,2.2,2.2,3.5,5.7,50,28,138,0.15,0.15,0.3,0.15,0.3,0.16,0.26,0.42,0.16,0.42,Matches,13.5,21,12,10,6,5,12,22,54.5,10,13,2,11,2,23,11,1,13.5,48.0,3.55,31.0,9.0,2.0,3.0,3.0,0.0,4.0,0.3,4.0,0.0,0.0,0.0,0.0,0.0,13.5,5.0,0.0,0.0,13.0,17.0,18.0,55.0,2.0,12.0,0.0,0.0,0.0,53.0,11.0,22.0,33.3,13.5,274,454,60.4,4315,1592,154,187,82.4,80,143,55.9,31,80,38.8,2,3.5,3.0,-1.5,24,11,15,7,28,13.5,454.0,343.0,108.0,1.0,1.0,1.0,55.0,106.0,0.0,0.0,0.0,0.0,274.0,3.0,21.0,25.0,1216.0,49.0,39.7,13.5,11.0,76.0,1.0,14.0,27.0,2.0,1.0,18.0,28.0,-10.0,-0.74,0.33,17.3,26.1,-8.9,-0.66,-0.15,13.5,614,10,74,170,378,51,614,35,7,20.0,24,68.6,318,2169,1071,50,22,17,31,24,380,138,13.5,2.0,29.0,9.0,31.0,2.15,0.67,0.07,0.22,18.2,0.0,0.0,0.0,2.2,2.2,0.08,-0.2,-0.2
119,Houssem Aouar,dz ALG,"MF,FW",Roma,it Serie A,25.0,1998.0,16,9,756,8.4,4,0,4,4,0,0,3,0,2.3,2.3,0.5,2.8,17,26,60,0.48,0.0,0.48,0.48,0.48,0.28,0.05,0.33,0.28,0.33,Matches,8.4,16,11,4,10,2,3,12,25.0,9,5,0,5,4,20,2,1,8.4,21.0,2.5,12.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,3.0,0.0,0.0,10.0,11.0,3.0,10.0,4.0,11.0,0.0,0.0,0.0,39.0,10.0,11.0,47.6,8.4,300,359,83.6,4459,818,166,181,91.7,113,133,85.0,14,21,66.7,0,0.5,0.6,-0.5,10,25,3,1,26,8.4,359.0,344.0,15.0,4.0,0.0,0.0,10.0,3.0,8.0,5.0,2.0,0.0,300.0,0.0,8.0,16.0,756.0,47.0,22.1,8.4,9.0,70.0,2.0,7.0,18.0,14.0,1.69,12.0,9.0,3.0,0.36,-0.18,12.0,9.4,2.6,0.31,0.08,8.4,439,3,48,238,157,27,439,21,11,52.4,7,33.3,278,1414,621,17,15,6,16,15,319,60,8.4,4.0,12.0,7.0,58.3,1.43,0.83,0.33,0.57,13.3,0.0,0.0,0.0,2.3,2.3,0.19,1.7,1.7
120,Stredair Appuah,fr FRA,"FW,MF",Nantes,fr Ligue 1,19.0,2004.0,4,0,84,0.9,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3,0,2,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,0.46,0.46,Matches,0.9,0,0,0,0,0,0,3,0.0,3,0,0,0,1,1,1,0,0.9,2.0,2.14,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,100.0,0.9,14,23,60.9,184,39,5,7,71.4,7,7,100.0,0,5,0.0,0,0.0,0.0,0.0,0,1,0,0,0,0.9,23.0,23.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,4.0,84.0,21.0,2.7,0.9,0.0,,0.0,4.0,21.0,8.0,0.75,0.0,5.0,-5.0,-5.36,-4.75,1.1,3.5,-2.4,-2.52,-2.12,0.9,42,1,7,20,15,3,42,6,4,66.7,2,33.3,27,188,92,3,1,1,4,1,26,2,0.9,0.0,4.0,0.0,0.0,4.29,0.0,0.0,,23.3,0.0,0.0,0.0,0.4,0.4,0.11,-0.4,-0.4
121,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,27.0,1995.0,7,3,339,3.8,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.6,2,20,6,0.0,0.0,0.0,0.0,0.0,0.14,0.01,0.15,0.14,0.15,Matches,3.8,6,2,3,2,1,1,6,16.7,5,1,0,1,2,8,7,0,3.8,9.0,2.39,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,2.0,0.0,0.0,18.0,3.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,27.0,5.0,8.0,38.5,3.8,114,142,80.3,2299,646,48,55,87.3,48,56,85.7,18,25,72.0,0,0.0,0.1,0.0,2,17,2,2,20,3.8,142.0,138.0,4.0,2.0,0.0,2.0,6.0,1.0,1.0,1.0,0.0,0.0,114.0,0.0,2.0,7.0,339.0,48.0,9.9,3.8,3.0,70.0,1.0,4.0,32.0,0.0,1.0,4.0,6.0,-2.0,-0.53,-0.24,3.2,4.6,-1.4,-0.38,-0.19,3.8,188,9,30,115,44,6,188,6,2,33.3,4,66.7,110,548,214,2,6,0,5,5,104,6,3.8,0.0,9.0,2.0,22.2,2.39,0.53,0.0,0.0,21.7,0.0,0.0,0.0,0.5,0.5,0.06,-0.5,-0.5
122,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,21.0,2002.0,11,5,543,6.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,6,26,25,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,6.0,24,15,12,10,2,15,25,60.0,10,8,3,5,7,31,17,0,6.0,4.0,0.66,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,11.0,5.0,0.0,7.0,7.0,15.0,0.0,0.0,0.0,24.0,7.0,7.0,50.0,6.0,254,321,79.1,4015,1243,126,141,89.4,114,137,83.2,11,27,40.7,0,0.0,0.1,0.0,0,25,2,1,26,6.0,321.0,256.0,62.0,7.0,0.0,0.0,7.0,55.0,0.0,0.0,0.0,0.0,254.0,3.0,7.0,11.0,543.0,49.0,15.9,6.0,5.0,73.0,2.0,6.0,30.0,7.0,1.27,4.0,8.0,-4.0,-0.66,-1.16,5.6,5.5,0.1,0.02,-0.09,6.0,392,22,92,214,91,3,392,7,2,28.6,4,57.1,171,726,347,6,10,0,6,6,207,25,6.0,0.0,4.0,0.0,0.0,0.66,0.0,0.0,,23.2,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
