Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,90s_defensive,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,90s_gsc,SCA,SCA90,PassLive,PassDead,TO,Sh_gsc,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,90s_misc,CrdY_misc,CrdR_misc,2CrdY,Fls,Fld_misc,Off,Crs,Int_misc,TklW_misc,PKwon,PKcon,OG,Recov,Won,Lost_misc,Won%,90s_passing,Cmp,Att_passing,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing,xAG_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_passing,90s_passing_types,Att_passing_types,Live,Dead,FK,TB,Sw,Crs_passing_types,TI,CK,In,Out,Str,Cmp_passing_types,Off_passing_types,Blocks_passing_types,MP_playing_time,Min_playing_time,Mn/MP,Min%,90s_playing_time,Starts_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,90s_possession,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Att 3rd_possession,Att Pen,Live_possession,Att_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession,PrgDist_possession,PrgC_possession,1/3_possession,CPA,Mis,Dis,Rec,PrgR_possession,90s_shooting,Gls_shooting,Sh_shooting,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_shooting,PK_shooting,PKatt_shooting,xG_shooting,npxG_shooting,npxG/Sh,G-xG,np:G-xG
2113,Patric Pfeiffer,de GER,DF,Augsburg,de Bundesliga,23.0,1999.0,11,4,511,5.7,0,1,1,0,0,0,0,0,0.5,0.5,0.8,1.3,1,19,4,0.0,0.18,0.18,0.0,0.18,0.09,0.14,0.22,0.09,0.22,Matches,5.7,11,7,6,4,1,5,6,83.3,1,10,6,4,11,22,21,0,5.7,7.0,1.23,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,7.0,4.0,0.0,1.0,11.0,7.0,0.0,1.0,0.0,27.0,20.0,12.0,62.5,5.7,193,267,72.3,4034,1515,56,65,86.2,105,132,79.5,30,58,51.7,1,0.8,0.6,0.2,4,15,3,1,19,5.7,267.0,257.0,9.0,6.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,193.0,1.0,7.0,11.0,511.0,46.0,16.7,5.7,4.0,81.0,2.0,7.0,27.0,11.0,0.64,3.0,14.0,-11.0,-1.94,-1.97,6.1,9.8,-3.7,-0.66,-0.39,5.7,340,36,153,158,31,19,340,1,0,0.0,1,100.0,153,637,299,1,0,0,6,1,184,4,5.7,0.0,11.0,0.0,0.0,1.94,0.0,0.0,,17.9,0.0,0.0,0.0,0.5,0.5,0.04,-0.5,-0.5
2114,Maximilian Philipp,de GER,"FW,MF",Freiburg,de Bundesliga,29.0,1994.0,17,1,323,3.6,1,0,1,1,0,0,2,0,0.5,0.5,0.4,0.9,3,6,28,0.28,0.0,0.28,0.28,0.28,0.14,0.11,0.25,0.14,0.25,Matches,3.6,8,5,4,4,0,1,6,16.7,5,7,0,7,1,9,3,0,3.6,8.0,2.22,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.28,0.0,0.0,0.0,1.0,0.0,0.0,3.6,2.0,0.0,0.0,10.0,3.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,11.0,7.0,14.0,33.3,3.6,81,109,74.3,1056,161,47,54,87.0,24,32,75.0,2,3,66.7,0,0.4,0.4,-0.4,3,6,2,1,6,3.6,109.0,106.0,3.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,81.0,0.0,7.0,17.0,323.0,19.0,10.6,3.6,1.0,72.0,0.0,16.0,16.0,7.0,0.88,7.0,7.0,0.0,0.0,0.43,5.1,8.5,-3.5,-0.97,-1.05,3.6,155,4,22,76,57,14,155,1,0,0.0,1,100.0,94,341,105,3,4,2,8,7,105,28,3.6,1.0,9.0,3.0,33.3,2.51,0.84,0.11,0.33,12.7,0.0,0.0,0.0,0.5,0.5,0.05,0.5,0.5
2115,Kalvin Phillips,eng ENG,MF,West Ham,eng Premier League,27.0,1995.0,8,3,309,3.4,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,3,19,4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,3.4,11,6,2,8,1,5,9,55.6,4,4,1,3,4,15,2,1,3.4,5.0,1.46,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.0,1.0,1.0,14.0,5.0,0.0,1.0,4.0,6.0,0.0,1.0,0.0,23.0,7.0,1.0,87.5,3.4,141,179,78.8,2507,567,62,74,83.8,64,77,83.1,12,20,60.0,0,0.0,0.0,0.0,0,24,0,0,19,3.4,179.0,170.0,7.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,141.0,2.0,2.0,8.0,309.0,39.0,9.0,3.4,3.0,61.0,0.0,5.0,25.0,4.0,0.63,4.0,10.0,-6.0,-1.75,-1.52,3.6,6.9,-3.3,-0.95,-0.5,3.4,215,7,43,153,21,1,215,5,1,20.0,4,80.0,110,585,240,3,1,0,4,3,136,4,3.4,0.0,3.0,2.0,66.7,0.87,0.58,0.0,0.0,25.8,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
2116,Kalvin Phillips,eng ENG,MF,Manchester City,eng Premier League,27.0,1995.0,4,0,93,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,7,7,3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,1.0,3,3,1,1,1,0,0,,0,0,0,0,2,5,2,0,1.0,1.0,0.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,,1.0,62,70,88.6,1067,300,31,32,96.9,24,26,92.3,7,10,70.0,0,0.0,0.1,0.0,0,8,1,1,7,1.0,70.0,67.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,4.0,93.0,23.0,2.7,1.0,0.0,,0.0,4.0,23.0,16.0,2.25,3.0,2.0,1.0,0.97,-0.68,1.7,1.6,0.2,0.17,-1.04,1.0,87,3,14,52,23,1,87,3,1,33.3,2,66.7,51,402,221,7,5,1,4,2,57,3,1.0,0.0,2.0,0.0,0.0,1.94,0.0,0.0,,21.7,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
2117,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,eng Premier League,21.0,2002.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,3,4,75.0,27,5,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,4.0,4.0,0.1,0.0,0.0,,0.0,1.0,4.0,0.0,0.0,0.0,1.0,-1.0,-22.5,-22.92,0.3,0.6,-0.3,-5.72,-5.81,0.0,4,0,1,1,2,1,4,0,0,,0,,2,39,39,2,1,1,0,0,3,1,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2118,Kamil Piątkowski,pl POL,DF,Granada,es La Liga,23.0,2000.0,9,6,505,5.6,0,0,0,0,0,0,1,1,0.8,0.8,0.1,0.9,2,10,0,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.17,0.14,0.17,Matches,5.6,18,10,16,1,1,10,14,71.4,4,6,5,1,8,26,28,1,5.6,2.0,0.36,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,1.0,1.0,0.0,3.0,3.0,0.0,2.0,8.0,10.0,0.0,0.0,0.0,23.0,11.0,10.0,52.4,5.6,197,230,85.7,3809,1273,67,70,95.7,111,118,94.1,18,37,48.6,0,0.1,0.1,-0.1,2,8,1,1,10,5.6,230.0,225.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,197.0,1.0,1.0,9.0,505.0,56.0,14.8,5.6,6.0,74.0,4.0,3.0,21.0,8.0,0.56,3.0,15.0,-12.0,-2.14,-1.24,6.6,11.5,-4.9,-0.87,-0.35,5.6,301,43,185,102,15,5,301,1,1,100.0,0,0.0,181,766,406,2,1,0,7,1,191,0,5.6,0.0,4.0,2.0,50.0,0.71,0.36,0.0,0.0,7.3,0.0,0.0,0.0,0.8,0.8,0.2,-0.8,-0.8
2119,Roberto Piccoli,it ITA,FW,Empoli,it Serie A,22.0,2001.0,2,0,39,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,0.4,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,0.4,2.0,4.74,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,33.3,0.4,4,6,66.7,47,16,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,0.4,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,39.0,20.0,1.1,0.4,0.0,,0.0,2.0,20.0,0.0,0.0,0.0,1.0,-1.0,-2.31,-1.67,0.4,0.9,-0.5,-1.16,-0.73,0.4,10,0,0,4,6,1,10,1,0,0.0,1,100.0,5,12,1,0,0,0,1,0,6,0,0.4,0.0,1.0,0.0,0.0,2.31,0.0,0.0,,16.3,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
2120,Roberto Piccoli,it ITA,FW,Lecce,it Serie A,22.0,2001.0,35,12,1378,15.3,5,0,5,4,1,1,5,0,6.4,5.6,0.9,6.5,25,19,72,0.33,0.0,0.33,0.26,0.26,0.42,0.06,0.48,0.37,0.43,Matches,15.3,10,6,3,5,2,1,4,25.0,3,17,1,16,4,14,16,0,15.3,32.0,2.09,20.0,0.0,3.0,8.0,1.0,0.0,2.0,0.13,1.0,0.0,0.0,0.0,1.0,0.0,15.3,5.0,0.0,0.0,28.0,13.0,15.0,6.0,4.0,6.0,0.0,0.0,0.0,38.0,53.0,84.0,38.7,15.3,147,246,59.8,1864,373,92,142,64.8,36,59,61.0,5,10,50.0,0,0.9,0.6,-0.9,10,4,2,0,19,15.3,246.0,229.0,16.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,147.0,1.0,9.0,35.0,1378.0,39.0,40.3,15.3,12.0,75.0,4.0,23.0,21.0,0.0,0.97,16.0,21.0,-5.0,-0.33,0.42,19.6,22.3,-2.7,-0.18,0.15,15.3,478,15,58,206,223,77,477,34,13,38.2,19,55.9,264,1359,595,25,12,14,49,31,329,72,15.3,5.0,56.0,20.0,35.7,3.66,1.31,0.07,0.2,16.5,1.0,1.0,1.0,6.4,5.6,0.1,-1.4,-1.6
2121,Florian Pick,de GER,"MF,FW",Heidenheim,de Bundesliga,27.0,1995.0,22,1,327,3.6,0,1,1,0,0,0,2,0,0.3,0.3,0.8,1.1,12,12,34,0.0,0.28,0.28,0.0,0.28,0.08,0.21,0.29,0.08,0.29,Matches,3.6,4,4,3,0,1,2,3,66.7,1,2,0,2,2,6,2,0,3.6,17.0,4.65,9.0,4.0,4.0,0.0,0.0,0.0,1.0,0.27,1.0,0.0,0.0,0.0,0.0,0.0,3.6,2.0,0.0,0.0,6.0,7.0,1.0,32.0,2.0,4.0,0.0,0.0,0.0,29.0,5.0,5.0,50.0,3.6,118,183,64.5,2066,705,47,65,72.3,50,64,78.1,15,35,42.9,1,0.8,1.1,0.2,9,4,5,3,12,3.6,183.0,146.0,35.0,13.0,0.0,1.0,32.0,4.0,18.0,9.0,8.0,0.0,118.0,2.0,10.0,22.0,327.0,15.0,10.7,3.6,1.0,90.0,1.0,21.0,11.0,12.0,1.14,2.0,8.0,-6.0,-1.65,-1.68,3.7,7.8,-4.1,-1.12,-0.52,3.6,237,5,32,80,131,13,237,26,11,42.3,13,50.0,139,929,421,12,6,4,8,7,143,34,3.6,0.0,8.0,1.0,12.5,2.2,0.28,0.0,0.0,25.4,0.0,0.0,0.0,0.3,0.3,0.04,-0.3,-0.3
2123,Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,25.0,1998.0,7,7,590,6.6,0,0,0,0,0,0,0,0,0.5,0.5,0.8,1.2,3,24,3,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.19,0.07,0.19,Matches,6.6,14,11,8,6,0,7,13,53.8,6,12,7,5,9,23,36,1,6.6,6.0,0.92,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,5.0,5.0,0.0,2.0,9.0,11.0,0.0,0.0,0.0,39.0,26.0,14.0,65.0,6.6,229,312,73.4,4549,1880,79,100,79.0,114,131,87.0,33,66,50.0,0,0.8,0.5,-0.8,2,25,2,0,24,6.6,312.0,297.0,12.0,11.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,229.0,3.0,6.0,7.0,590.0,84.0,19.3,6.6,7.0,84.0,6.0,0.0,,5.0,1.0,10.0,14.0,-4.0,-0.61,-0.54,11.6,12.3,-0.7,-0.11,0.21,6.6,395,45,195,177,27,10,395,0,0,,0,,194,983,474,3,3,0,5,0,220,3,6.6,0.0,4.0,1.0,25.0,0.61,0.15,0.0,0.0,10.2,0.0,0.0,0.0,0.5,0.5,0.11,-0.5,-0.5
2124,Marvin Pieringer,de GER,"MF,FW",Heidenheim,de Bundesliga,23.0,1999.0,31,18,1513,16.8,3,3,6,3,0,0,5,0,2.3,2.3,2.1,4.4,28,41,72,0.18,0.18,0.36,0.18,0.36,0.14,0.13,0.26,0.14,0.26,Matches,16.8,19,12,5,11,3,8,20,40.0,12,28,4,24,12,31,21,0,16.8,29.0,1.72,23.0,0.0,1.0,3.0,2.0,0.0,4.0,0.24,3.0,0.0,0.0,1.0,0.0,0.0,16.8,5.0,0.0,0.0,38.0,30.0,6.0,7.0,12.0,12.0,0.0,0.0,0.0,80.0,60.0,56.0,51.7,16.8,298,431,69.1,4439,992,166,227,73.1,93,132,70.5,22,33,66.7,3,2.1,1.5,0.9,14,30,10,0,41,16.8,431.0,415.0,15.0,0.0,3.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,298.0,1.0,11.0,31.0,1513.0,49.0,49.4,16.8,18.0,67.0,1.0,13.0,24.0,0.0,1.23,27.0,23.0,4.0,0.24,0.76,21.0,29.4,-8.3,-0.5,0.33,16.8,644,28,99,325,231,64,644,28,10,35.7,13,46.4,309,1734,759,28,24,12,40,21,407,72,16.8,3.0,27.0,8.0,29.6,1.61,0.48,0.11,0.38,14.4,0.0,0.0,0.0,2.3,2.3,0.09,0.7,0.7
2125,Santiago Pierotti,ar ARG,"MF,FW",Lecce,it Serie A,22.0,2001.0,11,0,200,2.2,0,2,2,0,0,0,0,0,0.5,0.5,1.0,1.5,4,5,20,0.0,0.9,0.9,0.0,0.9,0.22,0.47,0.69,0.22,0.69,Matches,2.2,8,8,2,5,1,2,8,25.0,6,5,0,5,1,9,0,0,2.2,12.0,5.37,5.0,0.0,3.0,2.0,2.0,0.0,2.0,0.9,1.0,0.0,1.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,13.0,3.0,0.0,4.0,1.0,8.0,0.0,0.0,0.0,8.0,2.0,9.0,18.2,2.2,48,67,71.6,687,142,29,39,74.4,12,17,70.6,3,5,60.0,2,1.0,0.6,1.0,2,3,2,0,5,2.2,67.0,65.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,2.0,11.0,200.0,18.0,5.8,2.2,0.0,,0.0,11.0,18.0,7.0,0.82,3.0,4.0,-1.0,-0.45,0.14,4.2,3.2,1.0,0.47,0.78,2.2,110,0,7,56,50,13,110,11,7,63.6,4,36.4,65,325,93,4,3,4,10,5,74,20,2.2,0.0,7.0,3.0,42.9,3.15,1.35,0.0,0.0,17.0,0.0,0.0,0.0,0.5,0.5,0.07,-0.5,-0.5
2126,Niccolò Pierozzi,it ITA,DF,Salernitana,it Serie A,21.0,2001.0,12,11,871,9.7,1,0,1,1,0,0,6,0,0.2,0.2,0.0,0.3,3,16,20,0.1,0.0,0.1,0.1,0.1,0.03,0.01,0.03,0.03,0.03,Matches,9.7,17,11,13,4,0,11,22,50.0,11,24,7,17,11,28,36,0,9.7,9.0,0.93,5.0,0.0,0.0,2.0,2.0,0.0,2.0,0.21,0.0,0.0,0.0,1.0,1.0,0.0,9.7,6.0,0.0,0.0,28.0,10.0,0.0,6.0,11.0,11.0,1.0,0.0,0.0,36.0,17.0,9.0,65.4,9.7,264,348,75.9,4521,1389,130,147,88.4,104,131,79.4,24,52,46.2,0,0.0,0.1,0.0,1,14,2,2,16,9.7,348.0,294.0,54.0,18.0,0.0,0.0,6.0,36.0,0.0,0.0,0.0,0.0,264.0,0.0,8.0,12.0,871.0,73.0,25.5,9.7,11.0,77.0,6.0,1.0,25.0,1.0,0.33,8.0,20.0,-12.0,-1.24,0.07,6.8,18.4,-11.6,-1.2,-0.06,9.7,463,46,192,220,53,9,463,2,1,50.0,1,50.0,188,922,401,3,5,0,8,0,217,20,9.7,1.0,8.0,2.0,25.0,0.83,0.21,0.13,0.5,15.8,0.0,0.0,0.0,0.2,0.2,0.03,0.8,0.8
2127,Ronaël Pierre-Gabriel,fr FRA,DF,Nantes,fr Ligue 1,25.0,1998.0,12,6,598,6.6,0,0,0,0,0,0,3,0,0.3,0.3,0.8,1.2,12,17,12,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.17,0.05,0.17,Matches,6.6,15,9,12,2,1,5,7,71.4,2,13,4,9,8,23,25,0,6.6,4.0,0.6,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,3.0,0.0,0.0,4.0,4.0,0.0,9.0,8.0,9.0,0.0,0.0,0.0,22.0,9.0,5.0,64.3,6.6,227,289,78.5,3413,1320,110,127,86.6,96,119,80.7,8,18,44.4,0,0.8,0.4,-0.8,2,17,3,1,17,6.6,289.0,238.0,50.0,5.0,0.0,0.0,9.0,45.0,0.0,0.0,0.0,0.0,227.0,1.0,11.0,12.0,598.0,50.0,19.5,6.6,6.0,85.0,4.0,6.0,15.0,3.0,1.25,8.0,12.0,-4.0,-0.6,0.17,7.8,13.4,-5.6,-0.84,-0.47,6.6,376,35,153,146,82,8,376,8,4,50.0,4,50.0,216,1426,659,12,13,0,9,3,202,12,6.6,0.0,7.0,0.0,0.0,1.05,0.0,0.0,,20.8,0.0,0.0,0.0,0.3,0.3,0.05,-0.3,-0.3
2128,Andrea Pinamonti,it ITA,FW,Sassuolo,it Serie A,24.0,1999.0,38,37,3076,34.2,11,1,12,9,2,3,4,0,8.9,6.6,1.9,8.4,17,45,165,0.32,0.03,0.35,0.26,0.29,0.26,0.05,0.32,0.19,0.25,Matches,34.2,13,8,1,6,6,5,22,22.7,17,19,2,17,1,14,40,0,34.2,59.0,1.73,37.0,0.0,3.0,6.0,11.0,2.0,8.0,0.23,4.0,0.0,1.0,0.0,2.0,1.0,34.2,4.0,0.0,0.0,22.0,51.0,9.0,10.0,1.0,8.0,1.0,0.0,0.0,69.0,79.0,159.0,33.2,34.2,411,630,65.2,5473,873,236,315,74.9,130,194,67.0,12,33,36.4,1,1.9,2.2,-0.9,18,24,11,0,45,34.2,630.0,553.0,75.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,411.0,2.0,27.0,38.0,3076.0,81.0,89.9,34.2,37.0,83.0,13.0,1.0,8.0,0.0,0.79,40.0,63.0,-23.0,-0.67,1.68,34.7,53.2,-18.5,-0.54,0.32,34.2,939,44,76,447,420,144,936,31,12,38.7,16,51.6,455,1591,475,17,11,15,63,37,656,165,34.2,11.0,80.0,19.0,23.8,2.34,0.56,0.11,0.47,16.4,0.0,2.0,3.0,8.9,6.6,0.08,2.1,2.4
2129,Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,30.0,1993.0,29,28,2521,28.0,2,0,2,2,0,0,1,0,2.0,2.0,1.0,3.0,11,61,16,0.07,0.0,0.07,0.07,0.07,0.07,0.04,0.11,0.07,0.11,Matches,28.0,35,23,22,13,0,9,20,45.0,11,40,24,16,43,78,170,3,28.0,24.0,0.86,16.0,1.0,0.0,6.0,0.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,4.0,11.0,0.0,7.0,43.0,23.0,0.0,0.0,0.0,131.0,113.0,51.0,68.9,28.0,1192,1432,83.2,22546,7516,399,466,85.6,672,739,90.9,98,178,55.1,0,1.0,0.8,-1.0,4,76,5,0,61,28.0,1432.0,1374.0,55.0,26.0,0.0,8.0,7.0,24.0,0.0,0.0,0.0,0.0,1192.0,3.0,13.0,29.0,2521.0,87.0,73.7,28.0,28.0,90.0,28.0,1.0,1.0,0.0,1.21,44.0,46.0,-2.0,-0.07,0.63,45.5,39.2,6.2,0.22,0.62,28.0,1768,303,1001,661,113,43,1768,10,6,60.0,3,30.0,922,5095,3160,11,5,1,11,4,1025,16,28.0,2.0,19.0,4.0,21.1,0.68,0.14,0.11,0.5,9.8,0.0,0.0,0.0,2.0,2.0,0.11,0.0,0.0
2130,Yeremi Pino,es ESP,"MF,FW",Villarreal,es La Liga,20.0,2002.0,7,7,475,5.3,0,0,0,0,0,0,4,0,1.4,1.4,0.2,1.7,11,10,49,0.0,0.0,0.0,0.0,0.0,0.27,0.05,0.31,0.27,0.31,Matches,5.3,25,18,12,10,3,9,18,50.0,9,11,1,10,5,30,5,0,5.3,13.0,2.46,10.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,4.0,0.0,0.0,22.0,9.0,3.0,7.0,5.0,18.0,0.0,0.0,0.0,29.0,8.0,10.0,44.4,5.3,137,171,80.1,2032,432,81,95,85.3,42,48,87.5,11,17,64.7,0,0.2,0.5,-0.2,5,3,6,1,10,5.3,171.0,164.0,5.0,1.0,2.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,137.0,2.0,1.0,7.0,475.0,68.0,13.9,5.3,7.0,68.0,1.0,0.0,,1.0,0.71,6.0,8.0,-2.0,-0.38,-0.44,5.9,8.4,-2.5,-0.47,-0.44,5.3,261,8,57,83,126,22,261,17,9,52.9,6,35.3,156,787,333,11,5,8,16,9,166,49,5.3,0.0,9.0,4.0,44.4,1.71,0.76,0.0,0.0,12.5,0.0,0.0,0.0,1.4,1.4,0.16,-1.4,-1.4
2132,Lorenzo Pirola,it ITA,DF,Salernitana,it Serie A,21.0,2002.0,27,24,1987,22.1,1,0,1,1,0,0,4,0,0.9,0.9,0.0,0.9,13,57,7,0.05,0.0,0.05,0.05,0.05,0.04,0.0,0.04,0.04,0.04,Matches,22.1,39,23,25,14,0,15,28,53.6,13,46,30,16,25,64,93,1,22.1,9.0,0.41,5.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,4.0,0.0,0.0,33.0,16.0,1.0,2.0,25.0,23.0,0.0,2.0,0.0,81.0,58.0,35.0,62.4,22.1,868,1040,83.5,14823,5563,381,417,91.4,416,470,88.5,52,113,46.0,0,0.0,0.1,0.0,1,33,1,0,57,22.1,1040.0,980.0,59.0,36.0,0.0,3.0,2.0,10.0,0.0,0.0,0.0,0.0,868.0,1.0,12.0,27.0,1987.0,74.0,58.1,22.1,24.0,79.0,16.0,3.0,27.0,1.0,0.44,17.0,49.0,-32.0,-1.45,-0.38,18.5,42.3,-23.8,-1.08,0.2,22.1,1280,198,664,567,53,21,1280,6,0,0.0,4,66.7,644,2936,1499,13,7,0,5,5,786,7,22.1,1.0,15.0,4.0,26.7,0.68,0.18,0.07,0.25,13.8,0.0,0.0,0.0,0.9,0.9,0.06,0.1,0.1
2133,Niccolò Pisilli,it ITA,MF,Roma,it Serie A,18.0,2004.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.1,5,6,83.3,62,0,5,5,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0.1,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,10.0,10.0,0.3,0.1,0.0,,0.0,1.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-0.33,-0.58,0.1,7,0,0,6,1,0,7,0,0,,0,,5,24,10,0,0,0,1,0,6,1,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
